Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Score per Map,Match Durations,Score per Half,Sides Chosen by Non-Picker,Match URL
Champions Tour 2023: Americas League,LEVIATÁN,Sentinels,2023-04-16 15:00:00,Bo3,SEN ban Haven; LEV ban Fracture; SEN pick Split; LEV pick Ascent; SEN ban Icebox; LEV ban Lotus; Pearl remains,Split: 14-12; Ascent: 11-13; Pearl: 13-4,1:20:27; 59:35; 41:18,"Team 1: 7 / 5 / 2, Team 2: 5 / 7 / 0; Team 1: 5 / 6, Team 2: 7 / 6; Team 1: 3 / 10, Team 2: 2 / 2",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/183787/leviat-n-vs-sentinels-champions-tour-2023-americas-league-w3
Champions Tour 2023: Americas League,Evil Geniuses,KRÜ Esports,2023-04-16 19:00:00,Bo3,EG ban Icebox; KRÜ ban Haven; EG pick Pearl; KRÜ pick Ascent; EG ban Split; KRÜ ban Lotus; Fracture remains,Pearl: 13-11; Ascent: 11-13; Fracture: 13-7,1:09:27; 59:10; 49:24,"Team 1: 10 / 3, Team 2: 2 / 9; Team 1: 3 / 8, Team 2: 9 / 4; Team 1: 6 / 7, Team 2: 2 / 5",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/183788/evil-geniuses-vs-kr-esports-champions-tour-2023-americas-league-w3
Champions Tour 2023: Americas League,LOUD,FURIA,2023-04-17 15:00:00,Bo3,LOUD ban Fracture; FUR ban Pearl; LOUD pick Split; FUR pick Icebox; LOUD ban Haven; FUR ban Lotus; Ascent remains,Split: 13-9; Icebox: 13-4,1:05:41; 38:59,"Team 1: 6 / 7, Team 2: 6 / 3; Team 1: 8 / 5, Team 2: 4 / 0",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/183789/loud-vs-furia-champions-tour-2023-americas-league-w3
Champions Tour 2023: Americas League,LOUD,Sentinels,2023-04-21 15:00:00,Bo3,LOUD ban Fracture; SEN ban Icebox; LOUD pick Pearl; SEN pick Haven; LOUD ban Lotus; SEN ban Split; Ascent remains,Pearl: 6-13; Haven: 13-11; Ascent: 13-8,1:00:48; 1:27:26; 48:47,"Team 1: 1 / 5, Team 2: 6 / 7; Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 4 / 9, Team 2: 5 / 3",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/183791/loud-vs-sentinels-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,LEVIATÁN,MIBR,2023-04-21 19:00:00,Bo3,LEV ban Fracture; MIBR ban Ascent; LEV pick Pearl; MIBR pick Icebox; LEV ban Lotus; MIBR ban Haven; Split remains,Pearl: 13-4; Icebox: 13-3,52:41; 39:39,"Team 1: 3 / 10, Team 2: 2 / 2; Team 1: 3 / 10, Team 2: 1 / 2",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/183792/leviat-n-vs-mibr-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,KRÜ Esports,100 Thieves,2023-04-22 15:00:00,Bo3,KRÜ ban Icebox; 100T ban Pearl; KRÜ pick Ascent; 100T pick Split; KRÜ ban Haven; 100T ban Lotus; Fracture remains,Ascent: 13-4; Split: 11-13; Fracture: 5-13,51:39; 58:58; 41:31,"Team 1: 4 / 9, Team 2: 1 / 3; Team 1: 3 / 8, Team 2: 9 / 4; Team 1: 4 / 1, Team 2: 8 / 5",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/183793/kr-esports-vs-100-thieves-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,Evil Geniuses,FURIA,2023-04-22 18:20:00,Bo3,FUR ban Lotus; EG ban Icebox; FUR pick Ascent; EG pick Fracture; FUR ban Pearl; EG ban Split; Haven remains,Ascent: 13-15; Fracture: 13-7; Haven: 10-13,1:17:24; 45:30; 51:47,"Team 1: 5 / 7 / 1, Team 2: 7 / 5 / 3; Team 1: 8 / 5, Team 2: 4 / 3; Team 1: 7 / 3, Team 2: 5 / 8",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/183794/evil-geniuses-vs-furia-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,NRG Esports,Cloud9,2023-04-23 15:00:00,Bo3,Stats unavailable for Map 1 due to lobby remake.,Haven: 13-8; Pearl: 9-13; Ascent: 7-13,-; 56:40; 45:09,"Team 1: 9 / 4, Team 2: 3 / 5; Team 1: 2 / 7, Team 2: 8 / 5; Team 1: 4 / 3, Team 2: 8 / 5",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/183795/nrg-esports-vs-cloud9-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,MIBR,Sentinels,2023-04-23 19:05:00,Bo3,SEN ban Icebox; MIBR ban Ascent; SEN pick Pearl; MIBR pick Fracture; SEN ban Split; MIBR ban Haven; Lotus remains,Pearl: 5-13; Fracture: 6-13,58:45; 48:56,"Team 1: 2 / 3, Team 2: 4 / 9; Team 1: 3 / 3, Team 2: 4 / 9",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/183796/mibr-vs-sentinels-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,LEVIATÁN,100 Thieves,2023-04-24 15:00:00,Bo3,100T ban Pearl; LEV ban Fracture; 100T pick Icebox; LEV pick Haven; 100T ban Ascent; LEV ban Split; Lotus remains,Icebox: 15-13; Haven: 11-13; Lotus: 11-13,1:15:24; 51:20; 1:01:09,"Team 1: 5 / 7 / 3, Team 2: 7 / 5 / 1; Team 1: 5 / 6, Team 2: 7 / 6; Team 1: 7 / 4, Team 2: 5 / 8",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/183797/leviat-n-vs-100-thieves-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,Evil Geniuses,LOUD,2023-04-24 19:00:00,Bo3,LOUD ban Fracture; EG ban Icebox; LOUD pick Split; EG pick Haven; LOUD ban Lotus; EG ban Ascent; Pearl remains,Split: 13-3; Haven: 10-13; Pearl: 0-13,49:09; 52:19; 31:46,"Team 1: 9 / 4, Team 2: 3 / 0; Team 1: 6 / 4, Team 2: 5 / 8; Team 1: 0 / 0, Team 2: 1 / 12",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/183798/evil-geniuses-vs-loud-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,Cloud9,FURIA,2023-04-25 15:00:00,Bo3,FUR ban Lotus; C9 ban Icebox; FUR pick Ascent; C9 pick Fracture; FUR ban Split; C9 ban Haven; Pearl remains,Ascent: 13-8; Fracture: 13-9,1:02:00; 54:37,"Team 1: 5 / 8, Team 2: 4 / 4; Team 1: 7 / 6, Team 2: 3 / 6",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/183799/cloud9-vs-furia-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,NRG Esports,KRÜ Esports,2023-04-25 17:30:00,Bo3,NRG ban Split; KRÜ ban Icebox; NRG pick Haven; KRÜ pick Ascent; NRG ban Fracture; KRÜ ban Lotus; Pearl remains,Haven: 13-10; Ascent: 13-4,1:06:02; 41:10,"Team 1: 8 / 5, Team 2: 4 / 6; Team 1: 4 / 9, Team 2: 1 / 3",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/183800/nrg-esports-vs-kr-esports-champions-tour-2023-americas-league-w4
Champions Tour 2023: Americas League,NRG Esports,100 Thieves,2023-04-29 15:00:00,Bo3,NRG ban Split; 100T ban Pearl; NRG pick Bind; 100T pick Fracture; NRG ban Ascent; 100T ban Haven; Lotus remains,Bind: 13-7; Fracture: 13-3,1:02:41; 37:05,"Team 1: 6 / 7, Team 2: 2 / 5; Team 1: 11 / 2, Team 2: 1 / 2",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/183801/nrg-esports-vs-100-thieves-champions-tour-2023-americas-league-w5
Champions Tour 2023: Americas League,MIBR,FURIA,2023-04-29 17:20:00,Bo3,FUR ban Lotus; MIBR ban Ascent; FUR pick Pearl; MIBR pick Split; FUR ban Fracture; MIBR ban Bind; Haven remains,Pearl: 11-13; Split: 7-13,1:12:43; 49:37,"Team 1: 8 / 3, Team 2: 4 / 9; Team 1: 2 / 5, Team 2: 10 / 3",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/183802/mibr-vs-furia-champions-tour-2023-americas-league-w5
Champions Tour 2023: Americas League,Cloud9,Sentinels,2023-04-30 15:00:00,Bo3,SEN ban Split; C9 ban Pearl; SEN pick Lotus; C9 pick Fracture; SEN ban Bind; C9 ban Ascent; Haven remains,Lotus: 13-4; Fracture: 13-6,54:05; 44:26,"Team 1: 4 / 9, Team 2: 1 / 3; Team 1: 2 / 11, Team 2: 5 / 1",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/183803/cloud9-vs-sentinels-champions-tour-2023-americas-league-w5
Champions Tour 2023: Americas League,LEVIATÁN,Evil Geniuses,2023-04-30 17:25:00,Bo3,EG ban Bind; LEV ban Fracture; EG pick Split; LEV pick Pearl; EG ban Haven; LEV ban Lotus; Ascent remains,Split: 10-13; Pearl: 13-10; Ascent: 10-13,1:10:35; 54:42; 50:12,"Team 1: 2 / 8, Team 2: 9 / 4; Team 1: 7 / 6, Team 2: 4 / 6; Team 1: 3 / 7, Team 2: 9 / 4",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/183804/leviat-n-vs-evil-geniuses-champions-tour-2023-americas-league-w5
Champions Tour 2023: Americas League,LOUD,KRÜ Esports,2023-05-01 15:00:00,Bo3,LOUD ban Fracture; KRÜ ban Lotus; LOUD pick Pearl; KRÜ pick Ascent; LOUD ban Bind; KRÜ ban Haven; Split remains,Pearl: 10-13; Ascent: 13-11; Split: 13-10,1:04:57; 54:16; 51:01,"Team 1: 8 / 2, Team 2: 4 / 9; Team 1: 4 / 9, Team 2: 8 / 3; Team 1: 8 / 5, Team 2: 4 / 6",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/183805/loud-vs-kr-esports-champions-tour-2023-americas-league-w5
Champions Tour 2023: Americas League,Evil Geniuses,Sentinels,2023-05-06 15:00:00,Bo3,EG ban Haven; SEN ban Split; EG pick Fracture; SEN pick Pearl; EG ban Bind; SEN ban Lotus; Ascent remains,Fracture: 13-6; Pearl: 13-5,52:51; 44:50,"Team 1: 4 / 9, Team 2: 3 / 3; Team 1: 10 / 3, Team 2: 2 / 3",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/183807/evil-geniuses-vs-sentinels-champions-tour-2023-americas-league-w6
Champions Tour 2023: Americas League,Cloud9,MIBR,2023-05-06 17:10:00,Bo3,C9 ban Pearl; MIBR ban Ascent; C9 pick Split; MIBR pick Lotus; C9 ban Haven; MIBR ban Fracture; Bind remains,Split: 13-5; Lotus: 13-4,56:29; 39:36,"Team 1: 7 / 6, Team 2: 5 / 0; Team 1: 5 / 8, Team 2: 0 / 4",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/183808/cloud9-vs-mibr-champions-tour-2023-americas-league-w6
Champions Tour 2023: Americas League,LOUD,100 Thieves,2023-05-07 15:00:00,Bo3,LOUD ban Fracture; 100T ban Pearl; LOUD pick Ascent; 100T pick Split; LOUD ban Lotus; 100T ban Bind; Haven remains,Ascent: 13-5; Split: 15-13,50:21; 1:06:55,"Team 1: 8 / 5, Team 2: 4 / 1; Team 1: 6 / 6 / 3, Team 2: 6 / 6 / 1",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/183809/loud-vs-100-thieves-champions-tour-2023-americas-league-w6
Champions Tour 2023: Americas League,LEVIATÁN,KRÜ Esports,2023-05-07 17:30:00,Bo3,LEV ban Fracture; KRÜ ban Lotus; LEV pick Haven; KRÜ pick Split; LEV ban Bind; KRÜ ban Ascent; Pearl remains,Haven: 13-4; Split: 13-4,48:53; 38:10,"Team 1: 11 / 2, Team 2: 1 / 3; Team 1: 4 / 9, Team 2: 1 / 3",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/183810/leviat-n-vs-kr-esports-champions-tour-2023-americas-league-w6
Champions Tour 2023: Americas League,NRG Esports,FURIA,2023-05-08 15:00:00,Bo3,NRG ban Ascent; FUR ban Lotus; NRG pick Bind; FUR pick Haven; NRG ban Fracture; FUR ban Split; Pearl remains,Bind: 13-11; Haven: 11-13; Pearl: 13-6,1:10:28; 55:49; 45:22,"Team 1: 10 / 3, Team 2: 2 / 9; Team 1: 6 / 5, Team 2: 6 / 7; Team 1: 8 / 5, Team 2: 4 / 2",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/183811/nrg-esports-vs-furia-champions-tour-2023-americas-league-w6
Champions Tour 2023: Americas League,FURIA,100 Thieves,2023-05-13 15:00:00,Bo3,FUR ban Lotus; 100T ban Ascent; FUR pick Pearl; 100T pick Fracture; FUR ban Split; 100T ban Bind; Haven remains,Pearl: 13-10; Fracture: 7-13; Haven: 11-13,1:12:14; 48:04; 52:58,"Team 1: 6 / 7, Team 2: 5 / 5; Team 1: 5 / 2, Team 2: 3 / 10; Team 1: 5 / 6, Team 2: 7 / 6",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/183812/furia-vs-100-thieves-champions-tour-2023-americas-league-w7
Champions Tour 2023: Americas League,Evil Geniuses,MIBR,2023-05-13 18:30:00,Bo3,MIBR ban Split; EG ban Haven; MIBR pick Lotus; EG pick Fracture; MIBR ban Pearl; EG ban Bind; Ascent remains,Lotus: 13-2; Fracture: 13-5,42:30; 43:19,"Team 1: 3 / 10, Team 2: 0 / 2; Team 1: 5 / 8, Team 2: 1 / 4",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/183813/evil-geniuses-vs-mibr-champions-tour-2023-americas-league-w7
Champions Tour 2023: Americas League,KRÜ Esports,Sentinels,2023-05-14 15:00:00,Bo3,SEN ban Ascent; KRÜ ban Fracture; SEN pick Lotus; KRÜ pick Bind; SEN ban Haven; KRÜ ban Split; Pearl remains,Lotus: 12-14; Bind: 10-13,1:17:09; 53:29,"Team 1: 6 / 6 / 0, Team 2: 6 / 6 / 2; Team 1: 4 / 6, Team 2: 8 / 5",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/183814/kr-esports-vs-sentinels-champions-tour-2023-americas-league-w7
Champions Tour 2023: Americas League,NRG Esports,LOUD,2023-05-14 17:45:00,Bo3,LOUD ban Bind; NRG ban Ascent; LOUD pick Split; NRG pick Pearl; LOUD ban Fracture; NRG ban Lotus; Haven remains,Split: 13-5; Pearl: 13-9,53:54; 54:37,"Team 1: 9 / 4, Team 2: 3 / 2; Team 1: 7 / 6, Team 2: 3 / 6",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/183815/nrg-esports-vs-loud-champions-tour-2023-americas-league-w7
Champions Tour 2023: Americas League,LEVIATÁN,Cloud9,2023-05-15 15:00:00,Bo3,C9 ban Pearl; LEV ban Fracture; C9 pick Lotus; LEV pick Haven; C9 ban Split; LEV ban Ascent; Bind remains,Lotus: 7-13; Haven: 4-13,57:53; 40:08,"Team 1: 4 / 3, Team 2: 4 / 9; Team 1: 2 / 2, Team 2: 3 / 10",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/183816/leviat-n-vs-cloud9-champions-tour-2023-americas-league-w7
Champions Tour 2023: Americas League,Sentinels,FURIA,2023-05-18 15:00:00,Bo3,SEN ban Ascent; FUR ban Lotus; SEN pick Split; FUR pick Haven; SEN ban Fracture; FUR ban Pearl; Bind remains,Split: 13-7; Haven: 5-13; Bind: 19-17,1:03:53; 43:10; 1:21:26,"Team 1: 9 / 4, Team 2: 3 / 4; Team 1: 1 / 4, Team 2: 5 / 8; Team 1: 6 / 6 / 7, Team 2: 6 / 6 / 5",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/184032/sentinels-vs-furia-champions-tour-2023-americas-league-w8
Champions Tour 2023: Americas League,NRG Esports,Evil Geniuses,2023-05-18 18:45:00,Bo3,NRG ban Fracture; EG ban Haven; NRG pick Bind; EG pick Split; NRG ban Lotus; EG ban Pearl; Ascent remains,Bind: 13-9; Split: 13-7,1:01:05; 55:38,"Team 1: 4 / 9, Team 2: 8 / 1; Team 1: 7 / 6, Team 2: 5 / 2",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/184033/nrg-esports-vs-evil-geniuses-champions-tour-2023-americas-league-w8
Champions Tour 2023: Americas League,Cloud9,KRÜ Esports,2023-05-19 15:00:00,Bo3,C9 ban Pearl; KRÜ ban Fracture; C9 pick Lotus; KRÜ pick Ascent; C9 ban Bind; KRÜ ban Haven; Split remains,Lotus: 15-13; Ascent: 6-13; Split: 13-9,1:16:07; 41:18; 52:02,"Team 1: 9 / 3 / 3, Team 2: 3 / 9 / 1; Team 1: 0 / 6, Team 2: 7 / 6; Team 1: 8 / 5, Team 2: 4 / 5",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/184034/cloud9-vs-kr-esports-champions-tour-2023-americas-league-w8
Champions Tour 2023: Americas League,LEVIATÁN,LOUD,2023-05-19 18:40:00,Bo3,LEV ban Fracture; LOUD ban Pearl; LEV pick Haven; LOUD pick Ascent; LEV ban Bind; LOUD ban Split; Lotus remains,Haven: 7-13; Ascent: 5-13,1:37:16; 36:03,"Team 1: 3 / 4, Team 2: 5 / 8; Team 1: 2 / 3, Team 2: 4 / 9",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/184035/leviat-n-vs-loud-champions-tour-2023-americas-league-w8
Champions Tour 2023: Americas League,MIBR,100 Thieves,2023-05-20 15:00:00,Bo3,100T ban Ascent; MIBR ban Split; 100T pick Fracture; MIBR pick Pearl; 100T ban Bind; MIBR ban Haven; Lotus remains,Fracture: 13-6; Pearl: 12-14; Lotus: 13-7,52:42; 1:02:41; 46:45,"Team 1: 8 / 5, Team 2: 4 / 2; Team 1: 4 / 8 / 0, Team 2: 8 / 4 / 2; Team 1: 6 / 7, Team 2: 2 / 5",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184036/mibr-vs-100-thieves-champions-tour-2023-americas-league-w8
Champions Tour 2023: Americas League,LEVIATÁN,FURIA,2023-05-23 15:55:00,Bo3,FUR ban Lotus; LEV ban Haven; FUR pick Ascent; LEV pick Pearl; FUR ban Fracture; LEV ban Split; Bind remains,Ascent: 5-13; Pearl: 20-18; Bind: 6-13,52:59; 1:27:50; 43:30,"Team 1: 1 / 4, Team 2: 5 / 8; Team 1: 8 / 4 / 8, Team 2: 4 / 8 / 6; Team 1: 1 / 5, Team 2: 6 / 7",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/189050/leviat-n-vs-furia-champions-tour-2023-americas-league-ur1
Champions Tour 2023: Americas League,NRG Esports,Evil Geniuses,2023-05-23 19:45:00,Bo3,NRG ban Fracture; EG ban Bind; NRG pick Haven; EG pick Split; NRG ban Lotus; EG ban Pearl; Ascent remains,Haven: 13-11; Split: 13-15; Ascent: 7-13,1:13:56; 1:07:07; 46:59,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 4 / 8 / 1, Team 2: 8 / 4 / 3; Team 1: 2 / 5, Team 2: 6 / 7",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/189051/nrg-esports-vs-evil-geniuses-champions-tour-2023-americas-league-ur1
Champions Tour 2023: Americas League,LOUD,FURIA,2023-05-24 15:50:00,Bo3,FUR ban Lotus; LOUD ban Pearl; FUR pick Haven; LOUD pick Ascent; FUR ban Fracture; LOUD ban Split; Bind remains,Haven: 13-4; Ascent: 13-5,51:50; 43:18,"Team 1: 9 / 4, Team 2: 3 / 1; Team 1: 9 / 4, Team 2: 3 / 2",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/189052/loud-vs-furia-champions-tour-2023-americas-league-ubsf
Champions Tour 2023: Americas League,Cloud9,Evil Geniuses,2023-05-24 18:10:00,Bo3,EG ban Lotus; C9 ban Split; EG pick Fracture; C9 pick Bind; EG ban Haven; C9 ban Pearl; Ascent remains,Fracture: 5-13; Bind: 2-13,51:55; 32:25,"Team 1: 4 / 1, Team 2: 8 / 5; Team 1: 2 / 0, Team 2: 10 / 3",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/189053/cloud9-vs-evil-geniuses-champions-tour-2023-americas-league-ubsf
Champions Tour 2023: Americas League,FURIA,NRG Esports,2023-05-25 16:00:00,Bo3,NRG ban Ascent; FUR ban Lotus; NRG pick Bind; FUR pick Haven; NRG ban Fracture; FUR ban Pearl; Split remains,Bind: 9-13; Haven: 10-13,1:06:40; 54:52,"Team 1: 2 / 7, Team 2: 10 / 3; Team 1: 3 / 7, Team 2: 8 / 5",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/189057/furia-vs-nrg-esports-champions-tour-2023-americas-league-lr1
Champions Tour 2023: Americas League,Cloud9,LEVIATÁN,2023-05-25 18:30:00,Bo3,LEV ban Fracture; C9 ban Pearl; LEV pick Haven; C9 pick Lotus; LEV ban Split; C9 ban Bind; Ascent remains,Haven: 13-8; Lotus: 10-13; Ascent: 13-4,57:03; 57:19; 41:06,"Team 1: 9 / 4, Team 2: 3 / 5; Team 1: 6 / 4, Team 2: 6 / 7; Team 1: 8 / 5, Team 2: 4 / 0",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/189056/cloud9-vs-leviat-n-champions-tour-2023-americas-league-lr1
Champions Tour 2023: Americas League,LOUD,Evil Geniuses,2023-05-26 16:00:00,Bo3,EG ban Haven; LOUD ban Pearl; EG pick Fracture; LOUD pick Ascent; EG ban Lotus; LOUD ban Split; Bind remains,Fracture: 13-9; Ascent: 11-13; Bind: 13-3,1:01:55; 57:17; 39:53,"Team 1: 7 / 6, Team 2: 5 / 4; Team 1: 7 / 4, Team 2: 5 / 8; Team 1: 10 / 3, Team 2: 2 / 1",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/189054/loud-vs-evil-geniuses-champions-tour-2023-americas-league-ubf
Champions Tour 2023: Americas League,Cloud9,NRG Esports,2023-05-26 19:20:00,Bo3,NRG ban Ascent; C9 ban Bind; NRG pick Pearl; C9 pick Lotus; NRG ban Fracture; C9 ban Split; Haven remains,Pearl: 13-10; Lotus: 9-13; Haven: 12-14,1:03:19; 54:24; 57:07,"Team 1: 5 / 8, Team 2: 7 / 3; Team 1: 4 / 5, Team 2: 6 / 7; Team 1: 6 / 6 / 0, Team 2: 6 / 6 / 2",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/189058/cloud9-vs-nrg-esports-champions-tour-2023-americas-league-lr2
Champions Tour 2023: Americas League,Evil Geniuses,NRG Esports,2023-05-27 16:00:00,Bo5,NRG ban Fracture; EG ban Bind; NRG pick Haven; EG pick Ascent; NRG pick Lotus; EG pick Split; Pearl remains,Haven: 13-11; Ascent: 8-13; Lotus: 10-13; Split: 4-13,1:15:50; 55:07; 58:37; 41:53,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 3 / 5, Team 2: 9 / 4; Team 1: 3 / 7, Team 2: 8 / 5; Team 1: 3 / 1, Team 2: 2 / 11",Team 1: Defense; Team 2: Defense; Team 1: Defense; Team 2: Attack,https://www.vlr.gg/189059/evil-geniuses-vs-nrg-esports-champions-tour-2023-americas-league-lbf
Champions Tour 2023: Americas League,LOUD,NRG Esports,2023-05-28 16:00:00,Bo5,LOUD ban Pearl; LOUD ban Split; LOUD pick Ascent; NRG pick Bind; LOUD pick Fracture; NRG pick Lotus; Haven remains,Ascent: 13-9; Bind: 13-11; Fracture: 13-11,1:02:29; 1:00:51; 56:14,"Team 1: 5 / 8, Team 2: 7 / 2; Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 8 / 5, Team 2: 4 / 7",Team 2: Defense; Team 1: Defense; Team 2: Attack,https://www.vlr.gg/189055/loud-vs-nrg-esports-champions-tour-2023-americas-league-gf
Champions Tour 2023: EMEA League,KOI,Natus Vincere,2023-03-27 12:30:00,Bo3,NAVI ban Haven; KOI ban Pearl; NAVI pick Ascent; KOI pick Lotus; NAVI ban Icebox; KOI ban Fracture; Split remains,Ascent: 13-7; Lotus: 20-18,1:04:25; 1:27:57,"Team 1: 5 / 8, Team 2: 3 / 4; Team 1: 3 / 9 / 8, Team 2: 9 / 3 / 6",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/173215/koi-vs-natus-vincere-champions-tour-2023-emea-league-w1
Champions Tour 2023: EMEA League,FNATIC,Giants Gaming,2023-03-27 15:30:00,Bo3,FNC ban Pearl; GIA ban Fracture; FNC pick Icebox; GIA pick Split; FNC ban Lotus; GIA ban Haven; Ascent remains,Icebox: 13-3; Split: 13-11,1:00:25; 55:06,"Team 1: 3 / 10, Team 2: 1 / 2; Team 1: 7 / 6, Team 2: 5 / 6",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/173214/fnatic-vs-giants-gaming-champions-tour-2023-emea-league-w1
Champions Tour 2023: EMEA League,Team Heretics,FUT Esports,2023-03-28 12:00:00,Bo3,TH ban Fracture; FUT ban Icebox; TH pick Pearl; FUT pick Lotus; TH ban Haven; FUT ban Split; Ascent remains,Pearl: 4-13; Lotus: 9-13,51:48; 51:01,"Team 1: 2 / 2, Team 2: 10 / 3; Team 1: 8 / 1, Team 2: 4 / 9",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/173216/team-heretics-vs-fut-esports-champions-tour-2023-emea-league-w1
Champions Tour 2023: EMEA League,Team Liquid,Team Vitality,2023-03-28 14:30:00,Bo3,VIT ban Pearl; TL ban Icebox; VIT pick Haven; TL pick Fracture; VIT ban Ascent; TL ban Split; Lotus remains,Haven: 6-13; Fracture: 13-2; Lotus: 10-13,1:00:16; 34:46; 55:26,"Team 1: 3 / 3, Team 2: 4 / 9; Team 1: 3 / 10, Team 2: 0 / 2; Team 1: 3 / 7, Team 2: 8 / 5",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/173217/team-liquid-vs-team-vitality-champions-tour-2023-emea-league-w1
Champions Tour 2023: EMEA League,Natus Vincere,Giants Gaming,2023-03-29 12:00:00,Bo3,NAVI ban Haven; GIA ban Fracture; NAVI pick Icebox; GIA pick Split; NAVI ban Lotus; GIA ban Ascent; Pearl remains,Icebox: 15-17; Split: 15-13; Pearl: 13-7,1:35:35; 1:11:30; 51:34,"Team 1: 6 / 6 / 3, Team 2: 6 / 6 / 5; Team 1: 5 / 7 / 3, Team 2: 7 / 5 / 1; Team 1: 6 / 7, Team 2: 2 / 5",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/173218/natus-vincere-vs-giants-gaming-champions-tour-2023-emea-league-w1
Champions Tour 2023: EMEA League,Karmine Corp,BBL Esports,2023-03-29 16:30:00,Bo3,BBL ban Pearl; KC ban Ascent; BBL pick Icebox; KC pick Split; BBL ban Fracture; KC ban Haven; Lotus remains,Icebox: 19-17; Split: 13-11,1:44:51; 1:18:49,"Team 1: 6 / 6 / 7, Team 2: 6 / 6 / 5; Team 1: 9 / 4, Team 2: 3 / 8",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/173219/karmine-corp-vs-bbl-esports-champions-tour-2023-emea-league-w1
Champions Tour 2023: EMEA League,Team Liquid,FUT Esports,2023-03-30 12:00:00,Bo3,FUT ban Fracture; TL ban Pearl; FUT pick Lotus; TL pick Split; FUT ban Haven; TL ban Icebox; Ascent remains,Lotus: 10-13; Split: 13-6; Ascent: 13-6,1:10:35; 43:22; 40:58,"Team 1: 5 / 5, Team 2: 6 / 7; Team 1: 7 / 6, Team 2: 5 / 1; Team 1: 6 / 7, Team 2: 6 / 0",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/173220/team-liquid-vs-fut-esports-champions-tour-2023-emea-league-w1
