Match ID,Event,Year,Date,Match Format,Team 1,Team 2,Team A,Team B,Map Veto,Starting Sides,Veto Status
143,Champions Tour 2023: Americas League,2023,2023-04-01 19:15:00,Bo3,KRÜ Esports,FURIA,KRÜ Esports,FURIA,"[{'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KRÜ Esports', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Defense; Team 1: Defense,Complete
144,Champions Tour 2023: Americas League,2023,2023-04-02 15:00:00,Bo3,LOUD,MIBR,LOUD,MIBR,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Attack; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
145,Champions Tour 2023: Americas League,2023,2023-04-02 18:45:00,Bo3,Evil Geniuses,Cloud9,Evil Geniuses,Cloud9,"[{'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Attack; Team 1: Defense,Complete
146,Champions Tour 2023: Americas League,2023,2023-04-03 15:00:00,Bo3,LEVIATÁN,NRG Esports,LEVIATÁN,NRG Esports,"[{'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Attack; Team 1: Defense,Complete
147,Champions Tour 2023: Americas League,2023,2023-04-08 15:00:00,Bo3,Cloud9,LOUD,Cloud9,LOUD,"[{'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 2: Defense; Team 1: Defense; Team 1: Attack & Team 2: Defense,Complete
148,Champions Tour 2023: Americas League,2023,2023-04-08 18:35:00,Bo3,LEVIATÁN,FURIA,LEVIATÁN,FURIA,"[{'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Attack; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
149,Champions Tour 2023: Americas League,2023,2023-04-09 15:00:00,Bo3,NRG Esports,Sentinels,Sentinels,NRG Esports,"[{'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Sentinels', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Attack,Complete
150,Champions Tour 2023: Americas League,2023,2023-04-09 17:35:00,Bo3,MIBR,KRÜ Esports,KRÜ Esports,MIBR,"[{'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Defense; Team 2: Attack; Team 1: Attack & Team 2: Defense,Complete
151,Champions Tour 2023: Americas League,2023,2023-04-10 15:00:00,Bo3,Evil Geniuses,100 Thieves,Evil Geniuses,100 Thieves,"[{'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Haven'}, {'Team': '100 Thieves', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 2: Attack; Team 1: Defense,Complete
152,Champions Tour 2023: Americas League,2023,2023-04-15 15:00:00,Bo3,Cloud9,100 Thieves,Cloud9,100 Thieves,"[{'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': '100 Thieves', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Attack; Team 1: Defense,Complete
153,Champions Tour 2023: Americas League,2023,2023-04-15 18:00:00,Bo3,NRG Esports,MIBR,NRG Esports,MIBR,"[{'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Defense; Team 1: Attack; Team 1: Defense & Team 2: Attack,Complete
154,Champions Tour 2023: Americas League,2023,2023-04-16 15:00:00,Bo3,LEVIATÁN,Sentinels,Sentinels,LEVIATÁN,"[{'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Sentinels', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Defense; Team 2: Defense; Team 1: Defense & Team 2: Attack,Complete
155,Champions Tour 2023: Americas League,2023,2023-04-16 19:00:00,Bo3,Evil Geniuses,KRÜ Esports,Evil Geniuses,KRÜ Esports,"[{'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'KRÜ Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 2: Attack; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
156,Champions Tour 2023: Americas League,2023,2023-04-17 15:00:00,Bo3,LOUD,FURIA,LOUD,FURIA,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Defense; Team 1: Attack,Complete
157,Champions Tour 2023: Americas League,2023,2023-04-21 15:00:00,Bo3,LOUD,Sentinels,LOUD,Sentinels,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Sentinels', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Attack; Team 1: Attack; Team 1: Defense & Team 2: Attack,Complete
158,Champions Tour 2023: Americas League,2023,2023-04-21 19:00:00,Bo3,LEVIATÁN,MIBR,LEVIATÁN,MIBR,"[{'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Attack; Team 1: Defense,Complete
159,Champions Tour 2023: Americas League,2023,2023-04-22 15:00:00,Bo3,KRÜ Esports,100 Thieves,KRÜ Esports,100 Thieves,"[{'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'KRÜ Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': '100 Thieves', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 2: Attack; Team 1: Defense; Team 1: Attack & Team 2: Defense,Complete
160,Champions Tour 2023: Americas League,2023,2023-04-22 18:20:00,Bo3,Evil Geniuses,FURIA,FURIA,Evil Geniuses,"[{'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Defense; Team 2: Defense; Team 1: Attack & Team 2: Defense,Complete
161,Champions Tour 2023: Americas League,2023,2023-04-23 15:00:00,Bo3,NRG Esports,Cloud9,Cloud9,NRG Esports,"[{'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 1: Attack; Team 2: Attack; Team 1: Attack & Team 2: Defense,Complete
162,Champions Tour 2023: Americas League,2023,2023-04-23 19:05:00,Bo3,MIBR,Sentinels,Sentinels,MIBR,"[{'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Sentinels', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Defense; Team 2: Attack,Complete
163,Champions Tour 2023: Americas League,2023,2023-04-24 15:00:00,Bo3,LEVIATÁN,100 Thieves,100 Thieves,LEVIATÁN,"[{'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': '100 Thieves', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Haven'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Defense; Team 2: Attack; Team 1: Attack & Team 2: Defense,Complete
164,Champions Tour 2023: Americas League,2023,2023-04-24 19:00:00,Bo3,Evil Geniuses,LOUD,LOUD,Evil Geniuses,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Attack; Team 1: Defense & Team 2: Attack,Complete
165,Champions Tour 2023: Americas League,2023,2023-04-25 15:00:00,Bo3,Cloud9,FURIA,FURIA,Cloud9,"[{'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Defense; Team 2: Attack,Complete
166,Champions Tour 2023: Americas League,2023,2023-04-25 17:30:00,Bo3,NRG Esports,KRÜ Esports,NRG Esports,KRÜ Esports,"[{'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'KRÜ Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 2: Defense; Team 1: Defense,Complete
167,Champions Tour 2023: Americas League,2023,2023-04-29 15:00:00,Bo3,NRG Esports,100 Thieves,NRG Esports,100 Thieves,"[{'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Bind'}, {'Team': '100 Thieves', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Attack; Team 1: Attack,Complete
168,Champions Tour 2023: Americas League,2023,2023-04-29 17:20:00,Bo3,MIBR,FURIA,FURIA,MIBR,"[{'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Defense,Complete
169,Champions Tour 2023: Americas League,2023,2023-04-30 15:00:00,Bo3,Cloud9,Sentinels,Sentinels,Cloud9,"[{'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Sentinels', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Defense; Team 2: Attack,Complete
170,Champions Tour 2023: Americas League,2023,2023-04-30 17:25:00,Bo3,LEVIATÁN,Evil Geniuses,Evil Geniuses,LEVIATÁN,"[{'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 1: Defense; Team 2: Attack; Team 1: Attack & Team 2: Defense,Complete
171,Champions Tour 2023: Americas League,2023,2023-05-01 15:00:00,Bo3,LOUD,KRÜ Esports,LOUD,KRÜ Esports,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'KRÜ Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Defense; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
172,Champions Tour 2023: Americas League,2023,2023-05-06 15:00:00,Bo3,Evil Geniuses,Sentinels,Evil Geniuses,Sentinels,"[{'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Sentinels', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Attack; Team 1: Attack,Complete
173,Champions Tour 2023: Americas League,2023,2023-05-06 17:10:00,Bo3,Cloud9,MIBR,Cloud9,MIBR,"[{'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Defense; Team 1: Defense,Complete
174,Champions Tour 2023: Americas League,2023,2023-05-07 15:00:00,Bo3,LOUD,100 Thieves,LOUD,100 Thieves,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': '100 Thieves', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Defense; Team 1: Attack,Complete
175,Champions Tour 2023: Americas League,2023,2023-05-07 17:30:00,Bo3,LEVIATÁN,KRÜ Esports,LEVIATÁN,KRÜ Esports,"[{'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'KRÜ Esports', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 2: Defense; Team 1: Defense,Complete
176,Champions Tour 2023: Americas League,2023,2023-05-08 15:00:00,Bo3,NRG Esports,FURIA,NRG Esports,FURIA,"[{'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 2: Attack; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
177,Champions Tour 2023: Americas League,2023,2023-05-13 15:00:00,Bo3,FURIA,100 Thieves,FURIA,100 Thieves,"[{'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': '100 Thieves', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Attack; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
178,Champions Tour 2023: Americas League,2023,2023-05-13 18:30:00,Bo3,Evil Geniuses,MIBR,MIBR,Evil Geniuses,"[{'Team': 'MIBR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 1: Defense; Team 2: Attack,Complete
179,Champions Tour 2023: Americas League,2023,2023-05-14 15:00:00,Bo3,KRÜ Esports,Sentinels,Sentinels,KRÜ Esports,"[{'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Sentinels', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KRÜ Esports', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Defense,Complete
180,Champions Tour 2023: Americas League,2023,2023-05-14 17:45:00,Bo3,NRG Esports,LOUD,LOUD,NRG Esports,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Attack,Complete
181,Champions Tour 2023: Americas League,2023,2023-05-15 15:00:00,Bo3,LEVIATÁN,Cloud9,Cloud9,LEVIATÁN,"[{'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 1: Defense; Team 2: Attack,Complete
