Match ID,Event,Year,Date,Match Format,Team 1,Team 2,Team A,Team B,Map Veto,Starting Sides,Veto Status
645,Champions Tour 2024: China Stage 2,2024,2024-06-28 07:35:00,Bo3,JDG Esports,Trace Esports,JDG Esports,Trace Esports,"[{'Team': 'JDG Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'JDG Esports', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Trace Esports', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'JDG Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Attack; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
646,Champions Tour 2024: China Stage 2,2024,2024-06-29 05:00:00,Bo3,Titan Esports Club,TYLOO,Titan Esports Club,TYLOO,"[{'Team': 'Titan Esports Club', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Titan Esports Club', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TYLOO', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Titan Esports Club', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",Team 2: Attack; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
647,Champions Tour 2024: China Stage 2,2024,2024-06-29 08:30:00,Bo3,All Gamers,FunPlus Phoenix,All Gamers,FunPlus Phoenix,"[{'Team': 'All Gamers', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'All Gamers', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FunPlus Phoenix', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'All Gamers', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Attack; Team 1: Attack; Team 1: Defense & Team 2: Attack,Complete
648,Champions Tour 2024: China Stage 2,2024,2024-06-30 05:00:00,Bo3,Bilibili Gaming,Dragon Ranger Gaming,Bilibili Gaming,Dragon Ranger Gaming,"[{'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'Bilibili Gaming', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Attack; Team 1: Defense,Complete
649,Champions Tour 2024: China Stage 2,2024,2024-06-30 07:20:00,Bo3,EDward Gaming,Nova Esports,Nova Esports,EDward Gaming,"[{'Team': 'Nova Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Nova Esports', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'EDward Gaming', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Nova Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",Team 1: Defense; Team 2: Defense,Complete
650,Champions Tour 2024: China Stage 2,2024,2024-07-03 07:00:00,Bo3,All Gamers,Trace Esports,All Gamers,Trace Esports,"[{'Team': 'All Gamers', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'All Gamers', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Trace Esports', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'All Gamers', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Attack; Team 1: Attack,Complete
651,Champions Tour 2024: China Stage 2,2024,2024-07-04 07:00:00,Bo3,Titan Esports Club,FunPlus Phoenix,FunPlus Phoenix,Titan Esports Club,"[{'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Titan Esports Club', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FunPlus Phoenix', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Titan Esports Club', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Titan Esports Club', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 1: Attack; Team 2: Attack,Complete
652,Champions Tour 2024: China Stage 2,2024,2024-07-05 05:00:00,Bo3,TYLOO,JDG Esports,JDG Esports,TYLOO,"[{'Team': 'JDG Esports', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'JDG Esports', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'TYLOO', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'JDG Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 1: Attack; Team 2: Defense,Complete
653,Champions Tour 2024: China Stage 2,2024,2024-07-05 07:00:00,Bo3,Dragon Ranger Gaming,Wolves Esports,Wolves Esports,Dragon Ranger Gaming,"[{'Team': 'Wolves Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'Wolves Esports', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Wolves Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Defense; Team 2: Defense,Complete
654,Champions Tour 2024: China Stage 2,2024,2024-07-06 05:00:00,Bo3,Trace Esports,Titan Esports Club,Trace Esports,Titan Esports Club,"[{'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Titan Esports Club', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Trace Esports', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Titan Esports Club', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Titan Esports Club', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Attack; Team 1: Defense; Team 1: Attack & Team 2: Defense,Complete
655,Champions Tour 2024: China Stage 2,2024,2024-07-06 08:20:00,Bo3,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,"[{'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Bilibili Gaming', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'EDward Gaming', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Attack; Team 2: Attack,Complete
656,Champions Tour 2024: China Stage 2,2024,2024-07-07 05:00:00,Bo3,JDG Esports,All Gamers,JDG Esports,All Gamers,"[{'Team': 'JDG Esports', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'All Gamers', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'JDG Esports', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'All Gamers', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'JDG Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'All Gamers', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Defense; Team 1: Defense,Complete
657,Champions Tour 2024: China Stage 2,2024,2024-07-07 07:00:00,Bo3,TYLOO,FunPlus Phoenix,TYLOO,FunPlus Phoenix,"[{'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'TYLOO', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'FunPlus Phoenix', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Attack; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
658,Champions Tour 2024: China Stage 2,2024,2024-07-16 04:00:00,Bo3,Trace Esports,All Gamers,All Gamers,Trace Esports,"[{'Team': 'All Gamers', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'All Gamers', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Trace Esports', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'All Gamers', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Attack,Complete
659,Champions Tour 2024: China Stage 2,2024,2024-07-16 06:25:00,Bo3,JDG Esports,Bilibili Gaming,Bilibili Gaming,JDG Esports,"[{'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'JDG Esports', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'Bilibili Gaming', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'JDG Esports', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'JDG Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Defense; Team 2: Attack,Complete
660,Champions Tour 2024: China Stage 2,2024,2024-07-17 04:00:00,Bo3,FunPlus Phoenix,Trace Esports,Trace Esports,FunPlus Phoenix,"[{'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'Trace Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FunPlus Phoenix', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Attack; Team 2: Attack,Complete
661,Champions Tour 2024: China Stage 2,2024,2024-07-17 06:10:00,Bo3,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,"[{'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Bilibili Gaming', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDward Gaming', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Attack; Team 2: Defense; Team 1: Attack & Team 2: Defense,Complete
662,Champions Tour 2024: China Stage 2,2024,2024-07-18 04:00:00,Bo3,Trace Esports,EDward Gaming,Trace Esports,EDward Gaming,"[{'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Trace Esports', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDward Gaming', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Attack; Team 1: Attack,Complete
663,Champions Tour 2024: China Stage 2,2024,2024-07-18 05:50:00,Bo3,FunPlus Phoenix,Bilibili Gaming,Bilibili Gaming,FunPlus Phoenix,"[{'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'Bilibili Gaming', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FunPlus Phoenix', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'Bilibili Gaming', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Defense; Team 2: Attack; Team 1: Defense & Team 2: Attack,Complete
664,Champions Tour 2024: China Stage 2,2024,2024-07-19 04:00:00,Bo5,Trace Esports,FunPlus Phoenix,FunPlus Phoenix,Trace Esports,"[{'Team': 'FunPlus Phoenix', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'Trace Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FunPlus Phoenix', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Trace Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FunPlus Phoenix', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'Trace Esports', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Defense; Team 1: Attack; Team 2: Defense; Team 1: Attack & Team 2: Defense,Complete
665,Champions Tour 2024: China Stage 2,2024,2024-07-20 04:30:00,Bo5,EDward Gaming,FunPlus Phoenix,EDward Gaming,FunPlus Phoenix,"[{'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'EDward Gaming', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'EDward Gaming', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FunPlus Phoenix', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'EDward Gaming', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'FunPlus Phoenix', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Defense; Team 1: Attack; Team 2: Attack; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
666,Champions Tour 2024: EMEA Stage 2,2024,2024-06-18 14:00:00,Bo3,FUT Esports,KOI,KOI,FUT Esports,"[{'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUT Esports', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FUT Esports', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FUT Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",Team 1: Defense; Team 2: Attack; Team 1: Attack & Team 2: Defense,Complete
667,Champions Tour 2024: EMEA Stage 2,2024,2024-06-19 12:00:00,Bo3,BBL Esports,FNATIC,BBL Esports,FNATIC,"[{'Team': 'BBL Esports', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FNATIC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'BBL Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FNATIC', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'BBL Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FNATIC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Defense; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
668,Champions Tour 2024: EMEA Stage 2,2024,2024-06-19 15:30:00,Bo3,Team Heretics,Natus Vincere,Team Heretics,Natus Vincere,"[{'Team': 'Team Heretics', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'Natus Vincere', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Team Heretics', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'Natus Vincere', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Team Heretics', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Natus Vincere', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Attack; Team 1: Attack,Complete
669,Champions Tour 2024: EMEA Stage 2,2024,2024-06-20 12:00:00,Bo3,GIANTX,Gentle Mates,Gentle Mates,GIANTX,"[{'Team': 'Gentle Mates', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'GIANTX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Gentle Mates', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'GIANTX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'Gentle Mates', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GIANTX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",Team 1: Defense; Team 2: Defense; Team 1: Attack & Team 2: Defense,Complete
670,Champions Tour 2024: EMEA Stage 2,2024,2024-06-20 15:10:00,Bo3,Team Vitality,Team Liquid,Team Liquid,Team Vitality,"[{'Team': 'Team Liquid', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'Team Vitality', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Team Liquid', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Team Vitality', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'Team Liquid', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'Team Vitality', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 1: Attack; Team 2: Defense,Complete
671,Champions Tour 2024: EMEA Stage 2,2024,2024-06-21 12:00:00,Bo3,BBL Esports,Karmine Corp,Karmine Corp,BBL Esports,"[{'Team': 'Karmine Corp', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'BBL Esports', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'Karmine Corp', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BBL Esports', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'Karmine Corp', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'BBL Esports', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 1: Defense; Team 2: Attack,Complete
672,Champions Tour 2024: EMEA Stage 2,2024,2024-06-21 13:50:00,Bo3,Natus Vincere,FUT Esports,Natus Vincere,FUT Esports,"[{'Team': 'Natus Vincere', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'FUT Esports', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'Natus Vincere', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FUT Esports', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Natus Vincere', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FUT Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",Team 2: Defense; Team 1: Attack,Complete
673,Champions Tour 2024: EMEA Stage 2,2024,2024-06-25 14:00:00,Bo3,KOI,GIANTX,GIANTX,KOI,"[{'Team': 'GIANTX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'GIANTX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'GIANTX', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Attack; Team 2: Attack,Complete
674,Champions Tour 2024: EMEA Stage 2,2024,2024-06-26 12:00:00,Bo3,Team Heretics,FUT Esports,Team Heretics,FUT Esports,"[{'Team': 'Team Heretics', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUT Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Team Heretics', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FUT Esports', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Team Heretics', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FUT Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Attack; Team 1: Defense,Complete
675,Champions Tour 2024: EMEA Stage 2,2024,2024-06-26 14:15:00,Bo3,FNATIC,Team Vitality,FNATIC,Team Vitality,"[{'Team': 'FNATIC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'Team Vitality', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FNATIC', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Team Vitality', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'FNATIC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Team Vitality', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Defense; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
676,Champions Tour 2024: EMEA Stage 2,2024,2024-06-27 12:00:00,Bo3,BBL Esports,Team Liquid,Team Liquid,BBL Esports,"[{'Team': 'Team Liquid', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'BBL Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Team Liquid', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BBL Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Team Liquid', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'BBL Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",Team 1: Defense; Team 2: Defense,Complete
677,Champions Tour 2024: EMEA Stage 2,2024,2024-06-27 14:00:00,Bo3,Natus Vincere,GIANTX,GIANTX,Natus Vincere,"[{'Team': 'GIANTX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Natus Vincere', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'GIANTX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Natus Vincere', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'GIANTX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Natus Vincere', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Attack,Complete
678,Champions Tour 2024: EMEA Stage 2,2024,2024-06-28 12:00:00,Bo3,KOI,Gentle Mates,KOI,Gentle Mates,"[{'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Gentle Mates', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'Gentle Mates', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Gentle Mates', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Defense; Team 1: Attack,Complete
679,Champions Tour 2024: EMEA Stage 2,2024,2024-06-28 14:30:00,Bo3,FNATIC,Karmine Corp,FNATIC,Karmine Corp,"[{'Team': 'FNATIC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'Karmine Corp', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FNATIC', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Karmine Corp', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FNATIC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Karmine Corp', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Attack; Team 1: Attack,Complete
680,Champions Tour 2024: EMEA Stage 2,2024,2024-07-03 12:00:00,Bo3,Team Heretics,GIANTX,Team Heretics,GIANTX,"[{'Team': 'Team Heretics', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'GIANTX', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'Team Heretics', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'GIANTX', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Team Heretics', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GIANTX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Attack; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
681,Champions Tour 2024: EMEA Stage 2,2024,2024-07-03 15:25:00,Bo3,FUT Esports,Gentle Mates,FUT Esports,Gentle Mates,"[{'Team': 'FUT Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Gentle Mates', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FUT Esports', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'Gentle Mates', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FUT Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Gentle Mates', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Defense; Team 1: Defense,Complete
