Match_ID,Event,Year,Date,Team 1,Team 2,Match Format,Maps Picked/Banned,Score per Map,Score per Half,Sides Chosen by Non-Picker
392,Champions Tour 2024: China Kickoff,2024,2024-02-23 04:55:00,Dragon Ranger Gaming,All Gamers,Bo3,AG ban Lotus; DRG ban Breeze; AG pick Sunset; DRG pick Ascent; AG ban Bind; DRG ban Split; Icebox remains,Sunset: 13-11; Ascent: 13-4,"Team 1: 8 / 5, Team 2: 4 / 7; Team 1: 4 / 9, Team 2: 1 / 3",Team 1: Defense; Team 2: Attack
393,Champions Tour 2024: China Kickoff,2024,2024-02-23 07:05:00,Bilibili Gaming,Wolves Esports,Bo3,BLG ban Breeze; WOL ban Lotus; BLG pick Ascent; WOL pick Icebox; BLG ban Bind; WOL ban Sunset; Split remains,Ascent: 9-13; Icebox: 7-13,"Team 1: 3 / 6, Team 2: 9 / 4; Team 1: 2 / 5, Team 2: 6 / 7",Team 2: Defense; Team 1: Defense
394,Champions Tour 2024: China Kickoff,2024,2024-02-24 04:00:00,TYLOO,Nova Esports,Bo3,TYL ban Sunset; NOVA ban Breeze; TYL pick Ascent; NOVA pick Split; TYL ban Lotus; NOVA ban Icebox; Bind remains,Ascent: 11-13; Split: 11-13,"Team 1: 6 / 5, Team 2: 6 / 7; Team 1: 6 / 5, Team 2: 6 / 7",Team 2: Attack; Team 1: Defense
395,Champions Tour 2024: China Kickoff,2024,2024-02-24 06:25:00,JDG Esports,All Gamers,Bo3,AG ban Lotus; JDG ban Breeze; AG pick Icebox; JDG pick Sunset; AG ban Ascent; JDG ban Bind; Split remains,Icebox: 13-11; Sunset: 13-8,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 6 / 7, Team 2: 6 / 2",Team 1: Defense; Team 2: Defense
396,Champions Tour 2024: China Kickoff,2024,2024-02-25 02:00:00,Trace Esports,FunPlus Phoenix,Bo3,FPX ban Ascent; TE ban Icebox; FPX pick Sunset; TE pick Bind; FPX ban Split; TE ban Breeze; Lotus remains,Sunset: 11-13; Bind: 13-11; Lotus: 10-13,"Team 1: 7 / 4, Team 2: 5 / 8; Team 1: 8 / 5, Team 2: 4 / 7; Team 1: 5 / 5, Team 2: 6 / 7",Team 1: Attack; Team 2: Defense
397,Champions Tour 2024: China Kickoff,2024,2024-02-25 05:30:00,Titan Esports Club,Dragon Ranger Gaming,Bo3,DRG ban Lotus; TEC ban Ascent; DRG pick Icebox; TEC pick Split; DRG ban Breeze; TEC ban Sunset; Bind remains,Icebox: 11-13; Split: 13-8; Bind: 10-13,"Team 1: 1 / 10, Team 2: 11 / 2; Team 1: 7 / 6, Team 2: 2 / 6; Team 1: 4 / 6, Team 2: 7 / 6",Team 1: Defense; Team 2: Attack
398,Champions Tour 2024: China Kickoff,2024,2024-02-25 09:00:00,Wolves Esports,EDward Gaming,Bo3,EDG ban Icebox; WOL ban Sunset; EDG pick Bind; WOL pick Ascent; EDG ban Lotus; WOL ban Split; Breeze remains,Bind: 10-13; Ascent: 13-10; Breeze: 11-13,"Team 1: 5 / 5, Team 2: 7 / 6; Team 1: 6 / 7, Team 2: 6 / 4; Team 1: 4 / 7, Team 2: 8 / 5",Team 1: Attack; Team 2: Defense
399,Champions Tour 2024: China Kickoff,2024,2024-02-26 02:00:00,Trace Esports,Nova Esports,Bo3,NOVA ban Breeze; TE ban Icebox; NOVA pick Split; TE pick Lotus; NOVA ban Bind; TE ban Ascent; Sunset remains,Split: 13-5; Lotus: 13-4,"Team 1: 6 / 7, Team 2: 0 / 5; Team 1: 5 / 8, Team 2: 0 / 4",Team 1: Defense; Team 2: Attack
400,Champions Tour 2024: China Kickoff,2024,2024-02-26 04:05:00,Titan Esports Club,JDG Esports,Bo3,JDG ban Breeze; TEC ban Sunset; JDG pick Bind; TEC pick Icebox; JDG ban Ascent; TEC ban Split; Lotus remains,Bind: 5-13; Icebox: 14-12; Lotus: 13-10,"Team 1: 1 / 4, Team 2: 5 / 8; Team 1: 7 / 5 / 2, Team 2: 5 / 7 / 0; Team 1: 7 / 6, Team 2: 4 / 6",Team 1: Defense; Team 2: Defense
401,Champions Tour 2024: China Kickoff,2024,2024-02-26 07:40:00,Wolves Esports,Bilibili Gaming,Bo3,BLG ban Breeze; WOL ban Lotus; BLG pick Sunset; WOL pick Icebox; BLG ban Ascent; WOL ban Split; Bind remains,Sunset: 9-13; Icebox: 10-13,"Team 1: 2 / 7, Team 2: 8 / 5; Team 1: 3 / 7, Team 2: 9 / 4",Team 1: Defense; Team 2: Defense
402,Champions Tour 2024: China Kickoff,2024,2024-02-27 02:00:00,Trace Esports,Titan Esports Club,Bo3,TEC ban Sunset; TE ban Icebox; TEC pick Breeze; TE pick Lotus; TEC ban Bind; TE ban Ascent; Split remains,Breeze: 16-18; Lotus: 13-6; Split: 13-8,"Team 1: 7 / 5 / 4, Team 2: 5 / 7 / 6; Team 1: 10 / 3, Team 2: 2 / 4; Team 1: 9 / 4, Team 2: 3 / 5",Team 1: Attack; Team 2: Defense
403,Champions Tour 2024: China Kickoff,2024,2024-02-27 05:35:00,Bilibili Gaming,Titan Esports Club,Bo3,TEC ban Bind; BLG ban Breeze; TEC pick Lotus; BLG pick Ascent; TEC ban Sunset; BLG ban Split; Icebox remains,Lotus: 13-3; Ascent: 13-8,"Team 1: 4 / 9, Team 2: 0 / 3; Team 1: 7 / 6, Team 2: 5 / 3",Team 1: Defense; Team 2: Defense
404,Champions Tour 2024: China Kickoff,2024,2024-02-27 07:35:00,Bilibili Gaming,Trace Esports,Bo3,TE ban Icebox; BLG ban Ascent; TE pick Lotus; BLG pick Sunset; TE ban Breeze; BLG ban Split; Bind remains,Lotus: 13-11; Sunset: 13-15; Bind: 12-14,"Team 1: 4 / 9, Team 2: 8 / 3; Team 1: 6 / 6 / 1, Team 2: 6 / 6 / 3; Team 1: 4 / 8 / 0, Team 2: 8 / 4 / 2",Team 1: Defense; Team 2: Attack
405,Champions Tour 2024: China Kickoff,2024,2024-03-01 04:00:00,FunPlus Phoenix,Dragon Ranger Gaming,Bo3,DRG ban Lotus; FPX ban Bind; DRG pick Ascent; FPX pick Breeze; DRG ban Split; FPX ban Icebox; Sunset remains,Ascent: 13-10; Breeze: 13-6,"Team 1: 5 / 8, Team 2: 6 / 4; Team 1: 4 / 9, Team 2: 3 / 3",Team 1: Defense; Team 2: Attack
406,Champions Tour 2024: China Kickoff,2024,2024-03-01 06:15:00,EDward Gaming,Trace Esports,Bo3,TE ban Icebox; EDG ban Lotus; TE pick Sunset; EDG pick Bind; TE ban Split; EDG ban Ascent; Breeze remains,Sunset: 14-12; Bind: 13-6,"Team 1: 7 / 5 / 2, Team 2: 5 / 7 / 0; Team 1: 8 / 5, Team 2: 4 / 2",Team 1: Attack; Team 2: Defense
407,Champions Tour 2024: China Kickoff,2024,2024-03-02 04:00:00,FunPlus Phoenix,EDward Gaming,Bo5,FPX ban Bind; EDG ban Lotus; FPX pick Breeze; EDG pick Split; FPX pick Icebox; EDG pick Ascent; Sunset remains,Breeze: 12-14; Split: 6-13; Icebox: 13-8; Ascent: 14-16,"Team 1: 5 / 7 / 0, Team 2: 7 / 5 / 2; Team 1: 1 / 5, Team 2: 6 / 7; Team 1: 7 / 6, Team 2: 2 / 6; Team 1: 6 / 6 / 2, Team 2: 6 / 6 / 4",Team 2: Defense; Team 1: Defense; Team 2: Attack; Team 1: Defense
408,Champions Tour 2024: Masters Madrid,2024,2024-03-14 11:00:00,Karmine Corp,FunPlus Phoenix,Bo3,FPX ban Split; KC ban Breeze; FPX pick Icebox; KC pick Lotus; FPX ban Bind; KC ban Ascent; Sunset remains,Icebox: 13-8; Lotus: 13-10,"Team 1: 6 / 7, Team 2: 3 / 5; Team 1: 9 / 4, Team 2: 2 / 8",Team 1: Defense; Team 2: Attack
409,Champions Tour 2024: Masters Madrid,2024,2024-03-14 13:25:00,Gen.G,LOUD,Bo3,LOUD ban Lotus; GEN ban Sunset; LOUD pick Icebox; GEN pick Breeze; LOUD ban Split; GEN ban Bind; Ascent remains,Icebox: 13-11; Breeze: 8-13; Ascent: 13-5,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 5 / 3, Team 2: 4 / 9; Team 1: 9 / 4, Team 2: 3 / 2",Team 1: Attack; Team 2: Attack
410,Champions Tour 2024: Masters Madrid,2024,2024-03-15 11:00:00,EDward Gaming,Paper Rex,Bo3,PRX ban Breeze; EDG ban Lotus; PRX pick Sunset; EDG pick Bind; PRX ban Icebox; EDG ban Ascent; Split remains,Sunset: 8-13; Bind: 13-9; Split: 13-9,"Team 1: 5 / 3, Team 2: 4 / 9; Team 1: 5 / 8, Team 2: 5 / 4; Team 1: 5 / 8, Team 2: 5 / 4",Team 1: Defense; Team 2: Attack
411,Champions Tour 2024: Masters Madrid,2024,2024-03-15 14:15:00,Sentinels,Team Heretics,Bo3,SEN ban Breeze; TH ban Ascent; SEN pick Lotus; TH pick Sunset; SEN ban Icebox; TH ban Split; Bind remains,Lotus: 13-9; Sunset: 5-13; Bind: 13-11,"Team 1: 9 / 4, Team 2: 1 / 8; Team 1: 4 / 1, Team 2: 8 / 5; Team 1: 6 / 7, Team 2: 6 / 5",Team 2: Attack; Team 1: Attack
412,Champions Tour 2024: Masters Madrid,2024,2024-03-16 11:00:00,Sentinels,Karmine Corp,Bo3,SEN ban Icebox; KC ban Sunset; SEN pick Split; KC pick Lotus; SEN ban Ascent; KC ban Breeze; Bind remains,Split: 13-8; Lotus: 13-11,"Team 1: 6 / 7, Team 2: 6 / 2; Team 1: 7 / 6, Team 2: 5 / 6",Team 2: Defense; Team 1: Attack
413,Champions Tour 2024: Masters Madrid,2024,2024-03-16 13:25:00,EDward Gaming,Gen.G,Bo3,GEN ban Bind; EDG ban Lotus; GEN pick Icebox; EDG pick Split; GEN ban Sunset; EDG ban Ascent; Breeze remains,Icebox: 13-8; Split: 5-13; Breeze: 6-13,"Team 1: 8 / 5, Team 2: 4 / 4; Team 1: 0 / 5, Team 2: 6 / 7; Team 1: 5 / 1, Team 2: 2 / 11",Team 1: Attack; Team 2: Attack
414,Champions Tour 2024: Masters Madrid,2024,2024-03-17 11:00:00,FunPlus Phoenix,LOUD,Bo3,LOUD ban Lotus; FPX ban Split; LOUD pick Sunset; FPX pick Breeze; LOUD ban Bind; FPX ban Ascent; Icebox remains,Sunset: 5-13; Breeze: 11-13,"Team 1: 4 / 1, Team 2: 8 / 5; Team 1: 4 / 7, Team 2: 8 / 5",Team 1: Attack; Team 2: Attack
415,Champions Tour 2024: Masters Madrid,2024,2024-03-17 13:20:00,Team Heretics,Paper Rex,Bo3,PRX ban Breeze; TH ban Ascent; PRX pick Sunset; TH pick Lotus; PRX ban Icebox; TH ban Bind; Split remains,Sunset: 10-13; Lotus: 13-10; Split: 7-13,"Team 1: 4 / 6, Team 2: 7 / 6; Team 1: 6 / 7, Team 2: 5 / 5; Team 1: 1 / 6, Team 2: 7 / 6",Team 1: Defense; Team 2: Attack
416,Champions Tour 2024: Masters Madrid,2024,2024-03-18 11:00:00,LOUD,EDward Gaming,Bo3,EDG ban Ascent; LOUD ban Split; EDG pick Icebox; LOUD pick Sunset; EDG ban Lotus; LOUD ban Bind; Breeze remains,Icebox: 13-2; Sunset: 13-3,"Team 1: 11 / 2, Team 2: 1 / 1; Team 1: 4 / 9, Team 2: 0 / 3",Team 1: Attack; Team 2: Attack
417,Champions Tour 2024: Masters Madrid,2024,2024-03-18 12:55:00,Karmine Corp,Paper Rex,Bo3,PRX ban Icebox; KC ban Sunset; PRX pick Bind; KC pick Lotus; PRX ban Split; KC ban Breeze; Ascent remains,Bind: 10-13; Lotus: 13-6; Ascent: 12-14,"Team 1: 6 / 4, Team 2: 5 / 8; Team 1: 5 / 8, Team 2: 2 / 4; Team 1: 5 / 7 / 0, Team 2: 7 / 5 / 2",Team 1: Defense; Team 2: Attack
418,Champions Tour 2024: Masters Madrid,2024,2024-03-21 11:00:00,Gen.G,Paper Rex,Bo3,PRX ban Icebox; GEN ban Sunset; PRX pick Split; GEN pick Lotus; PRX ban Breeze; GEN ban Bind; Ascent remains,Split: 13-8; Lotus: 13-9,"Team 1: 8 / 5, Team 2: 4 / 4; Team 1: 5 / 8, Team 2: 5 / 4",Team 1: Attack; Team 2: Attack
419,Champions Tour 2024: Masters Madrid,2024,2024-03-21 13:10:00,Sentinels,LOUD,Bo3,SEN ban Breeze; LOUD ban Lotus; SEN pick Split; LOUD pick Icebox; SEN ban Ascent; LOUD ban Bind; Sunset remains,Split: 13-4; Icebox: 12-14; Sunset: 14-12,"Team 1: 9 / 4, Team 2: 3 / 1; Team 1: 5 / 7 / 0, Team 2: 7 / 5 / 2; Team 1: 7 / 5 / 2, Team 2: 5 / 7 / 0",Team 2: Defense; Team 1: Attack
420,Champions Tour 2024: Masters Madrid,2024,2024-03-22 11:00:00,Gen.G,Sentinels,Bo3,SEN ban Icebox; GEN ban Sunset; SEN pick Split; GEN pick Lotus; SEN ban Ascent; GEN ban Bind; Breeze remains,Split: 13-5; Lotus: 7-13; Breeze: 13-3,"Team 1: 8 / 5, Team 2: 4 / 1; Team 1: 2 / 5, Team 2: 6 / 7; Team 1: 4 / 9, Team 2: 0 / 3",Team 1: Attack; Team 2: Attack
421,Champions Tour 2024: Masters Madrid,2024,2024-03-22 13:55:00,Paper Rex,LOUD,Bo3,LOUD ban Split; PRX ban Icebox; LOUD pick Ascent; PRX pick Sunset; LOUD ban Lotus; PRX ban Breeze; Bind remains,Ascent: 13-11; Sunset: 13-8,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 6 / 7, Team 2: 3 / 5",Team 1: Attack; Team 2: Attack
422,Champions Tour 2024: Masters Madrid,2024,2024-03-23 11:00:00,Sentinels,Paper Rex,Bo5,SEN ban Breeze; PRX ban Icebox; SEN pick Lotus; PRX pick Ascent; SEN pick Split; PRX pick Sunset; Bind remains,Lotus: 14-12; Ascent: 13-6; Split: 5-13; Sunset: 13-3,"Team 1: 6 / 6 / 2, Team 2: 6 / 6 / 0; Team 1: 7 / 6, Team 2: 0 / 6; Team 1: 4 / 1, Team 2: 8 / 5; Team 1: 4 / 9, Team 2: 0 / 3",Team 2: Attack; Team 1: Defense; Team 2: Defense; Team 1: Defense
423,Champions Tour 2024: Masters Madrid,2024,2024-03-24 12:15:00,Gen.G,Sentinels,Bo5,GEN ban Lotus; GEN ban Sunset; GEN pick Breeze; SEN pick Bind; GEN pick Ascent; SEN pick Split; Icebox remains,Breeze: 13-8; Bind: 12-14; Ascent: 13-8; Split: 10-13; Icebox: 6-13,"Team 1: 7 / 6, Team 2: 5 / 3; Team 1: 6 / 6 / 0, Team 2: 6 / 6 / 2; Team 1: 6 / 7, Team 2: 6 / 2; Team 1: 4 / 6, Team 2: 8 / 5; Team 1: 5 / 1, Team 2: 7 / 6",Team 2: Defense; Team 1: Attack; Team 2: Defense; Team 1: Attack
424,Champions Tour 2024: EMEA Stage 1,2024,2024-04-03 11:00:00,Karmine Corp,GIANTX,Bo3,GX ban Lotus; KC ban Ascent; GX pick Breeze; KC pick Sunset; GX ban Split; KC ban Icebox; Bind remains,Breeze: 13-4; Sunset: 13-9,"Team 1: 4 / 9, Team 2: 1 / 3; Team 1: 6 / 7, Team 2: 6 / 3",Team 1: Defense; Team 2: Defense
425,Champions Tour 2024: EMEA Stage 1,2024,2024-04-03 13:05:00,KOI,Team Liquid,Bo3,KOI ban Lotus; TL ban Breeze; KOI pick Split; TL pick Ascent; KOI ban Bind; TL ban Sunset; Icebox remains,Split: 9-13; Ascent: 7-13,"Team 1: 8 / 1, Team 2: 4 / 9; Team 1: 3 / 4, Team 2: 5 / 8",Team 2: Defense; Team 1: Defense
426,Champions Tour 2024: EMEA Stage 1,2024,2024-04-04 11:00:00,Team Vitality,Natus Vincere,Bo3,NAVI ban Sunset; VIT ban Ascent; NAVI pick Bind; VIT pick Lotus; NAVI ban Breeze; VIT ban Split; Icebox remains,Bind: 9-13; Lotus: 4-13,"Team 1: 4 / 5, Team 2: 6 / 7; Team 1: 1 / 3, Team 2: 4 / 9",Team 1: Defense; Team 2: Attack
427,Champions Tour 2024: EMEA Stage 1,2024,2024-04-04 13:10:00,FNATIC,Team Heretics,Bo3,FNC ban Sunset; TH ban Ascent; FNC pick Icebox; TH pick Lotus; FNC ban Split; TH ban Breeze; Bind remains,Icebox: 4-13; Lotus: 15-17,"Team 1: 1 / 3, Team 2: 4 / 9; Team 1: 7 / 5 / 3, Team 2: 5 / 7 / 5",Team 2: Attack; Team 1: Attack
428,Champions Tour 2024: EMEA Stage 1,2024,2024-04-05 11:00:00,Team Liquid,FUT Esports,Bo3,FUT ban Breeze; TL ban Bind; FUT pick Split; TL pick Icebox; FUT ban Ascent; TL ban Sunset; Lotus remains,Split: 5-13; Icebox: 8-13,"Team 1: 3 / 2, Team 2: 3 / 10; Team 1: 4 / 4, Team 2: 8 / 5",Team 1: Defense; Team 2: Defense
429,Champions Tour 2024: EMEA Stage 1,2024,2024-04-05 13:00:00,BBL Esports,Gentle Mates,Bo3,BBL ban Lotus; M8 ban Bind; BBL pick Ascent; M8 pick Sunset; BBL ban Breeze; M8 ban Split; Icebox remains,Ascent: 7-13; Sunset: 11-13,"Team 1: 3 / 4, Team 2: 5 / 8; Team 1: 5 / 6, Team 2: 7 / 6",Team 2: Attack; Team 1: Defense
430,Champions Tour 2024: EMEA Stage 1,2024,2024-04-10 11:00:00,Karmine Corp,FUT Esports,Bo3,FUT ban Sunset; KC ban Ascent; FUT pick Bind; KC pick Lotus; FUT ban Split; KC ban Icebox; Breeze remains,Bind: 13-11; Lotus: 8-13; Breeze: 7-13,"Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 5 / 3, Team 2: 4 / 9; Team 1: 1 / 6, Team 2: 7 / 6",Team 1: Attack; Team 2: Attack
431,Champions Tour 2024: EMEA Stage 1,2024,2024-04-10 14:10:00,Team Vitality,Team Heretics,Bo3,VIT ban Lotus; TH ban Ascent; VIT pick Breeze; TH pick Sunset; VIT ban Bind; TH ban Split; Icebox remains,Breeze: 13-9; Sunset: 11-13; Icebox: 13-9,"Team 1: 7 / 6, Team 2: 3 / 6; Team 1: 5 / 6, Team 2: 7 / 6; Team 1: 8 / 5, Team 2: 4 / 5",Team 2: Attack; Team 1: Attack
432,Champions Tour 2024: EMEA Stage 1,2024,2024-04-11 11:00:00,Team Liquid,Natus Vincere,Bo3,TL ban Breeze; NAVI ban Sunset; TL pick Lotus; NAVI pick Split; TL ban Bind; NAVI ban Icebox; Ascent remains,Lotus: 13-10; Split: 11-13; Ascent: 5-13,"Team 1: 5 / 8, Team 2: 6 / 4; Team 1: 10 / 1, Team 2: 2 / 11; Team 1: 2 / 3, Team 2: 4 / 9",Team 2: Attack; Team 1: Attack
433,Champions Tour 2024: EMEA Stage 1,2024,2024-04-11 14:20:00,BBL Esports,KOI,Bo3,KOI ban Split; BBL ban Bind; KOI pick Breeze; BBL pick Icebox; KOI ban Lotus; BBL ban Sunset; Ascent remains,Breeze: 13-4; Icebox: 13-3,"Team 1: 4 / 9, Team 2: 1 / 3; Team 1: 4 / 9, Team 2: 0 / 3",Team 1: Defense; Team 2: Attack
434,Champions Tour 2024: EMEA Stage 1,2024,2024-04-12 11:00:00,FNATIC,GIANTX,Bo3,GX ban Lotus; FNC ban Sunset; GX pick Bind; FNC pick Breeze; GX ban Ascent; FNC ban Icebox; Split remains,Bind: 13-5; Breeze: 5-13; Split: 13-7,"Team 1: 7 / 6, Team 2: 5 / 0; Team 1: 4 / 1, Team 2: 8 / 5; Team 1: 9 / 4, Team 2: 3 / 4",Team 1: Attack; Team 2: Defense
435,Champions Tour 2024: EMEA Stage 1,2024,2024-04-12 13:45:00,Karmine Corp,Gentle Mates,Bo3,KC ban Ascent; M8 ban Bind; KC pick Split; M8 pick Icebox; KC ban Breeze; M8 ban Lotus; Sunset remains,Split: 13-6; Icebox: 13-6,"Team 1: 4 / 9, Team 2: 3 / 3; Team 1: 3 / 10, Team 2: 4 / 2",Team 2: Attack; Team 1: Defense
436,Champions Tour 2024: EMEA Stage 1,2024,2024-04-17 11:00:00,Gentle Mates,FNATIC,Bo3,M8 ban Bind; FNC ban Sunset; M8 pick Breeze; FNC pick Lotus; M8 ban Icebox; FNC ban Ascent; Split remains,Breeze: 6-13; Lotus: 4-13,"Team 1: 3 / 3, Team 2: 9 / 4; Team 1: 4 / 0, Team 2: 8 / 5",Team 2: Defense; Team 1: Attack
437,Champions Tour 2024: EMEA Stage 1,2024,2024-04-17 13:00:00,Karmine Corp,Natus Vincere,Bo3,NAVI ban Breeze; KC ban Ascent; NAVI pick Bind; KC pick Sunset; NAVI ban Lotus; KC ban Icebox; Split remains,Bind: 13-7; Sunset: 7-13; Split: 6-13,"Team 1: 8 / 5, Team 2: 4 / 3; Team 1: 2 / 5, Team 2: 6 / 7; Team 1: 3 / 3, Team 2: 9 / 4",Team 1: Attack; Team 2: Attack
438,Champions Tour 2024: EMEA Stage 1,2024,2024-04-18 11:00:00,BBL Esports,Team Heretics,Bo3,BBL ban Lotus; TH ban Ascent; BBL pick Split; TH pick Sunset; BBL ban Bind; TH ban Breeze; Icebox remains,Split: 13-7; Sunset: 13-10,"Team 1: 7 / 6, Team 2: 5 / 2; Team 1: 7 / 6, Team 2: 4 / 6",Team 2: Defense; Team 1: Defense
439,Champions Tour 2024: EMEA Stage 1,2024,2024-04-18 13:15:00,Team Vitality,FUT Esports,Bo3,FUT ban Breeze; VIT ban Bind; FUT pick Ascent; VIT pick Icebox; FUT ban Lotus; VIT ban Split; Sunset remains,Ascent: 7-13; Icebox: 13-9; Sunset: 13-9,"Team 1: 3 / 4, Team 2: 5 / 8; Team 1: 7 / 6, Team 2: 3 / 6; Team 1: 6 / 7, Team 2: 6 / 3",Team 1: Defense; Team 2: Attack
440,Champions Tour 2024: EMEA Stage 1,2024,2024-04-19 11:00:00,Team Liquid,GIANTX,Bo3,GX ban Split; TL ban Breeze; GX pick Lotus; TL pick Icebox; GX ban Sunset; TL ban Bind; Ascent remains,Lotus: 14-16; Icebox: 13-7; Ascent: 13-11,"Team 1: 7 / 5 / 2, Team 2: 5 / 7 / 4; Team 1: 9 / 4, Team 2: 3 / 4; Team 1: 4 / 9, Team 2: 8 / 3",Team 1: Defense; Team 2: Defense
441,Champions Tour 2024: EMEA Stage 1,2024,2024-04-19 14:55:00,FNATIC,KOI,Bo3,FNC ban Sunset; KOI ban Lotus; FNC pick Bind; KOI pick Icebox; FNC ban Split; KOI ban Ascent; Breeze remains,Bind: 13-11; Icebox: 13-4,"Team 1: 10 / 3, Team 2: 2 / 9; Team 1: 8 / 5, Team 2: 4 / 0",Team 2: Attack; Team 1: Attack
442,Champions Tour 2024: EMEA Stage 1,2024,2024-04-24 11:00:00,Team Liquid,Team Heretics,Bo3,TH ban Split; TL ban Breeze; TH pick Sunset; TL pick Bind; TH ban Ascent; TL ban Icebox; Lotus remains,Sunset: 2-13; Bind: 7-13,"Team 1: 0 / 2, Team 2: 3 / 10; Team 1: 5 / 2, Team 2: 7 / 6",Team 1: Defense; Team 2: Defense
443,Champions Tour 2024: EMEA Stage 1,2024,2024-04-24 13:00:00,Team Vitality,Gentle Mates,Bo3,VIT ban Ascent; M8 ban Bind; VIT pick Icebox; M8 pick Sunset; VIT ban Lotus; M8 ban Split; Breeze remains,Icebox: 5-13; Sunset: 5-13,"Team 1: 4 / 1, Team 2: 8 / 5; Team 1: 2 / 3, Team 2: 10 / 3",Team 2: Defense; Team 1: Attack
444,Champions Tour 2024: EMEA Stage 1,2024,2024-04-25 11:00:00,FNATIC,FUT Esports,Bo3,FUT ban Breeze; FNC ban Sunset; FUT pick Split; FNC pick Lotus; FUT ban Icebox; FNC ban Ascent; Bind remains,Split: 7-13; Lotus: 13-15,"Team 1: 5 / 2, Team 2: 7 / 6; Team 1: 6 / 6 / 1, Team 2: 6 / 6 / 3",Team 1: Attack; Team 2: Attack
445,Champions Tour 2024: EMEA Stage 1,2024,2024-04-25 13:30:00,BBL Esports,Natus Vincere,Bo3,NAVI ban Icebox; BBL ban Breeze; NAVI pick Ascent; BBL pick Sunset; NAVI ban Lotus; BBL ban Bind; Split remains,Ascent: 8-13; Sunset: 13-8; Split: 13-9,"Team 1: 3 / 5, Team 2: 6 / 7; Team 1: 5 / 8, Team 2: 4 / 4; Team 1: 6 / 7, Team 2: 6 / 3",Team 1: Defense; Team 2: Attack
446,Champions Tour 2024: EMEA Stage 1,2024,2024-04-26 11:00:00,Team Vitality,GIANTX,Bo3,GX ban Bind; VIT ban Ascent; GX pick Lotus; VIT pick Breeze; GX ban Icebox; VIT ban Split; Sunset remains,Lotus: 14-16; Breeze: 13-7; Sunset: 13-6,"Team 1: 7 / 5 / 2, Team 2: 5 / 7 / 4; Team 1: 9 / 4, Team 2: 3 / 4; Team 1: 7 / 6, Team 2: 5 / 1",Team 1: Attack; Team 2: Defense
447,Champions Tour 2024: EMEA Stage 1,2024,2024-04-26 14:10:00,Karmine Corp,KOI,Bo3,KOI ban Lotus; KC ban Ascent; KOI pick Sunset; KC pick Icebox; KOI ban Split; KC ban Breeze; Bind remains,Sunset: 13-7; Icebox: 7-13; Bind: 15-13,"Team 1: 8 / 5, Team 2: 4 / 3; Team 1: 4 / 3, Team 2: 4 / 9; Team 1: 4 / 8 / 3, Team 2: 8 / 4 / 1",Team 1: Attack; Team 2: Attack
448,Champions Tour 2024: EMEA Stage 1,2024,2024-05-01 11:00:00,BBL Esports,GIANTX,Bo3,GX ban Icebox; BBL ban Lotus; GX pick Bind; BBL pick Sunset; GX ban Ascent; BBL ban Breeze; Split remains,Bind: 6-13; Sunset: 11-13,"Team 1: 1 / 5, Team 2: 6 / 7; Team 1: 5 / 6, Team 2: 7 / 6",Team 1: Defense; Team 2: Attack
449,Champions Tour 2024: EMEA Stage 1,2024,2024-05-01 13:00:00,Karmine Corp,Team Heretics,Bo3,KC ban Sunset; TH ban Split; KC pick Icebox; TH pick Lotus; KC ban Ascent; TH ban Breeze; Bind remains,Icebox: 12-14; Lotus: 13-5; Bind: 9-13,"Team 1: 6 / 6 / 0, Team 2: 6 / 6 / 2; Team 1: 10 / 3, Team 2: 2 / 3; Team 1: 8 / 1, Team 2: 4 / 9",Team 2: Attack; Team 1: Attack
450,Champions Tour 2024: EMEA Stage 1,2024,2024-05-02 11:00:00,Team Vitality,KOI,Bo3,KOI ban Lotus; VIT ban Bind; KOI pick Split; VIT pick Breeze; KOI ban Sunset; VIT ban Ascent; Icebox remains,Split: 5-13; Breeze: 13-7; Icebox: 4-13,"Team 1: 5 / 0, Team 2: 7 / 6; Team 1: 6 / 7, Team 2: 6 / 1; Team 1: 3 / 1, Team 2: 9 / 4",Team 1: Attack; Team 2: Defense
451,Champions Tour 2024: EMEA Stage 1,2024,2024-05-02 13:55:00,Natus Vincere,FNATIC,Bo3,FNC ban Sunset; NAVI ban Icebox; FNC pick Breeze; NAVI pick Ascent; FNC ban Split; NAVI ban Lotus; Bind remains,Breeze: 6-13; Ascent: 13-8; Bind: 13-3,"Team 1: 5 / 1, Team 2: 7 / 6; Team 1: 9 / 4, Team 2: 3 / 5; Team 1: 4 / 9, Team 2: 0 / 3",Team 1: Attack; Team 2: Defense
452,Champions Tour 2024: EMEA Stage 1,2024,2024-05-03 11:00:00,Team Liquid,Gentle Mates,Bo3,TL ban Breeze; M8 ban Bind; TL pick Lotus; M8 pick Icebox; TL ban Split; M8 ban Ascent; Sunset remains,Lotus: 13-4; Icebox: 13-2,"Team 1: 8 / 5, Team 2: 4 / 0; Team 1: 10 / 3, Team 2: 2 / 0",Team 2: Defense; Team 1: Attack
