Match ID,Team 1,Team 2,Team A,Team B,Team 1 Score,Team 2 Score,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 1 Overtime Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Team 2 Overtime Rounds,Map Index,Side Picker,Overtime,Map Winner,Score Difference,Total Rounds Played,Map Picker,Chronology,Side Picker Encoded,Positive Outcome,Map Name_Abyss,Map Name_Ascent,Map Name_Bind,Map Name_Breeze,Map Name_Fracture,Map Name_Haven,Map Name_Icebox,Map Name_Lotus,Map Name_Pearl,Map Name_Split,Map Name_Sunset,Side Picked_Attack,Side Picked_Defense,Patch_1,Patch_2,Patch_3,Patch_4,Patch_5
16,Natus Vincere,KRÜ Esports,KRÜ Esports,Natus Vincere,13,10,10,3,0,9,1,0,2,KRÜ Esports,0,Natus Vincere,3,23,Natus Vincere,16,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
16,Natus Vincere,KRÜ Esports,KRÜ Esports,Natus Vincere,13,5,9,4,0,2,3,0,1,Natus Vincere,0,Natus Vincere,8,18,KRÜ Esports,16,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
17,ZETA DIVISION,LEVIATÁN,LEVIATÁN,ZETA DIVISION,4,13,2,2,0,10,3,0,1,ZETA DIVISION,0,LEVIATÁN,-9,17,LEVIATÁN,17,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
17,ZETA DIVISION,LEVIATÁN,LEVIATÁN,ZETA DIVISION,11,13,6,5,0,7,6,0,2,LEVIATÁN,0,LEVIATÁN,-2,24,ZETA DIVISION,17,1,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
18,Team Vitality,Global Esports,Global Esports,Team Vitality,13,4,9,4,0,1,3,0,1,Team Vitality,0,Team Vitality,9,17,Global Esports,18,0,1,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
18,Team Vitality,Global Esports,Global Esports,Team Vitality,9,13,2,7,0,5,8,0,2,Global Esports,0,Global Esports,-4,22,Team Vitality,18,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
18,Team Vitality,Global Esports,Global Esports,Team Vitality,13,6,8,5,0,2,4,0,3,Global Esports,0,Team Vitality,7,19,,18,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
19,FUT Esports,Rex Regum Qeon,Rex Regum Qeon,FUT Esports,13,3,3,10,0,2,1,0,1,FUT Esports,0,FUT Esports,10,16,Rex Regum Qeon,19,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
19,FUT Esports,Rex Regum Qeon,Rex Regum Qeon,FUT Esports,13,11,8,5,0,7,4,0,2,Rex Regum Qeon,0,FUT Esports,2,24,FUT Esports,19,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
20,100 Thieves,EDward Gaming,100 Thieves,EDward Gaming,13,10,5,8,0,4,6,0,1,EDward Gaming,0,100 Thieves,3,23,100 Thieves,20,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
20,100 Thieves,EDward Gaming,100 Thieves,EDward Gaming,14,12,5,7,2,5,7,0,3,100 Thieves,1,100 Thieves,2,26,,20,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
20,100 Thieves,EDward Gaming,100 Thieves,EDward Gaming,9,13,7,2,0,8,5,0,2,100 Thieves,0,EDward Gaming,-4,22,EDward Gaming,20,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
21,Sentinels,FNATIC,FNATIC,Sentinels,6,13,3,3,0,4,9,0,1,Sentinels,0,FNATIC,-7,19,FNATIC,21,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
21,Sentinels,FNATIC,FNATIC,Sentinels,7,13,6,1,0,7,6,0,2,FNATIC,0,FNATIC,-6,20,Sentinels,21,1,1,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
22,T1,FURIA,T1,FURIA,5,13,5,0,0,6,7,0,2,T1,0,FURIA,-8,18,FURIA,22,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
22,T1,FURIA,T1,FURIA,7,13,1,6,0,6,7,0,1,FURIA,0,FURIA,-6,20,T1,22,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
23,Team Secret,Natus Vincere,Team Secret,Natus Vincere,4,13,3,1,0,4,9,0,2,Team Secret,0,Natus Vincere,-9,17,Natus Vincere,23,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
23,Team Secret,Natus Vincere,Team Secret,Natus Vincere,8,13,6,2,0,7,6,0,1,Natus Vincere,0,Natus Vincere,-5,21,Team Secret,23,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
24,LEVIATÁN,Team Vitality,LEVIATÁN,Team Vitality,16,14,7,5,4,7,5,2,1,Team Vitality,1,LEVIATÁN,2,30,LEVIATÁN,24,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
24,LEVIATÁN,Team Vitality,LEVIATÁN,Team Vitality,13,3,3,10,0,2,1,0,2,LEVIATÁN,0,LEVIATÁN,10,16,Team Vitality,24,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
25,FUT Esports,100 Thieves,FUT Esports,100 Thieves,13,9,8,5,0,7,2,0,1,100 Thieves,0,FUT Esports,4,22,FUT Esports,25,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
25,FUT Esports,100 Thieves,FUT Esports,100 Thieves,11,13,6,5,0,7,6,0,2,FUT Esports,0,100 Thieves,-2,24,100 Thieves,25,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
25,FUT Esports,100 Thieves,FUT Esports,100 Thieves,8,13,4,4,0,5,8,0,3,FUT Esports,0,100 Thieves,-5,21,,25,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
26,FNATIC,FURIA,FNATIC,FURIA,18,16,8,4,6,8,4,4,1,FURIA,1,FNATIC,2,34,FNATIC,26,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
26,FNATIC,FURIA,FNATIC,FURIA,13,9,5,8,0,4,5,0,2,FNATIC,0,FNATIC,4,22,FURIA,26,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
27,Natus Vincere,LEVIATÁN,LEVIATÁN,Natus Vincere,13,10,7,6,0,6,4,0,1,Natus Vincere,0,Natus Vincere,3,23,LEVIATÁN,27,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
27,Natus Vincere,LEVIATÁN,LEVIATÁN,Natus Vincere,13,2,11,2,0,1,1,0,2,LEVIATÁN,0,Natus Vincere,11,15,Natus Vincere,27,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
28,100 Thieves,FNATIC,100 Thieves,FNATIC,1,13,0,1,0,11,2,0,1,FNATIC,0,FNATIC,-12,14,100 Thieves,28,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
28,100 Thieves,FNATIC,100 Thieves,FNATIC,10,13,2,8,0,3,10,0,2,100 Thieves,0,FNATIC,-3,23,FNATIC,28,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
29,LOUD,DRX,LOUD,DRX,13,5,4,9,0,3,2,0,1,DRX,0,LOUD,8,18,LOUD,29,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
29,LOUD,DRX,LOUD,DRX,13,8,9,4,0,5,3,0,2,LOUD,0,LOUD,5,21,DRX,29,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
29,LOUD,DRX,LOUD,DRX,7,13,3,4,0,4,9,0,3,DRX,0,DRX,-6,20,LOUD,29,1,1,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
29,LOUD,DRX,LOUD,DRX,7,13,6,1,0,7,6,0,4,LOUD,0,DRX,-6,20,DRX,29,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
29,LOUD,DRX,LOUD,DRX,13,8,7,6,0,3,5,0,5,DRX,0,LOUD,5,21,,29,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
30,Natus Vincere,FNATIC,FNATIC,Natus Vincere,11,13,5,6,0,6,7,0,1,Natus Vincere,0,FNATIC,-2,24,FNATIC,30,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
30,Natus Vincere,FNATIC,FNATIC,Natus Vincere,4,13,2,2,0,10,3,0,2,FNATIC,0,FNATIC,-9,17,Natus Vincere,30,1,1,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
30,Natus Vincere,FNATIC,FNATIC,Natus Vincere,11,13,5,6,0,6,7,0,3,Natus Vincere,0,FNATIC,-2,24,FNATIC,30,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
31,LOUD,FNATIC,LOUD,FNATIC,8,13,4,4,0,5,8,0,1,FNATIC,0,FNATIC,-5,21,LOUD,31,1,1,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
31,LOUD,FNATIC,LOUD,FNATIC,7,13,1,6,0,6,7,0,2,LOUD,0,FNATIC,-6,20,FNATIC,31,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
31,LOUD,FNATIC,LOUD,FNATIC,13,9,7,6,0,4,5,0,3,FNATIC,0,LOUD,4,22,LOUD,31,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
31,LOUD,FNATIC,LOUD,FNATIC,13,8,7,6,0,3,5,0,4,LOUD,0,LOUD,5,21,FNATIC,31,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
31,LOUD,FNATIC,LOUD,FNATIC,12,14,9,3,0,9,3,2,5,FNATIC,1,FNATIC,-2,26,,31,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
32,ZETA DIVISION,DRX,DRX,ZETA DIVISION,5,13,1,4,0,8,5,0,1,ZETA DIVISION,0,DRX,-8,18,DRX,32,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
32,ZETA DIVISION,DRX,DRX,ZETA DIVISION,5,13,4,1,0,11,2,0,2,DRX,0,DRX,-8,18,ZETA DIVISION,32,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
33,T1,Global Esports,Global Esports,T1,13,8,4,9,0,3,5,0,1,T1,0,T1,5,21,Global Esports,33,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
33,T1,Global Esports,Global Esports,T1,4,13,2,2,0,10,3,0,2,Global Esports,0,Global Esports,-9,17,T1,33,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
33,T1,Global Esports,Global Esports,T1,13,7,5,8,0,4,3,0,3,Global Esports,0,T1,6,20,,33,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
34,Paper Rex,DetonatioN FocusMe,Paper Rex,DetonatioN FocusMe,13,5,4,9,0,3,2,0,1,DetonatioN FocusMe,0,Paper Rex,8,18,Paper Rex,34,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
34,Paper Rex,DetonatioN FocusMe,Paper Rex,DetonatioN FocusMe,13,11,7,6,0,6,5,0,2,Paper Rex,0,Paper Rex,2,24,DetonatioN FocusMe,34,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
35,Team Secret,TALON,TALON,Team Secret,13,5,5,8,0,4,1,0,1,Team Secret,0,Team Secret,8,18,TALON,35,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
35,Team Secret,TALON,TALON,Team Secret,8,13,3,5,0,4,9,0,2,TALON,0,TALON,-5,21,Team Secret,35,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
35,Team Secret,TALON,TALON,Team Secret,13,3,10,3,0,1,2,0,3,TALON,0,Team Secret,10,16,,35,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
36,Rex Regum Qeon,Gen.G,Gen.G,Rex Regum Qeon,9,13,5,4,0,8,5,0,1,Rex Regum Qeon,0,Gen.G,-4,22,Gen.G,36,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
36,Rex Regum Qeon,Gen.G,Gen.G,Rex Regum Qeon,6,13,2,4,0,8,5,0,2,Gen.G,0,Gen.G,-7,19,Rex Regum Qeon,36,1,1,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
87,KOI,Natus Vincere,Natus Vincere,KOI,20,18,3,9,8,3,9,6,2,Natus Vincere,1,KOI,2,38,KOI,37,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
87,KOI,Natus Vincere,Natus Vincere,KOI,13,7,5,8,0,4,3,0,1,KOI,0,KOI,6,20,Natus Vincere,37,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
88,FNATIC,GIANTX,FNATIC,GIANTX,13,11,7,6,0,6,5,0,2,FNATIC,0,FNATIC,2,24,GIANTX,38,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
88,FNATIC,GIANTX,FNATIC,GIANTX,13,3,3,10,0,2,1,0,1,GIANTX,0,FNATIC,10,16,FNATIC,38,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
89,Team Heretics,FUT Esports,Team Heretics,FUT Esports,9,13,8,1,0,9,4,0,2,Team Heretics,0,FUT Esports,-4,22,FUT Esports,39,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
89,Team Heretics,FUT Esports,Team Heretics,FUT Esports,4,13,2,2,0,3,10,0,1,FUT Esports,0,FUT Esports,-9,17,Team Heretics,39,1,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
90,Team Liquid,Team Vitality,Team Vitality,Team Liquid,13,2,3,10,0,2,0,0,2,Team Vitality,0,Team Liquid,11,15,Team Liquid,40,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
90,Team Liquid,Team Vitality,Team Vitality,Team Liquid,10,13,3,7,0,5,8,0,3,Team Vitality,0,Team Vitality,-3,23,,40,1,1,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
90,Team Liquid,Team Vitality,Team Vitality,Team Liquid,6,13,3,3,0,9,4,0,1,Team Liquid,0,Team Vitality,-7,19,Team Vitality,40,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
91,Natus Vincere,GIANTX,Natus Vincere,GIANTX,13,7,6,7,0,5,2,0,3,Natus Vincere,0,Natus Vincere,6,20,,41,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
91,Natus Vincere,GIANTX,Natus Vincere,GIANTX,15,17,6,6,3,6,6,5,1,GIANTX,1,GIANTX,-2,32,Natus Vincere,41,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
91,Natus Vincere,GIANTX,Natus Vincere,GIANTX,15,13,5,7,3,5,7,1,2,Natus Vincere,1,Natus Vincere,2,28,GIANTX,41,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
92,Karmine Corp,BBL Esports,BBL Esports,Karmine Corp,13,11,9,4,0,8,3,0,2,BBL Esports,0,Karmine Corp,2,24,Karmine Corp,42,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
92,Karmine Corp,BBL Esports,BBL Esports,Karmine Corp,19,17,6,6,7,6,6,5,1,Karmine Corp,1,Karmine Corp,2,36,BBL Esports,42,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
93,Team Liquid,FUT Esports,FUT Esports,Team Liquid,13,6,7,6,0,1,5,0,2,FUT Esports,0,Team Liquid,7,19,Team Liquid,43,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
93,Team Liquid,FUT Esports,FUT Esports,Team Liquid,13,6,6,7,0,0,6,0,3,FUT Esports,0,Team Liquid,7,19,,43,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
93,Team Liquid,FUT Esports,FUT Esports,Team Liquid,10,13,5,5,0,7,6,0,1,Team Liquid,0,FUT Esports,-3,23,FUT Esports,43,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
94,KOI,Team Vitality,Team Vitality,KOI,9,13,7,2,0,8,5,0,1,KOI,0,Team Vitality,-4,22,Team Vitality,44,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
94,KOI,Team Vitality,Team Vitality,KOI,13,15,4,8,1,4,8,3,2,Team Vitality,1,Team Vitality,-2,28,KOI,44,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
95,FNATIC,BBL Esports,BBL Esports,FNATIC,6,13,3,3,0,9,4,0,1,FNATIC,0,BBL Esports,-7,19,BBL Esports,45,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
95,FNATIC,BBL Esports,BBL Esports,FNATIC,13,9,5,8,0,4,5,0,2,BBL Esports,0,FNATIC,4,22,FNATIC,45,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
95,FNATIC,BBL Esports,BBL Esports,FNATIC,13,11,6,7,0,5,6,0,3,BBL Esports,0,FNATIC,2,24,,45,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
96,Team Heretics,Karmine Corp,Team Heretics,Karmine Corp,13,5,9,4,0,2,3,0,1,Karmine Corp,0,Team Heretics,8,18,Team Heretics,46,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
96,Team Heretics,Karmine Corp,Team Heretics,Karmine Corp,13,2,3,10,0,2,0,0,2,Team Heretics,0,Team Heretics,11,15,Karmine Corp,46,0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
