Match ID,Team X,Team Y,Team A,Team B,Map Name,Team X Score,Team Y Score,Team X Attack Rounds,Team X Defense Rounds,Team X Overtime Rounds,Team Y Attack Rounds,Team Y Defense Rounds,Team Y Overtime Rounds,Map Index,Side Picker,Side Picked,Overtime,Map Winner,Score Difference,Total Rounds Played,Map Picker,Team X Halftime Score,Team Y Halftime Score,Halftime Lead
227,Night Wings Gaming,Shenzhen NTER,Night Wings Gaming,Shenzhen NTER,Split,8,13,5,3,0,6,7,0,1,Shenzhen NTER,Defense,0,Shenzhen NTER,-5,21,Night Wings Gaming,5,7,-2
227,Shenzhen NTER,Night Wings Gaming,Night Wings Gaming,Shenzhen NTER,Haven,9,13,5,4,0,8,5,0,2,Night Wings Gaming,Attack,0,Night Wings Gaming,-4,22,Shenzhen NTER,4,8,-4
227,Shenzhen NTER,Night Wings Gaming,Night Wings Gaming,Shenzhen NTER,Ascent,15,13,6,6,3,6,6,1,3,Night Wings Gaming,Defense,1,Shenzhen NTER,2,28,,6,6,0
228,Four Angry Men,Gank Gaming,Four Angry Men,Gank Gaming,Bind,11,13,4,7,0,5,8,0,1,Gank Gaming,Attack,0,Gank Gaming,-2,24,Four Angry Men,7,5,2
228,Gank Gaming,Four Angry Men,Four Angry Men,Gank Gaming,Haven,1,13,0,1,0,11,2,0,2,Four Angry Men,Attack,0,Four Angry Men,-12,14,Gank Gaming,1,11,-10
228,Gank Gaming,Four Angry Men,Four Angry Men,Gank Gaming,Ascent,16,18,8,4,4,8,4,6,3,Four Angry Men,Attack,1,Four Angry Men,-2,34,,4,8,-4
229,Douyu Gaming,Dragon Ranger Gaming,Douyu Gaming,Dragon Ranger Gaming,Haven,11,13,6,5,0,7,6,0,1,Dragon Ranger Gaming,Attack,0,Dragon Ranger Gaming,-2,24,Douyu Gaming,5,7,-2
229,Dragon Ranger Gaming,Douyu Gaming,Douyu Gaming,Dragon Ranger Gaming,Lotus,13,5,9,4,0,2,3,0,2,Douyu Gaming,Defense,0,Dragon Ranger Gaming,8,18,Dragon Ranger Gaming,9,3,6
230,Four Angry Men,Trace Esports,Four Angry Men,Trace Esports,Haven,9,13,7,2,0,10,3,0,1,Trace Esports,Attack,0,Trace Esports,-4,22,Four Angry Men,2,10,-8
230,Trace Esports,Four Angry Men,Four Angry Men,Trace Esports,Lotus,18,16,6,6,6,6,6,4,2,Four Angry Men,Defense,1,Trace Esports,2,34,Trace Esports,6,6,0
231,Royal Never Give Up,Monarch Effect,Royal Never Give Up,Monarch Effect,Bind,11,13,4,7,0,5,8,0,1,Monarch Effect,Defense,0,Monarch Effect,-2,24,Royal Never Give Up,4,8,-4
231,Monarch Effect,Royal Never Give Up,Royal Never Give Up,Monarch Effect,Haven,6,13,4,2,0,10,3,0,2,Royal Never Give Up,Attack,0,Royal Never Give Up,-7,19,Monarch Effect,2,10,-8
231,Monarch Effect,Royal Never Give Up,Royal Never Give Up,Monarch Effect,Split,13,2,3,10,0,2,0,0,3,Royal Never Give Up,Attack,0,Monarch Effect,11,15,,10,2,8
232,TYLOO,Shenzhen NTER,TYLOO,Shenzhen NTER,Pearl,13,4,4,9,0,3,1,0,1,Shenzhen NTER,Attack,0,TYLOO,9,17,TYLOO,9,3,6
232,Shenzhen NTER,TYLOO,TYLOO,Shenzhen NTER,Lotus,9,13,1,8,0,4,9,0,2,TYLOO,Attack,0,TYLOO,-4,22,Shenzhen NTER,8,4,4
233,Weibo Gaming,Dragon Ranger Gaming,Weibo Gaming,Dragon Ranger Gaming,Haven,10,13,4,6,0,6,7,0,1,Dragon Ranger Gaming,Attack,0,Dragon Ranger Gaming,-3,23,Weibo Gaming,6,6,0
233,Dragon Ranger Gaming,Weibo Gaming,Weibo Gaming,Dragon Ranger Gaming,Bind,9,13,6,3,0,7,6,0,2,Weibo Gaming,Defense,0,Weibo Gaming,-4,22,Dragon Ranger Gaming,6,6,0
233,Dragon Ranger Gaming,Weibo Gaming,Weibo Gaming,Dragon Ranger Gaming,Split,5,13,4,1,0,5,8,0,3,Weibo Gaming,Defense,0,Weibo Gaming,-8,18,,4,8,-4
234,Attacking Soul Esports,Trace Esports,Attacking Soul Esports,Trace Esports,Lotus,13,10,7,6,0,6,4,0,1,Trace Esports,Attack,0,Attacking Soul Esports,3,23,Attacking Soul Esports,6,6,0
234,Trace Esports,Attacking Soul Esports,Attacking Soul Esports,Trace Esports,Split,13,5,8,5,0,1,4,0,2,Attacking Soul Esports,Defense,0,Trace Esports,8,18,Trace Esports,8,4,4
234,Trace Esports,Attacking Soul Esports,Attacking Soul Esports,Trace Esports,Bind,13,11,10,3,0,9,2,0,3,Attacking Soul Esports,Defense,0,Trace Esports,2,24,,10,2,8
235,Bilibili Gaming,Monarch Effect,Bilibili Gaming,Monarch Effect,Lotus,13,10,10,3,0,9,1,0,1,Monarch Effect,Attack,0,Bilibili Gaming,3,23,Bilibili Gaming,3,9,-6
235,Monarch Effect,Bilibili Gaming,Bilibili Gaming,Monarch Effect,Haven,7,13,3,4,0,4,9,0,2,Bilibili Gaming,Defense,0,Bilibili Gaming,-6,20,Monarch Effect,3,9,-6
236,FunPlus Phoenix,TYLOO,FunPlus Phoenix,TYLOO,Fracture,9,13,4,5,0,7,6,0,1,TYLOO,Attack,0,TYLOO,-4,22,FunPlus Phoenix,5,7,-2
236,TYLOO,FunPlus Phoenix,FunPlus Phoenix,TYLOO,Bind,13,10,8,5,0,6,4,0,2,FunPlus Phoenix,Defense,0,TYLOO,3,23,TYLOO,8,4,4
237,Weibo Gaming,EDward Gaming,Weibo Gaming,EDward Gaming,Fracture,6,13,2,4,0,8,5,0,1,EDward Gaming,Attack,0,EDward Gaming,-7,19,Weibo Gaming,4,8,-4
237,EDward Gaming,Weibo Gaming,Weibo Gaming,EDward Gaming,Bind,13,7,9,4,0,4,3,0,2,Weibo Gaming,Defense,0,EDward Gaming,6,20,EDward Gaming,9,3,6
238,Attacking Soul Esports,Monarch Effect,Attacking Soul Esports,Monarch Effect,Fracture,13,5,8,5,0,1,4,0,1,Monarch Effect,Defense,0,Attacking Soul Esports,8,18,Attacking Soul Esports,8,4,4
238,Monarch Effect,Attacking Soul Esports,Attacking Soul Esports,Monarch Effect,Split,5,13,3,2,0,4,9,0,2,Attacking Soul Esports,Defense,0,Attacking Soul Esports,-8,18,Monarch Effect,3,9,-6
239,FunPlus Phoenix,Weibo Gaming,FunPlus Phoenix,Weibo Gaming,Lotus,13,5,4,9,0,3,2,0,1,Weibo Gaming,Attack,0,FunPlus Phoenix,8,18,FunPlus Phoenix,9,3,6
239,Weibo Gaming,FunPlus Phoenix,FunPlus Phoenix,Weibo Gaming,Ascent,9,13,7,2,0,8,5,0,2,FunPlus Phoenix,Defense,0,FunPlus Phoenix,-4,22,Weibo Gaming,7,5,2
240,Bilibili Gaming,Trace Esports,Bilibili Gaming,Trace Esports,Haven,13,10,7,6,0,6,4,0,1,Trace Esports,Attack,0,Bilibili Gaming,3,23,Bilibili Gaming,6,6,0
240,Trace Esports,Bilibili Gaming,Bilibili Gaming,Trace Esports,Lotus,5,13,1,4,0,2,11,0,2,Bilibili Gaming,Defense,0,Bilibili Gaming,-8,18,Trace Esports,1,11,-10
240,Bilibili Gaming,Trace Esports,Bilibili Gaming,Trace Esports,Split,13,2,10,3,0,0,2,0,3,Trace Esports,Defense,0,Bilibili Gaming,11,15,Bilibili Gaming,10,2,8
241,TYLOO,EDward Gaming,TYLOO,EDward Gaming,Split,6,13,4,2,0,5,8,0,1,EDward Gaming,Defense,0,EDward Gaming,-7,19,TYLOO,4,8,-4
241,EDward Gaming,TYLOO,TYLOO,EDward Gaming,Haven,13,2,3,10,0,2,0,0,2,TYLOO,Attack,0,EDward Gaming,11,15,EDward Gaming,10,2,8
241,TYLOO,EDward Gaming,TYLOO,EDward Gaming,Bind,2,13,0,2,0,10,3,0,3,EDward Gaming,Attack,0,EDward Gaming,-11,15,TYLOO,2,10,-8
242,FunPlus Phoenix,Trace Esports,FunPlus Phoenix,Trace Esports,Lotus,13,9,6,7,0,5,4,0,1,Trace Esports,Attack,0,FunPlus Phoenix,4,22,FunPlus Phoenix,7,5,2
242,Trace Esports,FunPlus Phoenix,FunPlus Phoenix,Trace Esports,Split,13,6,8,5,0,2,4,0,2,FunPlus Phoenix,Defense,0,Trace Esports,7,19,Trace Esports,8,4,4
242,Trace Esports,FunPlus Phoenix,FunPlus Phoenix,Trace Esports,Ascent,8,13,3,5,0,7,6,0,3,FunPlus Phoenix,Attack,0,FunPlus Phoenix,-5,21,,5,7,-2
243,TYLOO,Attacking Soul Esports,TYLOO,Attacking Soul Esports,Split,3,13,2,1,0,3,10,0,1,Attacking Soul Esports,Defense,0,Attacking Soul Esports,-10,16,TYLOO,2,10,-8
243,Attacking Soul Esports,TYLOO,TYLOO,Attacking Soul Esports,Fracture,10,13,5,5,0,7,6,0,2,TYLOO,Attack,0,TYLOO,-3,23,Attacking Soul Esports,5,7,-2
243,Attacking Soul Esports,TYLOO,TYLOO,Attacking Soul Esports,Ascent,12,14,5,7,0,5,7,2,3,TYLOO,Defense,1,TYLOO,-2,26,,5,7,-2
244,Bilibili Gaming,EDward Gaming,Bilibili Gaming,EDward Gaming,Pearl,3,13,0,3,0,9,4,0,1,EDward Gaming,Attack,0,EDward Gaming,-10,16,Bilibili Gaming,3,9,-6
244,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,Bind,13,10,6,7,0,4,6,0,2,Bilibili Gaming,Defense,0,EDward Gaming,3,23,EDward Gaming,6,6,0
244,Bilibili Gaming,EDward Gaming,Bilibili Gaming,EDward Gaming,Split,4,13,4,0,0,5,8,0,3,EDward Gaming,Defense,0,EDward Gaming,-9,17,Bilibili Gaming,4,8,-4
245,FunPlus Phoenix,TYLOO,FunPlus Phoenix,TYLOO,Pearl,13,8,8,5,0,4,4,0,1,TYLOO,Defense,0,FunPlus Phoenix,5,21,FunPlus Phoenix,8,4,4
245,TYLOO,FunPlus Phoenix,FunPlus Phoenix,TYLOO,Bind,13,7,5,8,0,4,3,0,2,FunPlus Phoenix,Attack,0,TYLOO,6,20,TYLOO,8,4,4
245,FunPlus Phoenix,TYLOO,FunPlus Phoenix,TYLOO,Ascent,13,11,8,5,0,7,4,0,3,TYLOO,Defense,0,FunPlus Phoenix,2,24,FunPlus Phoenix,8,4,4
245,TYLOO,FunPlus Phoenix,FunPlus Phoenix,TYLOO,Fracture,10,13,4,6,0,6,7,0,4,FunPlus Phoenix,Attack,0,FunPlus Phoenix,-3,23,TYLOO,6,6,0
246,FunPlus Phoenix,Bilibili Gaming,FunPlus Phoenix,Bilibili Gaming,Lotus,13,11,8,5,0,7,4,0,1,Bilibili Gaming,Defense,0,FunPlus Phoenix,2,24,FunPlus Phoenix,8,4,4
246,Bilibili Gaming,FunPlus Phoenix,FunPlus Phoenix,Bilibili Gaming,Bind,13,9,5,8,0,4,5,0,2,FunPlus Phoenix,Attack,0,Bilibili Gaming,4,22,Bilibili Gaming,8,4,4
246,FunPlus Phoenix,Bilibili Gaming,FunPlus Phoenix,Bilibili Gaming,Pearl,13,9,8,5,0,5,4,0,3,Bilibili Gaming,Defense,0,FunPlus Phoenix,4,22,FunPlus Phoenix,8,4,4
246,Bilibili Gaming,FunPlus Phoenix,FunPlus Phoenix,Bilibili Gaming,Split,13,6,4,9,0,3,3,0,4,FunPlus Phoenix,Attack,0,Bilibili Gaming,7,19,Bilibili Gaming,9,3,6
246,FunPlus Phoenix,Bilibili Gaming,FunPlus Phoenix,Bilibili Gaming,Ascent,5,13,2,3,0,3,10,0,5,Bilibili Gaming,Defense,0,Bilibili Gaming,-8,18,,2,10,-8
247,Bilibili Gaming,EDward Gaming,Bilibili Gaming,EDward Gaming,Split,6,13,3,3,0,4,9,0,1,EDward Gaming,Defense,0,EDward Gaming,-7,19,Bilibili Gaming,3,9,-6
247,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,Fracture,13,4,5,8,0,4,0,0,2,Bilibili Gaming,Attack,0,EDward Gaming,9,17,EDward Gaming,8,4,4
247,Bilibili Gaming,EDward Gaming,Bilibili Gaming,EDward Gaming,Bind,14,12,8,4,2,8,4,0,3,EDward Gaming,Attack,1,Bilibili Gaming,2,26,Bilibili Gaming,4,8,-4
247,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,Haven,14,12,4,8,2,4,8,0,4,Bilibili Gaming,Defense,1,EDward Gaming,2,26,EDward Gaming,4,8,-4
248,Evil Geniuses,FUT Esports,Evil Geniuses,FUT Esports,Split,13,5,7,6,0,0,5,0,1,FUT Esports,Defense,0,Evil Geniuses,8,18,Evil Geniuses,7,5,2
248,FUT Esports,Evil Geniuses,Evil Geniuses,FUT Esports,Lotus,12,14,6,6,0,6,6,2,2,Evil Geniuses,Defense,1,Evil Geniuses,-2,26,FUT Esports,6,6,0
249,Attacking Soul Esports,DRX,Attacking Soul Esports,DRX,Fracture,10,13,5,5,0,7,6,0,1,DRX,Attack,0,DRX,-3,23,Attacking Soul Esports,5,7,-2
249,DRX,Attacking Soul Esports,Attacking Soul Esports,DRX,Pearl,13,7,8,5,0,3,4,0,2,Attacking Soul Esports,Defense,0,DRX,6,20,DRX,8,4,4
250,T1,EDward Gaming,T1,EDward Gaming,Fracture,13,10,7,6,0,6,4,0,1,EDward Gaming,Attack,0,T1,3,23,T1,6,6,0
250,EDward Gaming,T1,T1,EDward Gaming,Haven,13,7,6,7,0,1,6,0,2,T1,Defense,0,EDward Gaming,6,20,EDward Gaming,6,6,0
250,EDward Gaming,T1,T1,EDward Gaming,Pearl,12,14,6,6,0,6,6,2,3,T1,Defense,1,T1,-2,26,,6,6,0
251,Natus Vincere,NRG Esports,Natus Vincere,NRG Esports,Ascent,8,13,6,2,0,7,6,0,1,NRG Esports,Defense,0,NRG Esports,-5,21,Natus Vincere,6,6,0
251,NRG Esports,Natus Vincere,Natus Vincere,NRG Esports,Lotus,12,14,8,4,0,8,4,2,2,Natus Vincere,Defense,1,Natus Vincere,-2,26,NRG Esports,8,4,4
251,NRG Esports,Natus Vincere,Natus Vincere,NRG Esports,Split,13,6,10,3,0,4,2,0,3,Natus Vincere,Defense,0,NRG Esports,7,19,,10,2,8
252,Evil Geniuses,DRX,Evil Geniuses,DRX,Fracture,13,5,5,8,0,4,1,0,1,DRX,Attack,0,Evil Geniuses,8,18,Evil Geniuses,8,4,4
252,DRX,Evil Geniuses,Evil Geniuses,DRX,Ascent,9,13,5,4,0,6,7,0,2,Evil Geniuses,Defense,0,Evil Geniuses,-4,22,DRX,5,7,-2
253,T1,NRG Esports,T1,NRG Esports,Lotus,13,11,7,6,0,6,5,0,1,NRG Esports,Attack,0,T1,2,24,T1,6,6,0
253,NRG Esports,T1,T1,NRG Esports,Bind,13,7,6,7,0,1,6,0,2,T1,Defense,0,NRG Esports,6,20,NRG Esports,6,6,0
253,NRG Esports,T1,T1,NRG Esports,Pearl,13,11,7,6,0,6,5,0,3,T1,Defense,0,NRG Esports,2,24,,7,5,2
254,FUT Esports,Attacking Soul Esports,FUT Esports,Attacking Soul Esports,Haven,8,13,3,5,0,4,9,0,1,Attacking Soul Esports,Defense,0,Attacking Soul Esports,-5,21,FUT Esports,3,9,-6
254,Attacking Soul Esports,FUT Esports,FUT Esports,Attacking Soul Esports,Ascent,5,13,5,0,0,6,7,0,2,FUT Esports,Defense,0,FUT Esports,-8,18,Attacking Soul Esports,5,7,-2
254,Attacking Soul Esports,FUT Esports,FUT Esports,Attacking Soul Esports,Lotus,6,13,2,4,0,8,5,0,3,FUT Esports,Attack,0,FUT Esports,-7,19,,4,8,-4
255,Natus Vincere,EDward Gaming,Natus Vincere,EDward Gaming,Pearl,15,17,7,5,3,7,5,5,1,EDward Gaming,Attack,1,EDward Gaming,-2,32,Natus Vincere,5,7,-2
255,EDward Gaming,Natus Vincere,Natus Vincere,EDward Gaming,Bind,14,12,6,6,2,6,6,0,2,Natus Vincere,Defense,1,EDward Gaming,2,26,EDward Gaming,6,6,0
256,FUT Esports,DRX,FUT Esports,DRX,Bind,13,9,4,9,0,3,6,0,1,DRX,Attack,0,FUT Esports,4,22,FUT Esports,9,3,6
256,DRX,FUT Esports,FUT Esports,DRX,Fracture,13,8,7,6,0,6,2,0,2,FUT Esports,Attack,0,DRX,5,21,DRX,6,6,0
256,DRX,FUT Esports,FUT Esports,DRX,Haven,13,4,2,11,0,1,3,0,3,FUT Esports,Attack,0,DRX,9,17,,11,1,10
257,T1,EDward Gaming,T1,EDward Gaming,Fracture,4,13,0,4,0,8,5,0,1,EDward Gaming,Attack,0,EDward Gaming,-9,17,T1,4,8,-4
257,EDward Gaming,T1,T1,EDward Gaming,Haven,13,6,10,3,0,4,2,0,2,T1,Defense,0,EDward Gaming,7,19,EDward Gaming,10,2,8
258,Evil Geniuses,LOUD,Evil Geniuses,LOUD,Fracture,13,7,9,4,0,4,3,0,1,LOUD,Defense,0,Evil Geniuses,6,20,Evil Geniuses,9,3,6
258,LOUD,Evil Geniuses,Evil Geniuses,LOUD,Ascent,5,13,5,0,0,6,7,0,2,Evil Geniuses,Defense,0,Evil Geniuses,-8,18,LOUD,5,7,-2
259,EDward Gaming,Team Liquid,EDward Gaming,Team Liquid,Haven,9,13,6,3,0,7,6,0,1,Team Liquid,Defense,0,Team Liquid,-4,22,EDward Gaming,6,6,0
259,Team Liquid,EDward Gaming,EDward Gaming,Team Liquid,Split,8,13,2,6,0,6,7,0,2,EDward Gaming,Attack,0,EDward Gaming,-5,21,Team Liquid,6,6,0
259,Team Liquid,EDward Gaming,EDward Gaming,Team Liquid,Lotus,13,11,8,5,0,7,4,0,3,EDward Gaming,Attack,0,Team Liquid,2,24,,5,7,-2
260,FNATIC,NRG Esports,FNATIC,NRG Esports,Fracture,13,9,7,6,0,6,3,0,1,NRG Esports,Attack,0,FNATIC,4,22,FNATIC,6,6,0
260,NRG Esports,FNATIC,FNATIC,NRG Esports,Bind,4,13,2,2,0,10,3,0,2,FNATIC,Attack,0,FNATIC,-9,17,NRG Esports,2,10,-8
261,DRX,Paper Rex,DRX,Paper Rex,Split,10,13,7,3,0,9,4,0,1,Paper Rex,Attack,0,Paper Rex,-3,23,DRX,3,9,-6
261,Paper Rex,DRX,DRX,Paper Rex,Bind,13,10,5,8,0,4,6,0,2,DRX,Attack,0,Paper Rex,3,23,Paper Rex,8,4,4
262,LOUD,EDward Gaming,LOUD,EDward Gaming,Lotus,6,13,2,4,0,8,5,0,1,EDward Gaming,Attack,0,EDward Gaming,-7,19,LOUD,4,8,-4
262,EDward Gaming,LOUD,LOUD,EDward Gaming,Fracture,13,10,8,5,0,7,3,0,2,LOUD,Attack,0,EDward Gaming,3,23,EDward Gaming,5,7,-2
263,DRX,NRG Esports,DRX,NRG Esports,Pearl,11,13,3,8,0,4,9,0,1,NRG Esports,Attack,0,NRG Esports,-2,24,DRX,8,4,4
263,NRG Esports,DRX,DRX,NRG Esports,Haven,13,5,5,8,0,4,1,0,2,DRX,Attack,0,NRG Esports,8,18,NRG Esports,8,4,4
264,Evil Geniuses,Team Liquid,Evil Geniuses,Team Liquid,Fracture,13,2,11,2,0,1,1,0,1,Team Liquid,Defense,0,Evil Geniuses,11,15,Evil Geniuses,11,1,10
264,Team Liquid,Evil Geniuses,Evil Geniuses,Team Liquid,Haven,9,13,5,4,0,6,7,0,2,Evil Geniuses,Defense,0,Evil Geniuses,-4,22,Team Liquid,5,7,-2
265,FNATIC,Paper Rex,FNATIC,Paper Rex,Lotus,13,5,1,12,0,0,5,0,1,Paper Rex,Attack,0,FNATIC,8,18,FNATIC,12,0,12
265,Paper Rex,FNATIC,FNATIC,Paper Rex,Bind,7,13,4,3,0,9,4,0,2,FNATIC,Attack,0,FNATIC,-6,20,Paper Rex,3,9,-6
266,NRG Esports,Team Liquid,NRG Esports,Team Liquid,Haven,14,12,4,8,2,4,8,0,1,Team Liquid,Defense,1,NRG Esports,2,26,NRG Esports,4,8,-4
266,Team Liquid,NRG Esports,NRG Esports,Team Liquid,Ascent,13,8,7,6,0,3,5,0,2,NRG Esports,Defense,0,Team Liquid,5,21,Team Liquid,7,5,2
266,Team Liquid,NRG Esports,NRG Esports,Team Liquid,Split,5,13,1,4,0,8,5,0,3,NRG Esports,Attack,0,NRG Esports,-8,18,,4,8,-4
267,EDward Gaming,Paper Rex,EDward Gaming,Paper Rex,Fracture,12,14,4,8,0,4,8,2,1,Paper Rex,Attack,1,Paper Rex,-2,26,EDward Gaming,8,4,4
267,Paper Rex,EDward Gaming,EDward Gaming,Paper Rex,Split,9,13,3,6,0,6,7,0,2,EDward Gaming,Attack,0,EDward Gaming,-4,22,Paper Rex,6,6,0
267,Paper Rex,EDward Gaming,EDward Gaming,Paper Rex,Lotus,13,8,5,8,0,4,4,0,3,EDward Gaming,Attack,0,Paper Rex,5,21,,8,4,4
268,FNATIC,Evil Geniuses,FNATIC,Evil Geniuses,Lotus,13,3,10,3,0,1,2,0,1,Evil Geniuses,Defense,0,FNATIC,10,16,FNATIC,10,2,8
268,Evil Geniuses,FNATIC,FNATIC,Evil Geniuses,Fracture,13,9,4,9,0,3,6,0,2,FNATIC,Attack,0,Evil Geniuses,4,22,Evil Geniuses,9,3,6
268,Evil Geniuses,FNATIC,FNATIC,Evil Geniuses,Split,11,13,6,5,0,7,6,0,3,FNATIC,Defense,0,FNATIC,-2,24,,6,6,0
269,NRG Esports,Paper Rex,NRG Esports,Paper Rex,Pearl,13,15,5,7,1,5,7,3,1,Paper Rex,Attack,1,Paper Rex,-2,28,NRG Esports,7,5,2
269,Paper Rex,NRG Esports,NRG Esports,Paper Rex,Lotus,6,13,4,2,0,10,3,0,2,NRG Esports,Attack,0,NRG Esports,-7,19,Paper Rex,2,10,-8
269,Paper Rex,NRG Esports,NRG Esports,Paper Rex,Bind,13,11,8,5,0,7,4,0,3,NRG Esports,Attack,0,Paper Rex,2,24,,5,7,-2
270,Evil Geniuses,Paper Rex,Evil Geniuses,Paper Rex,Fracture,13,7,4,9,0,3,4,0,1,Paper Rex,Attack,0,Evil Geniuses,6,20,Evil Geniuses,9,3,6
270,Paper Rex,Evil Geniuses,Evil Geniuses,Paper Rex,Lotus,14,12,7,5,2,7,5,0,2,Evil Geniuses,Defense,1,Paper Rex,2,26,Paper Rex,7,5,2
270,Evil Geniuses,Paper Rex,Evil Geniuses,Paper Rex,Split,10,13,2,8,0,4,9,0,3,Paper Rex,Attack,0,Paper Rex,-3,23,Evil Geniuses,8,4,4
270,Paper Rex,Evil Geniuses,Evil Geniuses,Paper Rex,Pearl,6,13,5,1,0,6,7,0,4,Evil Geniuses,Defense,0,Evil Geniuses,-7,19,Paper Rex,5,7,-2
270,Evil Geniuses,Paper Rex,Evil Geniuses,Paper Rex,Ascent,13,8,8,5,0,4,4,0,5,Paper Rex,Defense,0,Evil Geniuses,5,21,,8,4,4
271,FNATIC,Evil Geniuses,FNATIC,Evil Geniuses,Lotus,13,8,6,7,0,2,6,0,1,Evil Geniuses,Defense,0,FNATIC,5,21,FNATIC,6,6,0
271,Evil Geniuses,FNATIC,FNATIC,Evil Geniuses,Split,11,13,4,7,0,5,8,0,2,FNATIC,Defense,0,FNATIC,-2,24,Evil Geniuses,4,8,-4
271,FNATIC,Evil Geniuses,FNATIC,Evil Geniuses,Bind,14,12,8,4,2,8,4,0,3,Evil Geniuses,Attack,1,FNATIC,2,26,FNATIC,4,8,-4
272,KRÜ Esports,MIBR,KRÜ Esports,MIBR,Bind,13,7,4,9,0,3,4,0,1,MIBR,Attack,0,KRÜ Esports,6,20,KRÜ Esports,9,3,6
272,MIBR,KRÜ Esports,KRÜ Esports,MIBR,Lotus,8,13,5,3,0,9,4,0,2,KRÜ Esports,Attack,0,KRÜ Esports,-5,21,MIBR,3,9,-6
273,KRÜ Esports,FURIA,KRÜ Esports,FURIA,Split,12,14,7,5,0,7,5,2,1,FURIA,Attack,1,FURIA,-2,26,KRÜ Esports,5,7,-2
273,FURIA,KRÜ Esports,KRÜ Esports,FURIA,Ascent,4,13,1,3,0,9,4,0,2,KRÜ Esports,Attack,0,KRÜ Esports,-9,17,FURIA,3,9,-6
273,FURIA,KRÜ Esports,KRÜ Esports,FURIA,Bind,11,13,4,7,0,5,8,0,3,KRÜ Esports,Attack,0,KRÜ Esports,-2,24,,7,5,2
274,100 Thieves,Sentinels,100 Thieves,Sentinels,Pearl,14,12,3,9,2,3,9,0,1,Sentinels,Defense,1,100 Thieves,2,26,100 Thieves,3,9,-6
274,Sentinels,100 Thieves,100 Thieves,Sentinels,Split,13,7,5,8,0,0,7,0,2,100 Thieves,Defense,0,Sentinels,6,20,Sentinels,5,7,-2
274,Sentinels,100 Thieves,100 Thieves,Sentinels,Bind,13,7,10,3,0,5,2,0,3,100 Thieves,Defense,0,Sentinels,6,20,,10,2,8
275,Sentinels,Cloud9,Sentinels,Cloud9,Pearl,8,13,4,4,0,8,5,0,1,Cloud9,Attack,0,Cloud9,-5,21,Sentinels,4,8,-4
275,Cloud9,Sentinels,Sentinels,Cloud9,Fracture,5,13,3,2,0,4,9,0,2,Sentinels,Defense,0,Sentinels,-8,18,Cloud9,3,9,-6
275,Cloud9,Sentinels,Sentinels,Cloud9,Split,13,8,8,5,0,4,4,0,3,Sentinels,Defense,0,Cloud9,5,21,,8,4,4
276,KRÜ Esports,LEVIATÁN,KRÜ Esports,LEVIATÁN,Split,13,5,9,4,0,2,3,0,1,LEVIATÁN,Defense,0,KRÜ Esports,8,18,KRÜ Esports,9,3,6
276,LEVIATÁN,KRÜ Esports,KRÜ Esports,LEVIATÁN,Lotus,7,13,5,2,0,6,7,0,2,KRÜ Esports,Defense,0,KRÜ Esports,-6,20,LEVIATÁN,5,7,-2
277,KRÜ Esports,Cloud9,KRÜ Esports,Cloud9,Ascent,4,13,4,0,0,5,8,0,1,Cloud9,Defense,0,Cloud9,-9,17,KRÜ Esports,4,8,-4
277,Cloud9,KRÜ Esports,KRÜ Esports,Cloud9,Pearl,4,13,4,0,0,12,1,0,2,KRÜ Esports,Attack,0,KRÜ Esports,-9,17,Cloud9,0,12,-12
277,Cloud9,KRÜ Esports,KRÜ Esports,Cloud9,Haven,6,13,2,4,0,8,5,0,3,KRÜ Esports,Attack,0,KRÜ Esports,-7,19,,4,8,-4
278,LEVIATÁN,Sentinels,LEVIATÁN,Sentinels,Fracture,13,8,6,7,0,2,6,0,1,Sentinels,Defense,0,LEVIATÁN,5,21,LEVIATÁN,6,6,0
278,Sentinels,LEVIATÁN,LEVIATÁN,Sentinels,Split,4,13,4,0,0,5,8,0,2,LEVIATÁN,Defense,0,LEVIATÁN,-9,17,Sentinels,4,8,-4
279,Cloud9,LEVIATÁN,Cloud9,LEVIATÁN,Lotus,13,7,8,5,0,3,4,0,1,LEVIATÁN,Defense,0,Cloud9,6,20,Cloud9,8,4,4
279,LEVIATÁN,Cloud9,Cloud9,LEVIATÁN,Pearl,9,13,3,6,0,6,7,0,2,Cloud9,Attack,0,Cloud9,-4,22,LEVIATÁN,6,6,0
279,Cloud9,LEVIATÁN,Cloud9,LEVIATÁN,Split,11,13,6,5,0,7,6,0,3,LEVIATÁN,Defense,0,LEVIATÁN,-2,24,Cloud9,6,6,0
279,LEVIATÁN,Cloud9,Cloud9,LEVIATÁN,Haven,13,10,10,3,0,9,1,0,4,Cloud9,Attack,0,LEVIATÁN,3,23,LEVIATÁN,3,9,-6
279,Cloud9,LEVIATÁN,Cloud9,LEVIATÁN,Bind,7,13,2,5,0,7,6,0,5,LEVIATÁN,Attack,0,LEVIATÁN,-6,20,,5,7,-2
