Match ID,Team 1,Team 2,Team A,Team B,Map Name,Team 1 Score,Team 2 Score,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 1 Overtime Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Team 2 Overtime Rounds,Map Index,Side Picker,Side Picked,Overtime,Map Winner,Score Difference,Total Rounds Played,Map Picker
380,Team Vitality,Gentle Mates,Gentle Mates,Team Vitality,Sunset,13,3,11,2,0,2,1,0,3,Gentle Mates,Defense,0,Team Vitality,10,16,
381,Karmine Corp,FUT Esports,FUT Esports,Karmine Corp,Lotus,20,18,6,6,8,6,6,6,1,Karmine Corp,Attack,1,Karmine Corp,2,38,FUT Esports
381,Karmine Corp,FUT Esports,FUT Esports,Karmine Corp,Bind,4,13,1,3,0,9,4,0,2,FUT Esports,Attack,0,FUT Esports,-9,17,Karmine Corp
381,Karmine Corp,FUT Esports,FUT Esports,Karmine Corp,Sunset,13,7,3,10,0,2,5,0,3,FUT Esports,Attack,0,Karmine Corp,6,20,
382,Team Liquid,KOI,KOI,Team Liquid,Sunset,11,13,4,7,0,5,8,0,1,Team Liquid,Defense,0,KOI,-2,24,KOI
382,Team Liquid,KOI,KOI,Team Liquid,Icebox,14,12,6,6,2,6,6,0,2,KOI,Attack,1,Team Liquid,2,26,Team Liquid
382,Team Liquid,KOI,KOI,Team Liquid,Split,10,13,5,5,0,6,7,0,3,KOI,Defense,0,KOI,-3,23,
383,Karmine Corp,Team Vitality,Karmine Corp,Team Vitality,Sunset,13,8,5,8,0,4,4,0,1,Team Vitality,Attack,0,Karmine Corp,5,21,Karmine Corp
383,Karmine Corp,Team Vitality,Karmine Corp,Team Vitality,Ascent,15,13,7,5,3,7,5,1,2,Karmine Corp,Attack,1,Karmine Corp,2,28,Team Vitality
384,KOI,Team Vitality,KOI,Team Vitality,Sunset,9,13,7,2,0,10,3,0,1,Team Vitality,Attack,0,Team Vitality,-4,22,KOI
384,KOI,Team Vitality,KOI,Team Vitality,Breeze,6,13,0,6,0,6,7,0,2,KOI,Defense,0,Team Vitality,-7,19,Team Vitality
385,Karmine Corp,KOI,Karmine Corp,KOI,Sunset,13,4,5,8,0,4,0,0,1,KOI,Attack,0,Karmine Corp,9,17,Karmine Corp
385,Karmine Corp,KOI,Karmine Corp,KOI,Bind,13,7,9,4,0,4,3,0,2,Karmine Corp,Attack,0,Karmine Corp,6,20,KOI
386,Team Heretics,Natus Vincere,Team Heretics,Natus Vincere,Sunset,16,14,4,8,4,4,8,2,1,Natus Vincere,Defense,1,Team Heretics,2,30,Team Heretics
386,Team Heretics,Natus Vincere,Team Heretics,Natus Vincere,Breeze,13,4,10,3,0,2,2,0,2,Team Heretics,Attack,0,Team Heretics,9,17,Natus Vincere
387,FNATIC,Karmine Corp,FNATIC,Karmine Corp,Lotus,10,13,4,6,0,5,8,0,1,Karmine Corp,Defense,0,Karmine Corp,-3,23,FNATIC
387,FNATIC,Karmine Corp,FNATIC,Karmine Corp,Split,8,13,3,5,0,7,6,0,2,FNATIC,Defense,0,Karmine Corp,-5,21,Karmine Corp
388,Team Heretics,Karmine Corp,Karmine Corp,Team Heretics,Sunset,13,9,4,9,0,3,6,0,1,Team Heretics,Defense,0,Team Heretics,4,22,Karmine Corp
388,Team Heretics,Karmine Corp,Karmine Corp,Team Heretics,Lotus,7,13,6,1,0,11,2,0,2,Karmine Corp,Attack,0,Karmine Corp,-6,20,Team Heretics
388,Team Heretics,Karmine Corp,Karmine Corp,Team Heretics,Icebox,7,13,4,3,0,5,8,0,3,Team Heretics,Attack,0,Karmine Corp,-6,20,Karmine Corp
388,Team Heretics,Karmine Corp,Karmine Corp,Team Heretics,Split,5,13,4,1,0,5,8,0,4,Karmine Corp,Defense,0,Karmine Corp,-8,18,Team Heretics
389,Trace Esports,TYLOO,TYLOO,Trace Esports,Ascent,13,4,5,8,0,4,0,0,1,Trace Esports,Defense,0,Trace Esports,9,17,TYLOO
389,Trace Esports,TYLOO,TYLOO,Trace Esports,Sunset,13,3,2,11,0,1,2,0,2,TYLOO,Attack,0,Trace Esports,10,16,Trace Esports
390,FunPlus Phoenix,Nova Esports,Nova Esports,FunPlus Phoenix,Lotus,13,5,6,7,0,5,0,0,1,FunPlus Phoenix,Attack,0,FunPlus Phoenix,8,18,Nova Esports
390,FunPlus Phoenix,Nova Esports,Nova Esports,FunPlus Phoenix,Sunset,13,10,7,6,0,5,5,0,2,Nova Esports,Attack,0,FunPlus Phoenix,3,23,FunPlus Phoenix
391,JDG Esports,Titan Esports Club,JDG Esports,Titan Esports Club,Lotus,8,13,6,2,0,7,6,0,1,Titan Esports Club,Defense,0,Titan Esports Club,-5,21,JDG Esports
391,JDG Esports,Titan Esports Club,JDG Esports,Titan Esports Club,Bind,14,16,4,8,2,4,8,4,2,JDG Esports,Defense,1,Titan Esports Club,-2,30,Titan Esports Club
392,Dragon Ranger Gaming,All Gamers,All Gamers,Dragon Ranger Gaming,Sunset,13,11,8,5,0,7,4,0,1,Dragon Ranger Gaming,Defense,0,Dragon Ranger Gaming,2,24,All Gamers
392,Dragon Ranger Gaming,All Gamers,All Gamers,Dragon Ranger Gaming,Ascent,13,4,4,9,0,3,1,0,2,All Gamers,Attack,0,Dragon Ranger Gaming,9,17,Dragon Ranger Gaming
393,Bilibili Gaming,Wolves Esports,Bilibili Gaming,Wolves Esports,Ascent,9,13,3,6,0,4,9,0,1,Wolves Esports,Defense,0,Wolves Esports,-4,22,Bilibili Gaming
393,Bilibili Gaming,Wolves Esports,Bilibili Gaming,Wolves Esports,Icebox,7,13,2,5,0,7,6,0,2,Bilibili Gaming,Defense,0,Wolves Esports,-6,20,Wolves Esports
394,TYLOO,Nova Esports,TYLOO,Nova Esports,Ascent,11,13,6,5,0,7,6,0,1,Nova Esports,Attack,0,Nova Esports,-2,24,TYLOO
394,TYLOO,Nova Esports,TYLOO,Nova Esports,Split,11,13,6,5,0,7,6,0,2,TYLOO,Defense,0,Nova Esports,-2,24,Nova Esports
395,JDG Esports,All Gamers,All Gamers,JDG Esports,Icebox,13,11,6,7,0,5,6,0,1,JDG Esports,Defense,0,JDG Esports,2,24,All Gamers
395,JDG Esports,All Gamers,All Gamers,JDG Esports,Sunset,13,8,6,7,0,2,6,0,2,All Gamers,Defense,0,JDG Esports,5,21,JDG Esports
396,Trace Esports,FunPlus Phoenix,FunPlus Phoenix,Trace Esports,Sunset,11,13,7,4,0,8,5,0,1,Trace Esports,Attack,0,FunPlus Phoenix,-2,24,FunPlus Phoenix
396,Trace Esports,FunPlus Phoenix,FunPlus Phoenix,Trace Esports,Bind,13,11,8,5,0,7,4,0,2,FunPlus Phoenix,Defense,0,Trace Esports,2,24,Trace Esports
396,Trace Esports,FunPlus Phoenix,FunPlus Phoenix,Trace Esports,Lotus,10,13,5,5,0,7,6,0,3,FunPlus Phoenix,Attack,0,FunPlus Phoenix,-3,23,
397,Titan Esports Club,Dragon Ranger Gaming,Dragon Ranger Gaming,Titan Esports Club,Icebox,11,13,1,10,0,2,11,0,1,Titan Esports Club,Defense,0,Dragon Ranger Gaming,-2,24,Dragon Ranger Gaming
397,Titan Esports Club,Dragon Ranger Gaming,Dragon Ranger Gaming,Titan Esports Club,Split,13,8,7,6,0,6,2,0,2,Dragon Ranger Gaming,Attack,0,Titan Esports Club,5,21,Titan Esports Club
397,Titan Esports Club,Dragon Ranger Gaming,Dragon Ranger Gaming,Titan Esports Club,Bind,10,13,4,6,0,6,7,0,3,Dragon Ranger Gaming,Attack,0,Dragon Ranger Gaming,-3,23,
398,Wolves Esports,EDward Gaming,EDward Gaming,Wolves Esports,Bind,10,13,5,5,0,6,7,0,1,Wolves Esports,Attack,0,EDward Gaming,-3,23,EDward Gaming
398,Wolves Esports,EDward Gaming,EDward Gaming,Wolves Esports,Ascent,13,10,6,7,0,4,6,0,2,EDward Gaming,Defense,0,Wolves Esports,3,23,Wolves Esports
398,Wolves Esports,EDward Gaming,EDward Gaming,Wolves Esports,Breeze,11,13,4,7,0,5,8,0,3,EDward Gaming,Attack,0,EDward Gaming,-2,24,
399,Trace Esports,Nova Esports,Nova Esports,Trace Esports,Split,13,5,6,7,0,5,0,0,1,Trace Esports,Defense,0,Trace Esports,8,18,Nova Esports
399,Trace Esports,Nova Esports,Nova Esports,Trace Esports,Lotus,13,4,5,8,0,4,0,0,2,Nova Esports,Attack,0,Trace Esports,9,17,Trace Esports
400,Titan Esports Club,JDG Esports,JDG Esports,Titan Esports Club,Bind,5,13,1,4,0,8,5,0,1,Titan Esports Club,Defense,0,JDG Esports,-8,18,JDG Esports
400,Titan Esports Club,JDG Esports,JDG Esports,Titan Esports Club,Icebox,14,12,7,5,2,7,5,0,2,JDG Esports,Defense,1,Titan Esports Club,2,26,Titan Esports Club
400,Titan Esports Club,JDG Esports,JDG Esports,Titan Esports Club,Lotus,13,10,7,6,0,6,4,0,3,JDG Esports,Attack,0,Titan Esports Club,3,23,
401,Wolves Esports,Bilibili Gaming,Bilibili Gaming,Wolves Esports,Sunset,9,13,2,7,0,5,8,0,1,Wolves Esports,Defense,0,Bilibili Gaming,-4,22,Bilibili Gaming
401,Wolves Esports,Bilibili Gaming,Bilibili Gaming,Wolves Esports,Icebox,10,13,3,7,0,4,9,0,2,Bilibili Gaming,Defense,0,Bilibili Gaming,-3,23,Wolves Esports
402,Trace Esports,Titan Esports Club,Titan Esports Club,Trace Esports,Breeze,16,18,7,5,4,7,5,6,1,Trace Esports,Attack,1,Titan Esports Club,-2,34,Titan Esports Club
402,Trace Esports,Titan Esports Club,Titan Esports Club,Trace Esports,Lotus,13,6,10,3,0,4,2,0,2,Titan Esports Club,Defense,0,Trace Esports,7,19,Trace Esports
402,Trace Esports,Titan Esports Club,Titan Esports Club,Trace Esports,Split,13,8,9,4,0,5,3,0,3,Titan Esports Club,Defense,0,Trace Esports,5,21,
403,Bilibili Gaming,Titan Esports Club,Titan Esports Club,Bilibili Gaming,Lotus,13,3,4,9,0,3,0,0,1,Bilibili Gaming,Defense,0,Bilibili Gaming,10,16,Titan Esports Club
403,Bilibili Gaming,Titan Esports Club,Titan Esports Club,Bilibili Gaming,Ascent,13,8,7,6,0,3,5,0,2,Titan Esports Club,Defense,0,Bilibili Gaming,5,21,Bilibili Gaming
404,Bilibili Gaming,Trace Esports,Trace Esports,Bilibili Gaming,Lotus,13,11,4,9,0,3,8,0,1,Bilibili Gaming,Defense,0,Bilibili Gaming,2,24,Trace Esports
404,Bilibili Gaming,Trace Esports,Trace Esports,Bilibili Gaming,Sunset,13,15,6,6,1,6,6,3,2,Trace Esports,Attack,1,Trace Esports,-2,28,Bilibili Gaming
404,Bilibili Gaming,Trace Esports,Trace Esports,Bilibili Gaming,Bind,12,14,4,8,0,4,8,2,3,Trace Esports,Defense,1,Trace Esports,-2,26,
405,FunPlus Phoenix,Dragon Ranger Gaming,Dragon Ranger Gaming,FunPlus Phoenix,Ascent,13,10,5,8,0,4,6,0,1,FunPlus Phoenix,Defense,0,FunPlus Phoenix,3,23,Dragon Ranger Gaming
405,FunPlus Phoenix,Dragon Ranger Gaming,Dragon Ranger Gaming,FunPlus Phoenix,Breeze,13,6,4,9,0,3,3,0,2,Dragon Ranger Gaming,Attack,0,FunPlus Phoenix,7,19,FunPlus Phoenix
406,EDward Gaming,Trace Esports,Trace Esports,EDward Gaming,Sunset,14,12,7,5,2,7,5,0,1,EDward Gaming,Attack,1,EDward Gaming,2,26,Trace Esports
406,EDward Gaming,Trace Esports,Trace Esports,EDward Gaming,Bind,13,6,8,5,0,2,4,0,2,Trace Esports,Defense,0,EDward Gaming,7,19,EDward Gaming
407,FunPlus Phoenix,EDward Gaming,FunPlus Phoenix,EDward Gaming,Breeze,12,14,5,7,0,5,7,2,1,EDward Gaming,Defense,1,EDward Gaming,-2,26,FunPlus Phoenix
407,FunPlus Phoenix,EDward Gaming,FunPlus Phoenix,EDward Gaming,Split,6,13,1,5,0,7,6,0,2,FunPlus Phoenix,Defense,0,EDward Gaming,-7,19,EDward Gaming
407,FunPlus Phoenix,EDward Gaming,FunPlus Phoenix,EDward Gaming,Icebox,13,8,7,6,0,6,2,0,3,EDward Gaming,Attack,0,FunPlus Phoenix,5,21,FunPlus Phoenix
407,FunPlus Phoenix,EDward Gaming,FunPlus Phoenix,EDward Gaming,Ascent,14,16,6,6,2,6,6,4,4,FunPlus Phoenix,Defense,1,EDward Gaming,-2,30,EDward Gaming
408,Karmine Corp,FunPlus Phoenix,FunPlus Phoenix,Karmine Corp,Icebox,13,8,6,7,0,5,3,0,1,Karmine Corp,Defense,0,Karmine Corp,5,21,FunPlus Phoenix
408,Karmine Corp,FunPlus Phoenix,FunPlus Phoenix,Karmine Corp,Lotus,13,10,9,4,0,8,2,0,2,FunPlus Phoenix,Attack,0,Karmine Corp,3,23,Karmine Corp
409,Gen.G,LOUD,LOUD,Gen.G,Icebox,13,11,6,7,0,5,6,0,1,Gen.G,Attack,0,Gen.G,2,24,LOUD
409,Gen.G,LOUD,LOUD,Gen.G,Breeze,8,13,5,3,0,9,4,0,2,LOUD,Attack,0,LOUD,-5,21,Gen.G
409,Gen.G,LOUD,LOUD,Gen.G,Ascent,13,5,9,4,0,2,3,0,3,LOUD,Defense,0,Gen.G,8,18,
410,EDward Gaming,Paper Rex,Paper Rex,EDward Gaming,Sunset,8,13,5,3,0,9,4,0,1,EDward Gaming,Defense,0,Paper Rex,-5,21,Paper Rex
410,EDward Gaming,Paper Rex,Paper Rex,EDward Gaming,Bind,13,9,5,8,0,4,5,0,2,Paper Rex,Attack,0,EDward Gaming,4,22,EDward Gaming
410,EDward Gaming,Paper Rex,Paper Rex,EDward Gaming,Split,13,9,5,8,0,4,5,0,3,Paper Rex,Attack,0,EDward Gaming,4,22,
411,Sentinels,Team Heretics,Sentinels,Team Heretics,Lotus,13,9,9,4,0,8,1,0,1,Team Heretics,Attack,0,Sentinels,4,22,Sentinels
411,Sentinels,Team Heretics,Sentinels,Team Heretics,Sunset,5,13,4,1,0,5,8,0,2,Sentinels,Attack,0,Team Heretics,-8,18,Team Heretics
411,Sentinels,Team Heretics,Sentinels,Team Heretics,Bind,13,11,6,7,0,5,6,0,3,Sentinels,Attack,0,Sentinels,2,24,
412,Sentinels,Karmine Corp,Sentinels,Karmine Corp,Split,13,8,6,7,0,2,6,0,1,Karmine Corp,Defense,0,Sentinels,5,21,Sentinels
412,Sentinels,Karmine Corp,Sentinels,Karmine Corp,Lotus,13,11,7,6,0,6,5,0,2,Sentinels,Attack,0,Sentinels,2,24,Karmine Corp
413,EDward Gaming,Gen.G,Gen.G,EDward Gaming,Icebox,13,8,8,5,0,4,4,0,1,EDward Gaming,Attack,0,EDward Gaming,5,21,Gen.G
413,EDward Gaming,Gen.G,Gen.G,EDward Gaming,Split,5,13,0,5,0,7,6,0,2,Gen.G,Attack,0,Gen.G,-8,18,EDward Gaming
413,EDward Gaming,Gen.G,Gen.G,EDward Gaming,Breeze,6,13,5,1,0,11,2,0,3,Gen.G,Attack,0,Gen.G,-7,19,
414,FunPlus Phoenix,LOUD,LOUD,FunPlus Phoenix,Sunset,5,13,4,1,0,5,8,0,1,FunPlus Phoenix,Attack,0,LOUD,-8,18,LOUD
414,FunPlus Phoenix,LOUD,LOUD,FunPlus Phoenix,Breeze,11,13,4,7,0,5,8,0,2,LOUD,Attack,0,LOUD,-2,24,FunPlus Phoenix
415,Team Heretics,Paper Rex,Paper Rex,Team Heretics,Sunset,10,13,4,6,0,6,7,0,1,Team Heretics,Defense,0,Paper Rex,-3,23,Paper Rex
415,Team Heretics,Paper Rex,Paper Rex,Team Heretics,Lotus,13,10,6,7,0,5,5,0,2,Paper Rex,Attack,0,Team Heretics,3,23,Team Heretics
415,Team Heretics,Paper Rex,Paper Rex,Team Heretics,Split,7,13,1,6,0,6,7,0,3,Paper Rex,Attack,0,Paper Rex,-6,20,
416,LOUD,EDward Gaming,EDward Gaming,LOUD,Icebox,13,2,11,2,0,1,1,0,1,LOUD,Attack,0,LOUD,11,15,EDward Gaming
416,LOUD,EDward Gaming,EDward Gaming,LOUD,Sunset,13,3,4,9,0,3,0,0,2,EDward Gaming,Attack,0,LOUD,10,16,LOUD
417,Karmine Corp,Paper Rex,Paper Rex,Karmine Corp,Bind,10,13,6,4,0,8,5,0,1,Karmine Corp,Defense,0,Paper Rex,-3,23,Paper Rex
417,Karmine Corp,Paper Rex,Paper Rex,Karmine Corp,Lotus,13,6,5,8,0,4,2,0,2,Paper Rex,Attack,0,Karmine Corp,7,19,Karmine Corp
417,Karmine Corp,Paper Rex,Paper Rex,Karmine Corp,Ascent,12,14,5,7,0,5,7,2,3,Paper Rex,Attack,1,Paper Rex,-2,26,
418,Gen.G,Paper Rex,Paper Rex,Gen.G,Split,13,8,8,5,0,4,4,0,1,Gen.G,Attack,0,Gen.G,5,21,Paper Rex
418,Gen.G,Paper Rex,Paper Rex,Gen.G,Lotus,13,9,5,8,0,4,5,0,2,Paper Rex,Attack,0,Gen.G,4,22,Gen.G
419,Sentinels,LOUD,Sentinels,LOUD,Split,13,4,9,4,0,1,3,0,1,LOUD,Defense,0,Sentinels,9,17,Sentinels
419,Sentinels,LOUD,Sentinels,LOUD,Icebox,12,14,5,7,0,5,7,2,2,Sentinels,Attack,1,LOUD,-2,26,LOUD
419,Sentinels,LOUD,Sentinels,LOUD,Sunset,14,12,7,5,2,7,5,0,3,Sentinels,Attack,1,Sentinels,2,26,
420,Gen.G,Sentinels,Sentinels,Gen.G,Split,13,5,8,5,0,1,4,0,1,Gen.G,Attack,0,Gen.G,8,18,Sentinels
420,Gen.G,Sentinels,Sentinels,Gen.G,Lotus,7,13,2,5,0,7,6,0,2,Sentinels,Attack,0,Sentinels,-6,20,Gen.G
420,Gen.G,Sentinels,Sentinels,Gen.G,Breeze,13,3,4,9,0,3,0,0,3,Sentinels,Attack,0,Gen.G,10,16,
421,Paper Rex,LOUD,LOUD,Paper Rex,Ascent,13,11,6,7,0,5,6,0,1,Paper Rex,Attack,0,Paper Rex,2,24,LOUD
421,Paper Rex,LOUD,LOUD,Paper Rex,Sunset,13,8,6,7,0,5,3,0,2,LOUD,Attack,0,Paper Rex,5,21,Paper Rex
422,Sentinels,Paper Rex,Sentinels,Paper Rex,Lotus,14,12,6,6,2,6,6,0,1,Paper Rex,Attack,1,Sentinels,2,26,Sentinels
422,Sentinels,Paper Rex,Sentinels,Paper Rex,Ascent,13,6,7,6,0,6,0,0,2,Sentinels,Defense,0,Sentinels,7,19,Paper Rex
422,Sentinels,Paper Rex,Sentinels,Paper Rex,Split,5,13,4,1,0,5,8,0,3,Paper Rex,Defense,0,Paper Rex,-8,18,Sentinels
422,Sentinels,Paper Rex,Sentinels,Paper Rex,Sunset,13,3,4,9,0,3,0,0,4,Sentinels,Defense,0,Sentinels,10,16,Paper Rex
423,Gen.G,Sentinels,Gen.G,Sentinels,Breeze,13,8,7,6,0,3,5,0,1,Sentinels,Defense,0,Gen.G,5,21,Gen.G
423,Gen.G,Sentinels,Gen.G,Sentinels,Bind,12,14,6,6,0,6,6,2,2,Gen.G,Attack,1,Sentinels,-2,26,Sentinels
423,Gen.G,Sentinels,Gen.G,Sentinels,Ascent,13,8,6,7,0,2,6,0,3,Sentinels,Defense,0,Gen.G,5,21,Gen.G
423,Gen.G,Sentinels,Gen.G,Sentinels,Split,10,13,4,6,0,5,8,0,4,Gen.G,Attack,0,Sentinels,-3,23,Sentinels
423,Gen.G,Sentinels,Gen.G,Sentinels,Icebox,6,13,5,1,0,6,7,0,5,Sentinels,Defense,0,Sentinels,-7,19,
424,Karmine Corp,GIANTX,GIANTX,Karmine Corp,Breeze,13,4,4,9,0,3,1,0,1,Karmine Corp,Defense,0,Karmine Corp,9,17,GIANTX
424,Karmine Corp,GIANTX,GIANTX,Karmine Corp,Sunset,13,9,6,7,0,3,6,0,2,GIANTX,Defense,0,Karmine Corp,4,22,Karmine Corp
425,KOI,Team Liquid,KOI,Team Liquid,Split,9,13,8,1,0,9,4,0,1,Team Liquid,Defense,0,Team Liquid,-4,22,KOI
425,KOI,Team Liquid,KOI,Team Liquid,Ascent,7,13,3,4,0,8,5,0,2,KOI,Defense,0,Team Liquid,-6,20,Team Liquid
426,Team Vitality,Natus Vincere,Natus Vincere,Team Vitality,Bind,9,13,4,5,0,7,6,0,1,Team Vitality,Defense,0,Natus Vincere,-4,22,Natus Vincere
426,Team Vitality,Natus Vincere,Natus Vincere,Team Vitality,Lotus,4,13,1,3,0,9,4,0,2,Natus Vincere,Attack,0,Natus Vincere,-9,17,Team Vitality
427,FNATIC,Team Heretics,FNATIC,Team Heretics,Icebox,4,13,1,3,0,9,4,0,1,Team Heretics,Attack,0,Team Heretics,-9,17,FNATIC
427,FNATIC,Team Heretics,FNATIC,Team Heretics,Lotus,15,17,7,5,3,7,5,5,2,FNATIC,Attack,1,Team Heretics,-2,32,Team Heretics
428,Team Liquid,FUT Esports,FUT Esports,Team Liquid,Split,5,13,3,2,0,10,3,0,1,Team Liquid,Defense,0,FUT Esports,-8,18,FUT Esports
428,Team Liquid,FUT Esports,FUT Esports,Team Liquid,Icebox,8,13,4,4,0,5,8,0,2,FUT Esports,Defense,0,FUT Esports,-5,21,Team Liquid
429,BBL Esports,Gentle Mates,BBL Esports,Gentle Mates,Ascent,7,13,3,4,0,8,5,0,1,Gentle Mates,Attack,0,Gentle Mates,-6,20,BBL Esports
429,BBL Esports,Gentle Mates,BBL Esports,Gentle Mates,Sunset,11,13,5,6,0,6,7,0,2,BBL Esports,Defense,0,Gentle Mates,-2,24,Gentle Mates
430,Karmine Corp,FUT Esports,FUT Esports,Karmine Corp,Bind,13,11,7,6,0,6,5,0,1,Karmine Corp,Attack,0,Karmine Corp,2,24,FUT Esports
430,Karmine Corp,FUT Esports,FUT Esports,Karmine Corp,Lotus,8,13,5,3,0,9,4,0,2,FUT Esports,Attack,0,FUT Esports,-5,21,Karmine Corp
430,Karmine Corp,FUT Esports,FUT Esports,Karmine Corp,Breeze,7,13,1,6,0,6,7,0,3,FUT Esports,Attack,0,FUT Esports,-6,20,
431,Team Vitality,Team Heretics,Team Vitality,Team Heretics,Breeze,13,9,7,6,0,6,3,0,1,Team Heretics,Attack,0,Team Vitality,4,22,Team Vitality
431,Team Vitality,Team Heretics,Team Vitality,Team Heretics,Sunset,11,13,5,6,0,6,7,0,2,Team Vitality,Attack,0,Team Heretics,-2,24,Team Heretics
431,Team Vitality,Team Heretics,Team Vitality,Team Heretics,Icebox,13,9,8,5,0,5,4,0,3,Team Vitality,Attack,0,Team Vitality,4,22,
432,Team Liquid,Natus Vincere,Team Liquid,Natus Vincere,Lotus,13,10,5,8,0,4,6,0,1,Natus Vincere,Attack,0,Team Liquid,3,23,Team Liquid
432,Team Liquid,Natus Vincere,Team Liquid,Natus Vincere,Split,11,13,10,1,0,11,2,0,2,Team Liquid,Attack,0,Natus Vincere,-2,24,Natus Vincere
432,Team Liquid,Natus Vincere,Team Liquid,Natus Vincere,Ascent,5,13,2,3,0,9,4,0,3,Team Liquid,Defense,0,Natus Vincere,-8,18,
433,BBL Esports,KOI,KOI,BBL Esports,Breeze,13,4,4,9,0,3,1,0,1,BBL Esports,Defense,0,BBL Esports,9,17,KOI
433,BBL Esports,KOI,KOI,BBL Esports,Icebox,13,3,4,9,0,3,0,0,2,KOI,Attack,0,BBL Esports,10,16,BBL Esports
434,FNATIC,GIANTX,GIANTX,FNATIC,Bind,13,5,7,6,0,0,5,0,1,FNATIC,Attack,0,FNATIC,8,18,GIANTX
434,FNATIC,GIANTX,GIANTX,FNATIC,Breeze,5,13,4,1,0,5,8,0,2,GIANTX,Defense,0,GIANTX,-8,18,FNATIC
434,FNATIC,GIANTX,GIANTX,FNATIC,Split,13,7,9,4,0,4,3,0,3,GIANTX,Defense,0,FNATIC,6,20,
435,Karmine Corp,Gentle Mates,Karmine Corp,Gentle Mates,Split,13,6,4,9,0,3,3,0,1,Gentle Mates,Attack,0,Karmine Corp,7,19,Karmine Corp
435,Karmine Corp,Gentle Mates,Karmine Corp,Gentle Mates,Icebox,13,6,3,10,0,2,4,0,2,Karmine Corp,Defense,0,Karmine Corp,7,19,Gentle Mates
436,Gentle Mates,FNATIC,Gentle Mates,FNATIC,Breeze,6,13,3,3,0,4,9,0,1,FNATIC,Defense,0,FNATIC,-7,19,Gentle Mates
436,Gentle Mates,FNATIC,Gentle Mates,FNATIC,Lotus,4,13,4,0,0,5,8,0,2,Gentle Mates,Attack,0,FNATIC,-9,17,FNATIC
437,Karmine Corp,Natus Vincere,Natus Vincere,Karmine Corp,Bind,13,7,8,5,0,3,4,0,1,Karmine Corp,Attack,0,Karmine Corp,6,20,Natus Vincere
437,Karmine Corp,Natus Vincere,Natus Vincere,Karmine Corp,Sunset,7,13,2,5,0,7,6,0,2,Natus Vincere,Attack,0,Natus Vincere,-6,20,Karmine Corp
437,Karmine Corp,Natus Vincere,Natus Vincere,Karmine Corp,Split,6,13,3,3,0,4,9,0,3,Natus Vincere,Defense,0,Natus Vincere,-7,19,
438,BBL Esports,Team Heretics,BBL Esports,Team Heretics,Split,13,7,7,6,0,2,5,0,1,Team Heretics,Defense,0,BBL Esports,6,20,BBL Esports
438,BBL Esports,Team Heretics,BBL Esports,Team Heretics,Sunset,13,10,7,6,0,6,4,0,2,BBL Esports,Defense,0,BBL Esports,3,23,Team Heretics
439,Team Vitality,FUT Esports,FUT Esports,Team Vitality,Ascent,7,13,3,4,0,8,5,0,1,Team Vitality,Defense,0,FUT Esports,-6,20,FUT Esports
439,Team Vitality,FUT Esports,FUT Esports,Team Vitality,Icebox,13,9,7,6,0,6,3,0,2,FUT Esports,Attack,0,Team Vitality,4,22,Team Vitality
439,Team Vitality,FUT Esports,FUT Esports,Team Vitality,Sunset,13,9,6,7,0,3,6,0,3,FUT Esports,Defense,0,Team Vitality,4,22,
440,Team Liquid,GIANTX,GIANTX,Team Liquid,Lotus,14,16,7,5,2,7,5,4,1,Team Liquid,Defense,1,GIANTX,-2,30,GIANTX
440,Team Liquid,GIANTX,GIANTX,Team Liquid,Icebox,13,7,9,4,0,4,3,0,2,GIANTX,Defense,0,Team Liquid,6,20,Team Liquid
440,Team Liquid,GIANTX,GIANTX,Team Liquid,Ascent,13,11,4,9,0,3,8,0,3,GIANTX,Defense,0,Team Liquid,2,24,
441,FNATIC,KOI,FNATIC,KOI,Bind,13,11,10,3,0,9,2,0,1,KOI,Attack,0,FNATIC,2,24,FNATIC
441,FNATIC,KOI,FNATIC,KOI,Icebox,13,4,8,5,0,0,4,0,2,FNATIC,Attack,0,FNATIC,9,17,KOI
442,Team Liquid,Team Heretics,Team Heretics,Team Liquid,Sunset,2,13,0,2,0,10,3,0,1,Team Liquid,Defense,0,Team Heretics,-11,15,Team Heretics
442,Team Liquid,Team Heretics,Team Heretics,Team Liquid,Bind,7,13,5,2,0,6,7,0,2,Team Heretics,Defense,0,Team Heretics,-6,20,Team Liquid
443,Team Vitality,Gentle Mates,Team Vitality,Gentle Mates,Icebox,5,13,4,1,0,5,8,0,1,Gentle Mates,Defense,0,Gentle Mates,-8,18,Team Vitality
443,Team Vitality,Gentle Mates,Team Vitality,Gentle Mates,Sunset,5,13,2,3,0,3,10,0,2,Team Vitality,Attack,0,Gentle Mates,-8,18,Gentle Mates
444,FNATIC,FUT Esports,FUT Esports,FNATIC,Split,7,13,5,2,0,6,7,0,1,FNATIC,Attack,0,FUT Esports,-6,20,FUT Esports
444,FNATIC,FUT Esports,FUT Esports,FNATIC,Lotus,13,15,6,6,1,6,6,3,2,FUT Esports,Attack,1,FUT Esports,-2,28,FNATIC
