Match ID,Team 1 Score,Team 2 Score,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 1 Overtime Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Team 2 Overtime Rounds,Team 1 Halftime Score,Team 2 Halftime Score,Halftime Lead,Side Picker,Side Picked,Team 1,Team 2
238,13,5,8,5,0,1,4,0,8,4,4,Monarch Effect,Defense,Attacking Soul Esports,Monarch Effect
238,13,5,4,9,0,3,2,0,9,3,6,Attacking Soul Esports,Defense,Attacking Soul Esports,Monarch Effect
239,13,5,4,9,0,3,2,0,9,3,6,Weibo Gaming,Attack,FunPlus Phoenix,Weibo Gaming
239,13,9,8,5,0,7,2,0,5,7,-2,FunPlus Phoenix,Defense,FunPlus Phoenix,Weibo Gaming
240,10,13,6,4,0,7,6,0,6,6,0,Trace Esports,Attack,Trace Esports,Bilibili Gaming
240,5,13,1,4,0,2,11,0,1,11,-10,Bilibili Gaming,Defense,Trace Esports,Bilibili Gaming
240,2,13,0,2,0,10,3,0,2,10,-8,Trace Esports,Defense,Trace Esports,Bilibili Gaming
241,6,13,4,2,0,5,8,0,4,8,-4,EDward Gaming,Defense,TYLOO,EDward Gaming
241,2,13,2,0,0,3,10,0,2,10,-8,TYLOO,Attack,TYLOO,EDward Gaming
241,2,13,0,2,0,10,3,0,2,10,-8,EDward Gaming,Attack,TYLOO,EDward Gaming
242,9,13,5,4,0,6,7,0,5,7,-2,Trace Esports,Attack,Trace Esports,FunPlus Phoenix
242,13,6,8,5,0,2,4,0,8,4,4,FunPlus Phoenix,Defense,Trace Esports,FunPlus Phoenix
242,8,13,3,5,0,7,6,0,5,7,-2,FunPlus Phoenix,Attack,Trace Esports,FunPlus Phoenix
243,3,13,2,1,0,3,10,0,2,10,-8,Attacking Soul Esports,Defense,TYLOO,Attacking Soul Esports
243,13,10,7,6,0,5,5,0,7,5,2,TYLOO,Attack,TYLOO,Attacking Soul Esports
243,14,12,5,7,2,5,7,0,7,5,2,TYLOO,Defense,TYLOO,Attacking Soul Esports
244,3,13,0,3,0,9,4,0,3,9,-6,EDward Gaming,Attack,Bilibili Gaming,EDward Gaming
244,10,13,4,6,0,6,7,0,6,6,0,Bilibili Gaming,Defense,Bilibili Gaming,EDward Gaming
244,4,13,4,0,0,5,8,0,4,8,-4,EDward Gaming,Defense,Bilibili Gaming,EDward Gaming
245,8,13,4,4,0,8,5,0,4,8,-4,TYLOO,Defense,TYLOO,FunPlus Phoenix
245,13,7,5,8,0,4,3,0,8,4,4,FunPlus Phoenix,Attack,TYLOO,FunPlus Phoenix
245,11,13,7,4,0,8,5,0,4,8,-4,TYLOO,Defense,TYLOO,FunPlus Phoenix
245,10,13,4,6,0,6,7,0,6,6,0,FunPlus Phoenix,Attack,TYLOO,FunPlus Phoenix
246,11,13,7,4,0,8,5,0,4,8,-4,Bilibili Gaming,Defense,Bilibili Gaming,FunPlus Phoenix
246,13,9,5,8,0,4,5,0,8,4,4,FunPlus Phoenix,Attack,Bilibili Gaming,FunPlus Phoenix
246,9,13,5,4,0,8,5,0,4,8,-4,Bilibili Gaming,Defense,Bilibili Gaming,FunPlus Phoenix
246,13,6,4,9,0,3,3,0,9,3,6,FunPlus Phoenix,Attack,Bilibili Gaming,FunPlus Phoenix
246,13,5,3,10,0,2,3,0,10,2,8,Bilibili Gaming,Defense,Bilibili Gaming,FunPlus Phoenix
247,13,6,4,9,0,3,3,0,9,3,6,EDward Gaming,Defense,EDward Gaming,Bilibili Gaming
247,13,4,5,8,0,4,0,0,8,4,4,Bilibili Gaming,Attack,EDward Gaming,Bilibili Gaming
247,12,14,8,4,0,8,4,2,8,4,4,EDward Gaming,Attack,EDward Gaming,Bilibili Gaming
247,14,12,4,8,2,4,8,0,4,8,-4,Bilibili Gaming,Defense,EDward Gaming,Bilibili Gaming
248,5,13,0,5,0,7,6,0,5,7,-2,FUT Esports,Defense,FUT Esports,Evil Geniuses
248,12,14,6,6,0,6,6,2,6,6,0,Evil Geniuses,Defense,FUT Esports,Evil Geniuses
249,13,10,7,6,0,5,5,0,7,5,2,DRX,Attack,DRX,Attacking Soul Esports
249,13,7,8,5,0,3,4,0,8,4,4,Attacking Soul Esports,Defense,DRX,Attacking Soul Esports
250,10,13,6,4,0,7,6,0,6,6,0,EDward Gaming,Attack,EDward Gaming,T1
250,13,7,6,7,0,1,6,0,6,6,0,T1,Defense,EDward Gaming,T1
250,12,14,6,6,0,6,6,2,6,6,0,T1,Defense,EDward Gaming,T1
251,13,8,7,6,0,6,2,0,6,6,0,NRG Esports,Defense,NRG Esports,Natus Vincere
251,12,14,8,4,0,8,4,2,8,4,4,Natus Vincere,Defense,NRG Esports,Natus Vincere
251,13,6,10,3,0,4,2,0,10,2,8,Natus Vincere,Defense,NRG Esports,Natus Vincere
252,5,13,4,1,0,5,8,0,4,8,-4,DRX,Attack,DRX,Evil Geniuses
252,9,13,5,4,0,6,7,0,5,7,-2,Evil Geniuses,Defense,DRX,Evil Geniuses
253,11,13,6,5,0,7,6,0,6,6,0,NRG Esports,Attack,NRG Esports,T1
253,13,7,6,7,0,1,6,0,6,6,0,T1,Defense,NRG Esports,T1
253,13,11,7,6,0,6,5,0,7,5,2,T1,Defense,NRG Esports,T1
254,13,8,4,9,0,3,5,0,9,3,6,Attacking Soul Esports,Defense,Attacking Soul Esports,FUT Esports
254,5,13,5,0,0,6,7,0,5,7,-2,FUT Esports,Defense,Attacking Soul Esports,FUT Esports
254,6,13,2,4,0,8,5,0,4,8,-4,FUT Esports,Attack,Attacking Soul Esports,FUT Esports
255,15,17,7,5,3,7,5,5,5,7,-2,EDward Gaming,Attack,Natus Vincere,EDward Gaming
255,12,14,6,6,0,6,6,2,6,6,0,Natus Vincere,Defense,Natus Vincere,EDward Gaming
256,9,13,3,6,0,4,9,0,3,9,-6,DRX,Attack,DRX,FUT Esports
256,13,8,7,6,0,6,2,0,6,6,0,FUT Esports,Attack,DRX,FUT Esports
256,13,4,2,11,0,1,3,0,11,1,10,FUT Esports,Attack,DRX,FUT Esports
257,4,13,0,4,0,8,5,0,4,8,-4,EDward Gaming,Attack,T1,EDward Gaming
257,6,13,4,2,0,10,3,0,2,10,-8,T1,Defense,T1,EDward Gaming
258,7,13,4,3,0,9,4,0,3,9,-6,LOUD,Defense,LOUD,Evil Geniuses
258,5,13,5,0,0,6,7,0,5,7,-2,Evil Geniuses,Defense,LOUD,Evil Geniuses
259,13,9,7,6,0,6,3,0,6,6,0,Team Liquid,Defense,Team Liquid,EDward Gaming
259,8,13,2,6,0,6,7,0,6,6,0,EDward Gaming,Attack,Team Liquid,EDward Gaming
259,13,11,8,5,0,7,4,0,5,7,-2,EDward Gaming,Attack,Team Liquid,EDward Gaming
260,13,9,7,6,0,6,3,0,6,6,0,NRG Esports,Attack,FNATIC,NRG Esports
260,13,4,10,3,0,2,2,0,10,2,8,FNATIC,Attack,FNATIC,NRG Esports
261,13,10,9,4,0,7,3,0,9,3,6,Paper Rex,Attack,Paper Rex,DRX
261,13,10,5,8,0,4,6,0,8,4,4,DRX,Attack,Paper Rex,DRX
262,13,6,8,5,0,2,4,0,8,4,4,EDward Gaming,Attack,EDward Gaming,LOUD
262,13,10,8,5,0,7,3,0,5,7,-2,LOUD,Attack,EDward Gaming,LOUD
263,11,13,3,8,0,4,9,0,8,4,4,NRG Esports,Attack,DRX,NRG Esports
263,5,13,4,1,0,5,8,0,4,8,-4,DRX,Attack,DRX,NRG Esports
264,2,13,1,1,0,11,2,0,1,11,-10,Team Liquid,Defense,Team Liquid,Evil Geniuses
264,9,13,5,4,0,6,7,0,5,7,-2,Evil Geniuses,Defense,Team Liquid,Evil Geniuses
265,5,13,0,5,0,1,12,0,0,12,-12,Paper Rex,Attack,Paper Rex,FNATIC
265,7,13,4,3,0,9,4,0,3,9,-6,FNATIC,Attack,Paper Rex,FNATIC
266,12,14,4,8,0,4,8,2,8,4,4,Team Liquid,Defense,Team Liquid,NRG Esports
266,13,8,7,6,0,3,5,0,7,5,2,NRG Esports,Defense,Team Liquid,NRG Esports
266,5,13,1,4,0,8,5,0,4,8,-4,NRG Esports,Attack,Team Liquid,NRG Esports
267,14,12,4,8,2,4,8,0,4,8,-4,Paper Rex,Attack,Paper Rex,EDward Gaming
267,9,13,3,6,0,6,7,0,6,6,0,EDward Gaming,Attack,Paper Rex,EDward Gaming
267,13,8,5,8,0,4,4,0,8,4,4,EDward Gaming,Attack,Paper Rex,EDward Gaming
268,13,3,10,3,0,1,2,0,10,2,8,Evil Geniuses,Defense,FNATIC,Evil Geniuses
268,9,13,3,6,0,4,9,0,3,9,-6,FNATIC,Attack,FNATIC,Evil Geniuses
268,13,11,7,6,0,6,5,0,6,6,0,FNATIC,Defense,FNATIC,Evil Geniuses
269,13,15,5,7,1,5,7,3,7,5,2,Paper Rex,Attack,NRG Esports,Paper Rex
269,13,6,10,3,0,4,2,0,10,2,8,NRG Esports,Attack,NRG Esports,Paper Rex
269,11,13,7,4,0,8,5,0,7,5,2,NRG Esports,Attack,NRG Esports,Paper Rex
270,13,7,4,9,0,3,4,0,9,3,6,Paper Rex,Attack,Evil Geniuses,Paper Rex
270,12,14,7,5,0,7,5,2,5,7,-2,Evil Geniuses,Defense,Evil Geniuses,Paper Rex
270,10,13,2,8,0,4,9,0,8,4,4,Paper Rex,Attack,Evil Geniuses,Paper Rex
270,13,6,6,7,0,5,1,0,7,5,2,Evil Geniuses,Defense,Evil Geniuses,Paper Rex
270,13,8,8,5,0,4,4,0,8,4,4,Paper Rex,Defense,Evil Geniuses,Paper Rex
271,13,8,6,7,0,2,6,0,6,6,0,Evil Geniuses,Defense,FNATIC,Evil Geniuses
271,13,11,5,8,0,4,7,0,8,4,4,FNATIC,Defense,FNATIC,Evil Geniuses
271,14,12,8,4,2,8,4,0,4,8,-4,Evil Geniuses,Attack,FNATIC,Evil Geniuses
272,7,13,3,4,0,4,9,0,3,9,-6,MIBR,Attack,MIBR,KRÜ Esports
272,8,13,5,3,0,9,4,0,3,9,-6,KRÜ Esports,Attack,MIBR,KRÜ Esports
273,14,12,7,5,2,7,5,0,7,5,2,FURIA,Attack,FURIA,KRÜ Esports
273,4,13,1,3,0,9,4,0,3,9,-6,KRÜ Esports,Attack,FURIA,KRÜ Esports
273,11,13,4,7,0,5,8,0,7,5,2,KRÜ Esports,Attack,FURIA,KRÜ Esports
274,12,14,3,9,0,3,9,2,9,3,6,Sentinels,Defense,Sentinels,100 Thieves
274,13,7,5,8,0,0,7,0,5,7,-2,100 Thieves,Defense,Sentinels,100 Thieves
274,13,7,10,3,0,5,2,0,10,2,8,100 Thieves,Defense,Sentinels,100 Thieves
275,13,8,8,5,0,4,4,0,8,4,4,Cloud9,Attack,Cloud9,Sentinels
275,5,13,3,2,0,4,9,0,3,9,-6,Sentinels,Defense,Cloud9,Sentinels
275,13,8,8,5,0,4,4,0,8,4,4,Sentinels,Defense,Cloud9,Sentinels
276,5,13,2,3,0,9,4,0,3,9,-6,LEVIATÁN,Defense,LEVIATÁN,KRÜ Esports
276,7,13,5,2,0,6,7,0,5,7,-2,KRÜ Esports,Defense,LEVIATÁN,KRÜ Esports
277,13,4,5,8,0,4,0,0,8,4,4,Cloud9,Defense,Cloud9,KRÜ Esports
277,4,13,4,0,0,12,1,0,0,12,-12,KRÜ Esports,Attack,Cloud9,KRÜ Esports
277,6,13,2,4,0,8,5,0,4,8,-4,KRÜ Esports,Attack,Cloud9,KRÜ Esports
278,8,13,2,6,0,6,7,0,6,6,0,Sentinels,Defense,Sentinels,LEVIATÁN
278,4,13,4,0,0,5,8,0,4,8,-4,LEVIATÁN,Defense,Sentinels,LEVIATÁN
279,13,7,8,5,0,3,4,0,8,4,4,LEVIATÁN,Defense,Cloud9,LEVIATÁN
279,13,9,6,7,0,3,6,0,6,6,0,Cloud9,Attack,Cloud9,LEVIATÁN
279,11,13,6,5,0,7,6,0,6,6,0,LEVIATÁN,Defense,Cloud9,LEVIATÁN
279,10,13,9,1,0,10,3,0,9,3,6,Cloud9,Attack,Cloud9,LEVIATÁN
279,7,13,2,5,0,7,6,0,5,7,-2,LEVIATÁN,Attack,Cloud9,LEVIATÁN
280,13,5,9,4,0,2,3,0,9,3,6,LEVIATÁN,Defense,KRÜ Esports,LEVIATÁN
280,8,13,1,7,0,5,8,0,7,5,2,KRÜ Esports,Defense,KRÜ Esports,LEVIATÁN
280,13,6,7,6,0,1,5,0,7,5,2,LEVIATÁN,Defense,KRÜ Esports,LEVIATÁN
280,13,10,7,6,0,6,4,0,6,6,0,KRÜ Esports,Defense,KRÜ Esports,LEVIATÁN
281,13,7,7,6,0,2,5,0,7,5,2,TALON,Attack,TALON,DetonatioN FocusMe
281,13,8,7,6,0,3,5,0,7,5,2,DetonatioN FocusMe,Defense,TALON,DetonatioN FocusMe
282,13,10,7,6,0,5,5,0,7,5,2,Rex Regum Qeon,Attack,Rex Regum Qeon,Global Esports
282,13,10,6,7,0,4,6,0,6,6,0,Global Esports,Defense,Rex Regum Qeon,Global Esports
283,11,13,2,9,0,3,10,0,9,3,6,Gen.G,Defense,Gen.G,TALON
283,13,10,6,7,0,5,5,0,7,5,2,TALON,Attack,Gen.G,TALON
283,15,13,8,4,3,8,4,1,4,8,-4,TALON,Attack,Gen.G,TALON
284,2,13,2,0,0,3,10,0,2,10,-8,ZETA DIVISION,Attack,ZETA DIVISION,Rex Regum Qeon
284,13,8,6,7,0,5,3,0,7,5,2,Rex Regum Qeon,Attack,ZETA DIVISION,Rex Regum Qeon
284,21,19,4,8,9,4,8,7,8,4,4,Rex Regum Qeon,Attack,ZETA DIVISION,Rex Regum Qeon
285,13,6,4,9,0,3,3,0,9,3,6,Gen.G,Attack,Team Secret,Gen.G
285,13,8,5,8,0,4,4,0,8,4,4,Team Secret,Defense,Team Secret,Gen.G
286,13,9,9,4,0,6,3,0,9,3,6,ZETA DIVISION,Attack,ZETA DIVISION,Team Secret
286,13,7,7,6,0,6,1,0,6,6,0,Team Secret,Attack,ZETA DIVISION,Team Secret
287,6,13,4,2,0,5,8,0,4,8,-4,Gen.G,Defense,Rex Regum Qeon,Gen.G
287,13,2,10,3,0,0,2,0,10,2,8,Rex Regum Qeon,Attack,Rex Regum Qeon,Gen.G
287,7,13,4,3,0,9,4,0,3,9,-6,Rex Regum Qeon,Defense,Rex Regum Qeon,Gen.G
288,10,13,3,7,0,4,9,0,3,9,-6,Gen.G,Defense,Team Secret,Gen.G
288,13,11,5,8,0,4,7,0,5,7,-2,Team Secret,Attack,Team Secret,Gen.G
288,13,2,10,3,0,0,2,0,10,2,8,Gen.G,Defense,Team Secret,Gen.G
288,13,6,10,3,0,4,2,0,10,2,8,Team Secret,Attack,Team Secret,Gen.G
289,14,12,5,7,2,5,7,0,7,5,2,Team Secret,Attack,ZETA DIVISION,Team Secret
289,9,13,3,6,0,6,7,0,6,6,0,ZETA DIVISION,Defense,ZETA DIVISION,Team Secret
289,13,7,10,3,0,5,2,0,10,2,8,Team Secret,Defense,ZETA DIVISION,Team Secret
289,13,6,7,6,0,1,5,0,7,5,2,ZETA DIVISION,Attack,ZETA DIVISION,Team Secret
290,8,13,7,1,0,8,5,0,7,5,2,Team Heretics,Attack,Team Heretics,KOI
290,13,10,4,9,0,2,8,0,4,8,-4,KOI,Defense,Team Heretics,KOI
290,6,13,4,2,0,5,8,0,4,8,-4,KOI,Defense,Team Heretics,KOI
291,14,12,4,8,2,4,8,0,4,8,-4,Karmine Corp,Defense,BBL Esports,Karmine Corp
291,9,13,5,4,0,6,7,0,5,7,-2,BBL Esports,Attack,BBL Esports,Karmine Corp
291,12,14,7,5,0,7,5,2,5,7,-2,BBL Esports,Defense,BBL Esports,Karmine Corp
292,6,13,0,6,0,6,7,0,6,6,0,Natus Vincere,Defense,Natus Vincere,KOI
292,3,13,3,0,0,4,9,0,3,9,-6,KOI,Defense,Natus Vincere,KOI
293,13,11,4,9,0,3,8,0,9,3,6,GIANTX,Defense,GIANTX,Karmine Corp
293,13,5,10,3,0,3,2,0,10,2,8,Karmine Corp,Defense,GIANTX,Karmine Corp
294,12,14,5,7,0,5,7,2,5,7,-2,GIANTX,Defense,KOI,GIANTX
294,5,13,0,5,0,7,6,0,5,7,-2,KOI,Defense,KOI,GIANTX
295,13,6,6,7,0,5,1,0,7,5,2,Natus Vincere,Defense,Natus Vincere,Karmine Corp
295,7,13,5,2,0,6,7,0,5,7,-2,Karmine Corp,Defense,Natus Vincere,Karmine Corp
295,13,7,8,5,0,3,4,0,8,4,4,Karmine Corp,Defense,Natus Vincere,Karmine Corp
296,12,14,5,7,0,5,7,2,7,5,2,Natus Vincere,Attack,KOI,Natus Vincere
296,10,13,8,2,0,10,3,0,2,10,-8,KOI,Defense,KOI,Natus Vincere
296,9,13,7,2,0,8,5,0,7,5,2,Natus Vincere,Defense,KOI,Natus Vincere
297,13,11,6,7,0,5,6,0,6,6,0,Natus Vincere,Defense,GIANTX,Natus Vincere
297,13,7,6,7,0,5,2,0,7,5,2,GIANTX,Defense,GIANTX,Natus Vincere
297,13,9,7,6,0,4,5,0,7,5,2,Natus Vincere,Defense,GIANTX,Natus Vincere
298,11,13,6,5,0,7,6,0,6,6,0,Team Liquid,Attack,Team Liquid,Natus Vincere
298,15,17,7,5,3,7,5,5,7,5,2,Natus Vincere,Defense,Team Liquid,Natus Vincere
299,13,15,7,5,1,7,5,3,7,5,2,DRX,Attack,DRX,LOUD
299,13,6,5,8,0,4,2,0,8,4,4,LOUD,Attack,DRX,LOUD
299,13,8,5,8,0,4,4,0,8,4,4,LOUD,Attack,DRX,LOUD
300,13,4,4,9,0,3,1,0,9,3,6,FUT Esports,Defense,FUT Esports,T1
300,13,7,6,7,0,5,2,0,7,5,2,T1,Attack,FUT Esports,T1
301,13,8,7,6,0,6,2,0,6,6,0,FunPlus Phoenix,Attack,Evil Geniuses,FunPlus Phoenix
301,13,8,4,9,0,3,5,0,9,3,6,Evil Geniuses,Defense,Evil Geniuses,FunPlus Phoenix
302,13,15,4,8,1,4,8,3,8,4,4,DRX,Attack,Natus Vincere,DRX
302,13,9,7,6,0,6,3,0,6,6,0,Natus Vincere,Defense,Natus Vincere,DRX
302,12,14,6,6,0,6,6,2,6,6,0,Natus Vincere,Defense,Natus Vincere,DRX
303,12,14,7,5,0,7,5,2,7,5,2,NRG Esports,Attack,NRG Esports,Bilibili Gaming
303,8,13,4,4,0,5,8,0,4,8,-4,Bilibili Gaming,Defense,NRG Esports,Bilibili Gaming
304,13,5,8,5,0,1,4,0,8,4,4,FNATIC,Attack,FNATIC,ZETA DIVISION
304,13,6,7,6,0,1,5,0,7,5,2,ZETA DIVISION,Defense,FNATIC,ZETA DIVISION
305,15,13,3,9,3,3,9,1,9,3,6,FUT Esports,Attack,Evil Geniuses,FUT Esports
305,13,9,7,6,0,6,3,0,6,6,0,Evil Geniuses,Defense,Evil Geniuses,FUT Esports
306,13,7,8,5,0,3,4,0,8,4,4,Paper Rex,Attack,Paper Rex,KRÜ Esports
306,13,8,8,5,0,4,4,0,8,4,4,KRÜ Esports,Defense,Paper Rex,KRÜ Esports
307,13,15,9,3,1,9,3,3,3,9,-6,EDward Gaming,Defense,EDward Gaming,GIANTX
307,13,11,6,7,0,5,6,0,6,6,0,GIANTX,Defense,EDward Gaming,GIANTX
307,13,8,7,6,0,3,5,0,7,5,2,GIANTX,Defense,EDward Gaming,GIANTX
308,13,2,10,3,0,0,2,0,10,2,8,FNATIC,Attack,FNATIC,Bilibili Gaming
308,13,8,9,4,0,5,3,0,9,3,6,Bilibili Gaming,Defense,FNATIC,Bilibili Gaming
309,2,13,2,0,0,3,10,0,2,10,-8,Team Liquid,Attack,Team Liquid,LOUD
309,8,13,2,6,0,6,7,0,6,6,0,LOUD,Attack,Team Liquid,LOUD
310,10,13,7,3,0,8,5,0,7,5,2,T1,Defense,FunPlus Phoenix,T1
310,7,13,4,3,0,9,4,0,3,9,-6,FunPlus Phoenix,Defense,FunPlus Phoenix,T1
311,13,7,8,5,0,3,4,0,8,4,4,Paper Rex,Attack,Paper Rex,EDward Gaming
311,16,14,7,5,4,7,5,2,5,7,-2,EDward Gaming,Attack,Paper Rex,EDward Gaming
312,10,13,7,3,0,8,5,0,7,5,2,GIANTX,Defense,KRÜ Esports,GIANTX
312,12,14,5,7,0,5,7,2,5,7,-2,KRÜ Esports,Attack,KRÜ Esports,GIANTX
313,13,15,5,7,1,5,7,3,7,5,2,NRG Esports,Attack,ZETA DIVISION,NRG Esports
313,1,13,0,1,0,11,2,0,1,11,-10,ZETA DIVISION,Defense,ZETA DIVISION,NRG Esports
314,13,11,5,8,0,4,7,0,8,4,4,LOUD,Attack,Natus Vincere,LOUD
314,11,13,5,6,0,6,7,0,6,6,0,Natus Vincere,Defense,Natus Vincere,LOUD
314,11,13,6,5,0,7,6,0,5,7,-2,Natus Vincere,Defense,Natus Vincere,LOUD
315,13,10,3,10,0,2,8,0,10,2,8,FUT Esports,Defense,FUT Esports,T1
315,14,12,7,5,2,7,5,0,7,5,2,T1,Defense,FUT Esports,T1
316,13,6,9,4,0,3,3,0,9,3,6,EDward Gaming,Attack,EDward Gaming,GIANTX
316,13,7,5,8,0,4,3,0,8,4,4,GIANTX,Attack,EDward Gaming,GIANTX
317,13,10,8,5,0,7,3,0,5,7,-2,Bilibili Gaming,Defense,Bilibili Gaming,NRG Esports
317,13,5,8,5,0,1,4,0,8,4,4,NRG Esports,Defense,Bilibili Gaming,NRG Esports
318,11,13,5,6,0,6,7,0,6,6,0,FNATIC,Defense,FNATIC,LOUD
318,6,13,2,4,0,8,5,0,4,8,-4,LOUD,Attack,FNATIC,LOUD
319,13,10,4,9,0,2,8,0,4,8,-4,Paper Rex,Attack,Paper Rex,FUT Esports
319,13,4,11,2,0,3,1,0,11,1,10,FUT Esports,Defense,Paper Rex,FUT Esports
320,13,10,2,11,0,0,10,0,2,10,-8,DRX,Attack,DRX,Bilibili Gaming
320,13,9,7,6,0,4,5,0,7,5,2,Bilibili Gaming,Defense,DRX,Bilibili Gaming
321,12,14,8,4,0,8,4,2,4,8,-4,Evil Geniuses,Defense,Evil Geniuses,EDward Gaming
321,13,5,5,8,0,4,1,0,8,4,4,EDward Gaming,Attack,Evil Geniuses,EDward Gaming
321,13,5,5,8,0,4,1,0,8,4,4,EDward Gaming,Attack,Evil Geniuses,EDward Gaming
322,13,5,10,3,0,3,2,0,10,2,8,FUT Esports,Defense,FNATIC,FUT Esports
322,13,9,5,8,0,2,7,0,5,7,-2,FNATIC,Attack,FNATIC,FUT Esports
323,4,13,2,2,0,10,3,0,2,10,-8,EDward Gaming,Attack,Bilibili Gaming,EDward Gaming
323,15,13,4,8,3,4,8,1,8,4,4,Bilibili Gaming,Defense,Bilibili Gaming,EDward Gaming
323,10,13,6,4,0,7,6,0,6,6,0,Bilibili Gaming,Attack,Bilibili Gaming,EDward Gaming
324,13,15,5,7,1,5,7,3,7,5,2,Paper Rex,Attack,LOUD,Paper Rex
324,13,2,10,3,0,0,2,0,10,2,8,LOUD,Attack,LOUD,Paper Rex
324,10,13,5,5,0,7,6,0,5,7,-2,LOUD,Defense,LOUD,Paper Rex
325,9,13,4,5,0,5,8,0,4,8,-4,DRX,Attack,DRX,Evil Geniuses
325,4,13,2,2,0,10,3,0,2,10,-8,Evil Geniuses,Attack,DRX,Evil Geniuses
326,11,13,5,6,0,6,7,0,6,6,0,LOUD,Defense,LOUD,EDward Gaming
326,13,5,5,8,0,4,1,0,8,4,4,EDward Gaming,Attack,LOUD,EDward Gaming
326,13,11,7,6,0,6,5,0,6,6,0,EDward Gaming,Attack,LOUD,EDward Gaming
327,13,1,2,11,0,1,0,0,11,1,10,DRX,Defense,DRX,FNATIC
327,9,13,3,6,0,6,7,0,6,6,0,FNATIC,Attack,DRX,FNATIC
327,6,13,1,5,0,7,6,0,5,7,-2,FNATIC,Attack,DRX,FNATIC
328,10,13,7,3,0,8,5,0,7,5,2,Paper Rex,Attack,Paper Rex,Evil Geniuses
328,13,9,5,8,0,2,7,0,5,7,-2,Evil Geniuses,Defense,Paper Rex,Evil Geniuses
328,15,13,6,6,3,6,6,1,6,6,0,Evil Geniuses,Defense,Paper Rex,Evil Geniuses
329,4,13,0,4,0,8,5,0,4,8,-4,LOUD,Attack,FNATIC,LOUD
329,13,9,8,5,0,7,2,0,5,7,-2,FNATIC,Defense,FNATIC,LOUD
329,7,13,4,3,0,5,8,0,4,8,-4,FNATIC,Attack,FNATIC,LOUD
330,14,12,7,5,2,7,5,0,7,5,2,LOUD,Defense,Evil Geniuses,LOUD
330,13,4,10,3,0,2,2,0,10,2,8,Evil Geniuses,Attack,Evil Geniuses,LOUD
330,8,13,5,3,0,9,4,0,3,9,-6,LOUD,Attack,Evil Geniuses,LOUD
330,7,13,4,3,0,9,4,0,3,9,-6,Evil Geniuses,Defense,Evil Geniuses,LOUD
330,13,8,7,6,0,3,5,0,7,5,2,LOUD,Defense,Evil Geniuses,LOUD
331,10,13,8,2,0,9,4,0,8,4,4,Evil Geniuses,Defense,Paper Rex,Evil Geniuses
331,13,11,7,6,0,6,5,0,7,5,2,Paper Rex,Attack,Paper Rex,Evil Geniuses
331,5,13,3,2,0,4,9,0,3,9,-6,Evil Geniuses,Defense,Paper Rex,Evil Geniuses
331,10,13,7,3,0,8,5,0,7,5,2,Paper Rex,Attack,Paper Rex,Evil Geniuses
332,13,10,5,8,0,4,6,0,8,4,4,NRG Esports,Defense,NRG Esports,FURIA
332,13,8,6,7,0,2,6,0,6,6,0,FURIA,Defense,NRG Esports,FURIA
333,13,11,8,5,0,7,4,0,5,7,-2,MIBR,Attack,Cloud9,MIBR
333,8,13,2,6,0,6,7,0,6,6,0,Cloud9,Defense,Cloud9,MIBR
333,13,10,5,8,0,3,7,0,5,7,-2,Cloud9,Attack,Cloud9,MIBR
334,13,11,4,9,0,3,8,0,4,8,-4,LOUD,Attack,LOUD,Sentinels
334,13,9,5,8,0,2,7,0,5,7,-2,Sentinels,Defense,LOUD,Sentinels
335,13,9,7,6,0,4,5,0,7,5,2,LEVIATÁN,Attack,LEVIATÁN,100 Thieves
335,3,13,3,0,0,4,9,0,3,9,-6,100 Thieves,Defense,LEVIATÁN,100 Thieves
335,13,11,6,7,0,5,6,0,7,5,2,100 Thieves,Attack,LEVIATÁN,100 Thieves
336,13,9,7,6,0,6,3,0,6,6,0,KRÜ Esports,Defense,KRÜ Esports,G2 Esports
336,9,13,6,3,0,7,6,0,6,6,0,G2 Esports,Defense,KRÜ Esports,G2 Esports
336,11,13,7,4,0,8,5,0,7,5,2,G2 Esports,Defense,KRÜ Esports,G2 Esports
337,9,13,7,2,0,8,5,0,7,5,2,FURIA,Attack,FURIA,MIBR
337,11,13,3,8,0,4,9,0,8,4,4,MIBR,Attack,FURIA,MIBR
338,13,5,9,4,0,2,3,0,9,3,6,Sentinels,Attack,Sentinels,100 Thieves
338,6,13,2,4,0,8,5,0,4,8,-4,100 Thieves,Attack,Sentinels,100 Thieves
338,13,8,7,6,0,3,5,0,7,5,2,100 Thieves,Defense,Sentinels,100 Thieves
339,13,7,5,8,0,4,3,0,8,4,4,NRG Esports,Defense,NRG Esports,Cloud9
339,14,12,5,7,2,5,7,0,5,7,-2,Cloud9,Defense,NRG Esports,Cloud9
340,11,13,8,3,0,9,4,0,3,9,-6,LOUD,Defense,LOUD,LEVIATÁN
340,13,10,7,6,0,6,4,0,6,6,0,LEVIATÁN,Attack,LOUD,LEVIATÁN
340,13,7,9,4,0,4,3,0,9,3,6,LEVIATÁN,Defense,LOUD,LEVIATÁN
341,13,15,8,4,1,8,4,3,8,4,4,Evil Geniuses,Defense,G2 Esports,Evil Geniuses
