Match ID,Team 1 Score,Team 2 Score,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 1 Overtime Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Team 2 Overtime Rounds,Team 1 Halftime Score,Team 2 Halftime Score,Halftime Lead,Side Picker,Side Picked,Team 1,Team 2
111,10,13,5,5,0,7,6,0,5,7,-2,Team Liquid,Attack,GIANTX,Team Liquid
112,14,12,7,5,2,7,5,0,7,5,2,Team Heretics,Defense,BBL Esports,Team Heretics
112,10,13,6,4,0,7,6,0,6,6,0,BBL Esports,Attack,BBL Esports,Team Heretics
112,13,2,2,11,0,1,1,0,11,1,10,BBL Esports,Defense,BBL Esports,Team Heretics
113,6,13,1,5,0,2,11,0,1,11,-10,KOI,Attack,KOI,Karmine Corp
113,13,8,6,7,0,2,6,0,6,6,0,Karmine Corp,Defense,KOI,Karmine Corp
113,11,13,4,7,0,5,8,0,7,5,2,Karmine Corp,Attack,KOI,Karmine Corp
114,5,13,5,0,0,6,7,0,5,7,-2,FUT Esports,Attack,FUT Esports,FNATIC
114,5,13,1,4,0,8,5,0,4,8,-4,FNATIC,Attack,FUT Esports,FNATIC
115,10,13,3,7,0,4,9,0,3,9,-6,Natus Vincere,Defense,Team Vitality,Natus Vincere
115,10,13,5,5,0,7,6,0,5,7,-2,Team Vitality,Defense,Team Vitality,Natus Vincere
116,12,14,5,7,0,5,7,2,7,5,2,Team Vitality,Defense,Team Vitality,FNATIC
116,8,13,2,6,0,6,7,0,6,6,0,FNATIC,Attack,Team Vitality,FNATIC
117,13,8,6,7,0,5,3,0,7,5,2,Karmine Corp,Attack,FUT Esports,Karmine Corp
117,13,5,5,8,0,4,1,0,8,4,4,FUT Esports,Defense,FUT Esports,Karmine Corp
118,13,3,4,9,0,3,0,0,9,3,6,BBL Esports,Attack,KOI,BBL Esports
118,4,13,1,3,0,9,4,0,3,9,-6,KOI,Defense,KOI,BBL Esports
118,5,13,0,5,0,7,6,0,5,7,-2,KOI,Defense,KOI,BBL Esports
119,13,11,7,6,0,6,5,0,6,6,0,Team Liquid,Attack,Natus Vincere,Team Liquid
119,13,11,5,8,0,4,7,0,5,7,-2,Natus Vincere,Attack,Natus Vincere,Team Liquid
120,9,13,6,3,0,9,4,0,3,9,-6,Team Heretics,Attack,GIANTX,Team Heretics
120,14,16,5,7,2,5,7,4,7,5,2,GIANTX,Defense,GIANTX,Team Heretics
121,4,13,2,2,0,10,3,0,2,10,-8,KOI,Defense,KOI,FNATIC
121,9,13,1,8,0,4,9,0,8,4,4,FNATIC,Attack,KOI,FNATIC
122,13,6,5,8,0,4,2,0,8,4,4,Team Vitality,Attack,GIANTX,Team Vitality
122,10,13,5,5,0,7,6,0,5,7,-2,GIANTX,Defense,GIANTX,Team Vitality
122,13,10,6,7,0,5,5,0,7,5,2,GIANTX,Defense,GIANTX,Team Vitality
123,9,13,3,6,0,4,9,0,3,9,-6,Natus Vincere,Defense,FUT Esports,Natus Vincere
123,11,13,3,8,0,4,9,0,3,9,-6,FUT Esports,Attack,FUT Esports,Natus Vincere
124,2,13,2,0,0,3,10,0,2,10,-8,Karmine Corp,Attack,Karmine Corp,FNATIC
124,10,13,4,6,0,6,7,0,6,6,0,FNATIC,Attack,Karmine Corp,FNATIC
125,11,13,8,3,0,9,4,0,3,9,-6,BBL Esports,Defense,BBL Esports,Team Liquid
125,13,7,8,5,0,3,4,0,8,4,4,Team Liquid,Defense,BBL Esports,Team Liquid
125,7,13,2,5,0,7,6,0,5,7,-2,Team Liquid,Attack,BBL Esports,Team Liquid
126,13,7,9,4,0,4,3,0,9,3,6,Team Heretics,Defense,KOI,Team Heretics
126,9,13,7,2,0,8,5,0,7,5,2,KOI,Attack,KOI,Team Heretics
126,13,11,8,5,0,7,4,0,5,7,-2,KOI,Defense,KOI,Team Heretics
127,13,9,7,6,0,6,3,0,6,6,0,Natus Vincere,Attack,FNATIC,Natus Vincere
127,13,8,5,8,0,4,4,0,8,4,4,FNATIC,Defense,FNATIC,Natus Vincere
128,10,13,2,8,0,4,9,0,8,4,4,Team Heretics,Defense,Team Heretics,Team Vitality
128,13,15,8,4,1,8,4,3,4,8,-4,Team Vitality,Attack,Team Heretics,Team Vitality
129,14,16,9,3,2,9,3,4,9,3,6,GIANTX,Defense,Karmine Corp,GIANTX
129,5,13,1,4,0,8,5,0,4,8,-4,Karmine Corp,Defense,Karmine Corp,GIANTX
130,7,13,5,2,0,6,7,0,5,7,-2,KOI,Attack,KOI,Team Liquid
130,13,11,8,5,0,7,4,0,5,7,-2,Team Liquid,Attack,KOI,Team Liquid
130,8,13,5,3,0,6,7,0,5,7,-2,Team Liquid,Defense,KOI,Team Liquid
131,5,13,0,5,0,7,6,0,5,7,-2,BBL Esports,Defense,BBL Esports,FUT Esports
131,7,13,5,2,0,10,3,0,2,10,-8,FUT Esports,Attack,BBL Esports,FUT Esports
132,5,13,3,2,0,4,9,0,3,9,-6,GIANTX,Attack,GIANTX,FUT Esports
132,12,14,3,9,0,3,9,2,3,9,-6,FUT Esports,Defense,GIANTX,FUT Esports
133,6,13,3,3,0,4,9,0,3,9,-6,Team Liquid,Attack,Team Liquid,Team Vitality
133,13,11,5,8,0,4,7,0,8,4,4,Team Vitality,Attack,Team Liquid,Team Vitality
133,13,11,6,7,0,5,6,0,6,6,0,Team Vitality,Defense,Team Liquid,Team Vitality
134,9,13,8,1,0,9,4,0,8,4,4,FUT Esports,Defense,FNATIC,FUT Esports
134,13,2,3,10,0,2,0,0,10,2,8,FNATIC,Defense,FNATIC,FUT Esports
134,13,1,11,2,0,0,1,0,11,1,10,FNATIC,Attack,FNATIC,FUT Esports
135,11,13,3,8,0,4,9,0,8,4,4,Natus Vincere,Defense,Natus Vincere,Team Liquid
135,10,13,8,2,0,9,4,0,8,4,4,Team Liquid,Defense,Natus Vincere,Team Liquid
136,13,9,9,4,0,8,1,0,4,8,-4,FUT Esports,Defense,FUT Esports,Team Vitality
136,9,13,5,4,0,8,5,0,4,8,-4,Team Vitality,Attack,FUT Esports,Team Vitality
136,13,6,4,9,0,3,3,0,9,3,6,Team Vitality,Attack,FUT Esports,Team Vitality
137,13,9,6,7,0,3,6,0,6,6,0,GIANTX,Defense,Natus Vincere,GIANTX
137,13,9,5,8,0,4,5,0,8,4,4,Natus Vincere,Defense,Natus Vincere,GIANTX
138,14,12,7,5,2,7,5,0,7,5,2,Team Liquid,Defense,FNATIC,Team Liquid
138,13,6,7,6,0,6,0,0,6,6,0,FNATIC,Defense,FNATIC,Team Liquid
139,8,13,6,2,0,10,3,0,2,10,-8,Natus Vincere,Defense,Natus Vincere,FUT Esports
139,7,13,3,4,0,8,5,0,4,8,-4,FUT Esports,Attack,Natus Vincere,FUT Esports
140,13,5,9,4,0,2,3,0,9,3,6,FUT Esports,Defense,Team Liquid,FUT Esports
140,17,15,10,2,5,10,2,3,2,10,-8,Team Liquid,Defense,Team Liquid,FUT Esports
140,13,5,7,6,0,0,5,0,7,5,2,FUT Esports,Defense,Team Liquid,FUT Esports
141,13,11,8,5,0,7,4,0,8,4,4,Team Liquid,Defense,FNATIC,Team Liquid
141,12,14,4,8,0,4,8,2,4,8,-4,FNATIC,Attack,FNATIC,Team Liquid
141,6,13,4,2,0,5,8,0,4,8,-4,Team Liquid,Defense,FNATIC,Team Liquid
141,11,13,4,7,0,5,8,0,4,8,-4,FNATIC,Attack,FNATIC,Team Liquid
142,13,11,6,7,0,5,6,0,7,5,2,100 Thieves,Attack,Sentinels,100 Thieves
142,12,14,5,7,0,5,7,2,7,5,2,Sentinels,Defense,Sentinels,100 Thieves
142,14,12,8,4,2,8,4,0,4,8,-4,Sentinels,Defense,Sentinels,100 Thieves
143,11,13,6,5,0,7,6,0,6,6,0,FURIA,Defense,KRÜ Esports,FURIA
143,5,13,0,5,0,7,6,0,5,7,-2,KRÜ Esports,Defense,KRÜ Esports,FURIA
144,13,5,5,8,0,4,1,0,8,4,4,MIBR,Attack,LOUD,MIBR
144,11,13,5,6,0,6,7,0,5,7,-2,LOUD,Attack,LOUD,MIBR
144,13,11,8,5,0,7,4,0,8,4,4,LOUD,Attack,LOUD,MIBR
145,11,13,2,9,0,3,10,0,9,3,6,Cloud9,Attack,Evil Geniuses,Cloud9
145,9,13,5,4,0,8,5,0,4,8,-4,Evil Geniuses,Defense,Evil Geniuses,Cloud9
146,13,11,7,6,0,6,5,0,6,6,0,NRG Esports,Attack,LEVIATÁN,NRG Esports
146,13,4,5,8,0,4,0,0,8,4,4,LEVIATÁN,Defense,LEVIATÁN,NRG Esports
147,13,7,8,5,0,3,4,0,8,4,4,LOUD,Defense,Cloud9,LOUD
147,8,13,5,3,0,9,4,0,3,9,-6,Cloud9,Defense,Cloud9,LOUD
147,7,13,4,3,0,5,8,0,4,8,-4,Cloud9,Attack,Cloud9,LOUD
148,13,11,10,3,0,9,2,0,3,9,-6,FURIA,Attack,LEVIATÁN,FURIA
148,5,13,3,2,0,10,3,0,2,10,-8,LEVIATÁN,Defense,LEVIATÁN,FURIA
148,10,13,1,9,0,3,10,0,9,3,6,LEVIATÁN,Defense,LEVIATÁN,FURIA
149,13,10,9,4,0,7,3,0,9,3,6,NRG Esports,Attack,NRG Esports,Sentinels
149,13,2,3,10,0,2,0,0,10,2,8,Sentinels,Attack,NRG Esports,Sentinels
150,9,13,2,7,0,5,8,0,7,5,2,MIBR,Defense,MIBR,KRÜ Esports
150,13,11,9,4,0,8,3,0,4,8,-4,KRÜ Esports,Attack,MIBR,KRÜ Esports
150,14,12,7,5,2,7,5,0,7,5,2,KRÜ Esports,Defense,MIBR,KRÜ Esports
151,9,13,3,6,0,6,7,0,6,6,0,100 Thieves,Attack,Evil Geniuses,100 Thieves
151,5,13,2,3,0,9,4,0,3,9,-6,Evil Geniuses,Defense,Evil Geniuses,100 Thieves
152,13,7,5,8,0,4,3,0,8,4,4,100 Thieves,Attack,Cloud9,100 Thieves
152,14,12,4,8,2,4,8,0,8,4,4,Cloud9,Defense,Cloud9,100 Thieves
153,10,13,6,4,0,7,6,0,6,6,0,MIBR,Defense,NRG Esports,MIBR
153,16,14,8,4,4,8,4,2,8,4,4,NRG Esports,Attack,NRG Esports,MIBR
153,14,16,4,8,2,4,8,4,8,4,4,NRG Esports,Defense,NRG Esports,MIBR
154,14,12,7,5,2,7,5,0,5,7,-2,LEVIATÁN,Defense,LEVIATÁN,Sentinels
154,11,13,5,6,0,6,7,0,5,7,-2,Sentinels,Defense,LEVIATÁN,Sentinels
154,13,4,3,10,0,2,2,0,10,2,8,Sentinels,Attack,LEVIATÁN,Sentinels
155,13,11,10,3,0,9,2,0,3,9,-6,KRÜ Esports,Attack,Evil Geniuses,KRÜ Esports
155,11,13,3,8,0,4,9,0,8,4,4,Evil Geniuses,Defense,Evil Geniuses,KRÜ Esports
155,13,7,6,7,0,5,2,0,7,5,2,Evil Geniuses,Defense,Evil Geniuses,KRÜ Esports
156,13,9,6,7,0,3,6,0,6,6,0,FURIA,Defense,LOUD,FURIA
156,13,4,8,5,0,0,4,0,8,4,4,LOUD,Attack,LOUD,FURIA
157,6,13,1,5,0,7,6,0,5,7,-2,Sentinels,Attack,LOUD,Sentinels
157,13,11,7,6,0,6,5,0,7,5,2,LOUD,Attack,LOUD,Sentinels
157,13,8,4,9,0,3,5,0,9,3,6,LOUD,Defense,LOUD,Sentinels
158,13,4,3,10,0,2,2,0,10,2,8,MIBR,Attack,LEVIATÁN,MIBR
158,13,3,3,10,0,2,1,0,10,2,8,LEVIATÁN,Defense,LEVIATÁN,MIBR
159,13,4,4,9,0,3,1,0,9,3,6,100 Thieves,Attack,KRÜ Esports,100 Thieves
159,11,13,3,8,0,4,9,0,8,4,4,KRÜ Esports,Defense,KRÜ Esports,100 Thieves
159,5,13,4,1,0,5,8,0,4,8,-4,KRÜ Esports,Attack,KRÜ Esports,100 Thieves
160,13,15,5,7,1,5,7,3,7,5,2,Evil Geniuses,Defense,Evil Geniuses,FURIA
160,13,7,8,5,0,3,4,0,8,4,4,FURIA,Defense,Evil Geniuses,FURIA
160,10,13,7,3,0,8,5,0,7,5,2,FURIA,Defense,Evil Geniuses,FURIA
161,13,8,9,4,0,5,3,0,9,3,6,NRG Esports,Attack,NRG Esports,Cloud9
161,9,13,2,7,0,5,8,0,7,5,2,Cloud9,Attack,NRG Esports,Cloud9
161,7,13,4,3,0,5,8,0,4,8,-4,Cloud9,Defense,NRG Esports,Cloud9
162,5,13,2,3,0,9,4,0,3,9,-6,MIBR,Defense,MIBR,Sentinels
162,6,13,3,3,0,9,4,0,3,9,-6,Sentinels,Attack,MIBR,Sentinels
163,15,13,5,7,3,5,7,1,7,5,2,LEVIATÁN,Defense,LEVIATÁN,100 Thieves
163,11,13,5,6,0,6,7,0,6,6,0,100 Thieves,Attack,LEVIATÁN,100 Thieves
163,11,13,7,4,0,8,5,0,7,5,2,100 Thieves,Defense,LEVIATÁN,100 Thieves
164,13,3,9,4,0,0,3,0,9,3,6,Evil Geniuses,Attack,Evil Geniuses,LOUD
164,10,13,6,4,0,8,5,0,4,8,-4,LOUD,Attack,Evil Geniuses,LOUD
164,0,13,0,0,0,12,1,0,0,12,-12,LOUD,Attack,Evil Geniuses,LOUD
165,13,8,5,8,0,4,4,0,8,4,4,Cloud9,Defense,Cloud9,FURIA
165,13,9,7,6,0,6,3,0,6,6,0,FURIA,Attack,Cloud9,FURIA
166,13,10,8,5,0,6,4,0,8,4,4,KRÜ Esports,Defense,NRG Esports,KRÜ Esports
166,13,4,4,9,0,3,1,0,9,3,6,NRG Esports,Defense,NRG Esports,KRÜ Esports
167,13,7,6,7,0,5,2,0,7,5,2,100 Thieves,Attack,NRG Esports,100 Thieves
167,13,3,11,2,0,2,1,0,11,1,10,NRG Esports,Attack,NRG Esports,100 Thieves
168,11,13,8,3,0,9,4,0,8,4,4,MIBR,Attack,MIBR,FURIA
168,7,13,2,5,0,3,10,0,2,10,-8,FURIA,Defense,MIBR,FURIA
169,13,4,4,9,0,3,1,0,9,3,6,Cloud9,Defense,Cloud9,Sentinels
169,13,6,2,11,0,1,5,0,11,1,10,Sentinels,Attack,Cloud9,Sentinels
170,10,13,2,8,0,4,9,0,8,4,4,LEVIATÁN,Defense,LEVIATÁN,Evil Geniuses
170,13,10,7,6,0,6,4,0,6,6,0,Evil Geniuses,Attack,LEVIATÁN,Evil Geniuses
170,10,13,3,7,0,4,9,0,3,9,-6,Evil Geniuses,Defense,LEVIATÁN,Evil Geniuses
171,10,13,8,2,0,9,4,0,8,4,4,KRÜ Esports,Defense,LOUD,KRÜ Esports
171,13,11,4,9,0,3,8,0,4,8,-4,LOUD,Attack,LOUD,KRÜ Esports
171,13,10,8,5,0,6,4,0,8,4,4,LOUD,Attack,LOUD,KRÜ Esports
172,13,6,4,9,0,3,3,0,9,3,6,Sentinels,Attack,Evil Geniuses,Sentinels
172,13,5,10,3,0,3,2,0,10,2,8,Evil Geniuses,Attack,Evil Geniuses,Sentinels
173,13,5,7,6,0,0,5,0,7,5,2,MIBR,Defense,Cloud9,MIBR
173,13,4,5,8,0,4,0,0,8,4,4,Cloud9,Defense,Cloud9,MIBR
174,13,5,8,5,0,1,4,0,8,4,4,100 Thieves,Defense,LOUD,100 Thieves
174,15,13,6,6,3,6,6,1,6,6,0,LOUD,Attack,LOUD,100 Thieves
175,13,4,11,2,0,3,1,0,11,1,10,KRÜ Esports,Defense,LEVIATÁN,KRÜ Esports
175,13,4,4,9,0,3,1,0,9,3,6,LEVIATÁN,Defense,LEVIATÁN,KRÜ Esports
176,13,11,10,3,0,9,2,0,3,9,-6,FURIA,Attack,NRG Esports,FURIA
176,11,13,6,5,0,7,6,0,6,6,0,NRG Esports,Attack,NRG Esports,FURIA
176,13,6,8,5,0,2,4,0,8,4,4,NRG Esports,Attack,NRG Esports,FURIA
177,13,10,6,7,0,5,5,0,7,5,2,100 Thieves,Attack,FURIA,100 Thieves
177,7,13,5,2,0,10,3,0,2,10,-8,FURIA,Defense,FURIA,100 Thieves
177,11,13,5,6,0,6,7,0,6,6,0,FURIA,Defense,FURIA,100 Thieves
178,13,2,3,10,0,2,0,0,10,2,8,Evil Geniuses,Defense,Evil Geniuses,MIBR
178,13,5,5,8,0,4,1,0,8,4,4,MIBR,Attack,Evil Geniuses,MIBR
179,12,14,6,6,0,6,6,2,6,6,0,KRÜ Esports,Attack,KRÜ Esports,Sentinels
179,10,13,4,6,0,5,8,0,4,8,-4,Sentinels,Defense,KRÜ Esports,Sentinels
180,13,5,9,4,0,2,3,0,9,3,6,NRG Esports,Attack,NRG Esports,LOUD
180,13,9,7,6,0,6,3,0,6,6,0,LOUD,Attack,NRG Esports,LOUD
181,7,13,4,3,0,9,4,0,3,9,-6,LEVIATÁN,Defense,LEVIATÁN,Cloud9
181,4,13,2,2,0,10,3,0,2,10,-8,Cloud9,Attack,LEVIATÁN,Cloud9
182,13,7,9,4,0,4,3,0,9,3,6,FURIA,Defense,Sentinels,FURIA
182,5,13,1,4,0,8,5,0,4,8,-4,Sentinels,Defense,Sentinels,FURIA
182,19,17,6,6,7,6,6,5,6,6,0,Sentinels,Defense,Sentinels,FURIA
183,13,9,4,9,0,1,8,0,4,8,-4,Evil Geniuses,Defense,NRG Esports,Evil Geniuses
183,13,7,7,6,0,2,5,0,7,5,2,NRG Esports,Attack,NRG Esports,Evil Geniuses
184,15,13,9,3,3,9,3,1,3,9,-6,KRÜ Esports,Attack,Cloud9,KRÜ Esports
184,6,13,0,6,0,6,7,0,6,6,0,Cloud9,Defense,Cloud9,KRÜ Esports
184,13,9,8,5,0,5,4,0,8,4,4,Cloud9,Attack,Cloud9,KRÜ Esports
185,7,13,3,4,0,8,5,0,4,8,-4,LOUD,Attack,LEVIATÁN,LOUD
185,5,13,2,3,0,9,4,0,3,9,-6,LEVIATÁN,Defense,LEVIATÁN,LOUD
186,13,6,8,5,0,2,4,0,8,4,4,MIBR,Attack,MIBR,100 Thieves
186,12,14,4,8,0,4,8,2,8,4,4,100 Thieves,Attack,MIBR,100 Thieves
186,13,7,6,7,0,5,2,0,7,5,2,100 Thieves,Attack,MIBR,100 Thieves
187,5,13,1,4,0,8,5,0,4,8,-4,LEVIATÁN,Defense,LEVIATÁN,FURIA
187,20,18,8,4,8,8,4,6,4,8,-4,FURIA,Attack,LEVIATÁN,FURIA
187,6,13,1,5,0,7,6,0,5,7,-2,FURIA,Attack,LEVIATÁN,FURIA
188,13,11,6,7,0,5,6,0,6,6,0,Evil Geniuses,Defense,NRG Esports,Evil Geniuses
188,13,15,4,8,1,4,8,3,4,8,-4,NRG Esports,Attack,NRG Esports,Evil Geniuses
188,7,13,2,5,0,7,6,0,5,7,-2,NRG Esports,Defense,NRG Esports,Evil Geniuses
189,13,4,9,4,0,1,3,0,9,3,6,LOUD,Attack,LOUD,FURIA
189,13,5,9,4,0,2,3,0,9,3,6,FURIA,Defense,LOUD,FURIA
190,5,13,4,1,0,5,8,0,4,8,-4,Cloud9,Attack,Cloud9,Evil Geniuses
190,2,13,2,0,0,3,10,0,2,10,-8,Evil Geniuses,Defense,Cloud9,Evil Geniuses
191,9,13,2,7,0,3,10,0,2,10,-8,FURIA,Attack,FURIA,NRG Esports
191,10,13,3,7,0,5,8,0,7,5,2,NRG Esports,Attack,FURIA,NRG Esports
192,13,8,9,4,0,5,3,0,9,3,6,Cloud9,Attack,Cloud9,LEVIATÁN
192,10,13,6,4,0,7,6,0,6,6,0,LEVIATÁN,Defense,Cloud9,LEVIATÁN
192,13,4,8,5,0,0,4,0,8,4,4,LEVIATÁN,Defense,Cloud9,LEVIATÁN
193,13,9,7,6,0,4,5,0,7,5,2,LOUD,Attack,LOUD,Evil Geniuses
193,11,13,7,4,0,8,5,0,7,5,2,Evil Geniuses,Defense,LOUD,Evil Geniuses
193,13,3,10,3,0,1,2,0,10,2,8,Evil Geniuses,Defense,LOUD,Evil Geniuses
194,13,10,5,8,0,3,7,0,5,7,-2,Cloud9,Attack,Cloud9,NRG Esports
194,9,13,4,5,0,7,6,0,5,7,-2,NRG Esports,Attack,Cloud9,NRG Esports
194,12,14,6,6,0,6,6,2,6,6,0,NRG Esports,Attack,Cloud9,NRG Esports
195,13,11,6,7,0,5,6,0,7,5,2,Evil Geniuses,Defense,Evil Geniuses,NRG Esports
195,8,13,3,5,0,4,9,0,3,9,-6,NRG Esports,Defense,Evil Geniuses,NRG Esports
195,10,13,3,7,0,5,8,0,7,5,2,Evil Geniuses,Defense,Evil Geniuses,NRG Esports
195,4,13,3,1,0,11,2,0,1,11,-10,NRG Esports,Attack,Evil Geniuses,NRG Esports
196,13,9,5,8,0,2,7,0,5,7,-2,NRG Esports,Defense,LOUD,NRG Esports
196,13,11,7,6,0,6,5,0,6,6,0,LOUD,Defense,LOUD,NRG Esports
196,13,11,8,5,0,7,4,0,5,7,-2,NRG Esports,Attack,LOUD,NRG Esports
197,13,15,4,8,1,4,8,3,4,8,-4,Totoro Gaming,Defense,Weibo Gaming,Totoro Gaming
197,11,13,8,3,0,9,4,0,3,9,-6,Weibo Gaming,Defense,Weibo Gaming,Totoro Gaming
199,6,13,0,6,0,6,7,0,6,6,0,Gank Gaming,Defense,Gank Gaming,Royal Never Give Up
199,13,10,5,8,0,4,6,0,8,4,4,Royal Never Give Up,Attack,Gank Gaming,Royal Never Give Up
199,11,13,5,6,0,6,7,0,6,6,0,Royal Never Give Up,Attack,Gank Gaming,Royal Never Give Up
202,16,14,7,5,4,7,5,2,7,5,2,Monarch Effect,Defense,TYLOO,Monarch Effect
202,8,13,5,3,0,9,4,0,3,9,-6,TYLOO,Defense,TYLOO,Monarch Effect
202,13,11,10,3,0,9,2,0,3,9,-6,TYLOO,Defense,TYLOO,Monarch Effect
204,13,7,7,6,0,2,5,0,7,5,2,Dragon Ranger Gaming,Attack,Dragon Ranger Gaming,Rare Atom
204,12,14,8,4,0,8,4,2,4,8,-4,Rare Atom,Attack,Dragon Ranger Gaming,Rare Atom
204,13,11,7,6,0,6,5,0,7,5,2,Rare Atom,Defense,Dragon Ranger Gaming,Rare Atom
205,13,4,9,4,0,1,3,0,9,3,6,Totoro Gaming,Attack,Totoro Gaming,Shenzhen NTER
205,21,19,3,9,9,3,9,7,3,9,-6,Shenzhen NTER,Defense,Totoro Gaming,Shenzhen NTER
207,7,13,6,1,0,7,6,0,6,6,0,TYLOO,Defense,Nova Esports,TYLOO
207,5,13,2,3,0,9,4,0,3,9,-6,Nova Esports,Defense,Nova Esports,TYLOO
209,16,14,5,7,4,5,7,2,7,5,2,Invincible Gaming,Attack,Gank Gaming,Invincible Gaming
209,13,4,3,10,0,2,2,0,10,2,8,Gank Gaming,Defense,Gank Gaming,Invincible Gaming
212,14,12,6,6,2,6,6,0,6,6,0,Monarch Effect,Defense,Rare Atom,Monarch Effect
212,8,13,3,5,0,7,6,0,5,7,-2,Rare Atom,Defense,Rare Atom,Monarch Effect
212,11,13,5,6,0,6,7,0,5,7,-2,Rare Atom,Attack,Rare Atom,Monarch Effect
213,13,10,9,4,0,7,3,0,9,3,6,Weibo Gaming,Attack,Weibo Gaming,Shenzhen NTER
213,13,11,8,5,0,7,4,0,5,7,-2,Shenzhen NTER,Attack,Weibo Gaming,Shenzhen NTER
215,13,11,8,5,0,7,4,0,8,4,4,Gank Gaming,Defense,Night Wings Gaming,Gank Gaming
215,14,12,7,5,2,7,5,0,5,7,-2,Night Wings Gaming,Defense,Night Wings Gaming,Gank Gaming
217,13,4,3,10,0,2,2,0,10,2,8,Totoro Gaming,Defense,Totoro Gaming,Douyu Gaming
217,13,10,5,8,0,3,7,0,5,7,-2,Douyu Gaming,Defense,Totoro Gaming,Douyu Gaming
220,7,13,4,3,0,5,8,0,4,8,-4,Dragon Ranger Gaming,Attack,Dragon Ranger Gaming,TYLOO
220,9,13,6,3,0,7,6,0,6,6,0,TYLOO,Defense,Dragon Ranger Gaming,TYLOO
221,13,5,3,10,0,2,3,0,10,2,8,Night Wings Gaming,Attack,Weibo Gaming,Night Wings Gaming
221,13,9,10,3,0,7,2,0,10,2,8,Weibo Gaming,Attack,Weibo Gaming,Night Wings Gaming
223,12,14,10,2,0,10,2,2,2,10,-8,Douyu Gaming,Defense,Douyu Gaming,Royal Never Give Up
223,11,13,3,8,0,4,9,0,8,4,4,Royal Never Give Up,Attack,Douyu Gaming,Royal Never Give Up
225,8,13,4,4,0,8,5,0,4,8,-4,Dragon Ranger Gaming,Defense,Dragon Ranger Gaming,Monarch Effect
225,13,7,7,6,0,2,5,0,7,5,2,Monarch Effect,Defense,Dragon Ranger Gaming,Monarch Effect
225,9,13,5,4,0,6,7,0,5,7,-2,Monarch Effect,Defense,Dragon Ranger Gaming,Monarch Effect
227,8,13,5,3,0,6,7,0,5,7,-2,Shenzhen NTER,Defense,Night Wings Gaming,Shenzhen NTER
227,13,9,8,5,0,5,4,0,8,4,4,Night Wings Gaming,Attack,Night Wings Gaming,Shenzhen NTER
227,13,15,6,6,1,6,6,3,6,6,0,Night Wings Gaming,Defense,Night Wings Gaming,Shenzhen NTER
228,13,11,5,8,0,4,7,0,5,7,-2,Gank Gaming,Attack,Gank Gaming,Four Angry Men
228,1,13,0,1,0,11,2,0,1,11,-10,Four Angry Men,Attack,Gank Gaming,Four Angry Men
228,16,18,8,4,4,8,4,6,4,8,-4,Four Angry Men,Attack,Gank Gaming,Four Angry Men
229,13,11,7,6,0,6,5,0,7,5,2,Dragon Ranger Gaming,Attack,Dragon Ranger Gaming,Douyu Gaming
229,13,5,9,4,0,2,3,0,9,3,6,Douyu Gaming,Defense,Dragon Ranger Gaming,Douyu Gaming
230,13,9,10,3,0,7,2,0,10,2,8,Trace Esports,Attack,Trace Esports,Four Angry Men
230,18,16,6,6,6,6,6,4,6,6,0,Four Angry Men,Defense,Trace Esports,Four Angry Men
231,13,11,5,8,0,4,7,0,8,4,4,Monarch Effect,Defense,Monarch Effect,Royal Never Give Up
231,6,13,4,2,0,10,3,0,2,10,-8,Royal Never Give Up,Attack,Monarch Effect,Royal Never Give Up
231,13,2,3,10,0,2,0,0,10,2,8,Royal Never Give Up,Attack,Monarch Effect,Royal Never Give Up
232,13,4,4,9,0,3,1,0,9,3,6,Shenzhen NTER,Attack,TYLOO,Shenzhen NTER
232,13,9,4,9,0,1,8,0,4,8,-4,TYLOO,Attack,TYLOO,Shenzhen NTER
233,10,13,4,6,0,6,7,0,6,6,0,Dragon Ranger Gaming,Attack,Weibo Gaming,Dragon Ranger Gaming
233,13,9,7,6,0,6,3,0,6,6,0,Weibo Gaming,Defense,Weibo Gaming,Dragon Ranger Gaming
233,13,5,5,8,0,4,1,0,8,4,4,Weibo Gaming,Defense,Weibo Gaming,Dragon Ranger Gaming
234,13,10,7,6,0,6,4,0,6,6,0,Trace Esports,Attack,Attacking Soul Esports,Trace Esports
234,5,13,1,4,0,8,5,0,4,8,-4,Attacking Soul Esports,Defense,Attacking Soul Esports,Trace Esports
234,11,13,9,2,0,10,3,0,2,10,-8,Attacking Soul Esports,Defense,Attacking Soul Esports,Trace Esports
235,13,10,10,3,0,9,1,0,3,9,-6,Monarch Effect,Attack,Bilibili Gaming,Monarch Effect
235,13,7,4,9,0,3,4,0,9,3,6,Bilibili Gaming,Defense,Bilibili Gaming,Monarch Effect
236,9,13,4,5,0,7,6,0,5,7,-2,TYLOO,Attack,FunPlus Phoenix,TYLOO
236,10,13,6,4,0,8,5,0,4,8,-4,FunPlus Phoenix,Defense,FunPlus Phoenix,TYLOO
237,13,6,8,5,0,2,4,0,8,4,4,EDward Gaming,Attack,EDward Gaming,Weibo Gaming
237,13,7,9,4,0,4,3,0,9,3,6,Weibo Gaming,Defense,EDward Gaming,Weibo Gaming
