Match ID,Date,Team 1_0,Team 1_1,Team 1_2,Team 1_3,Team 1_4,Team 1_5,Team 2_0,Team 2_1,Team 2_2,Team 2_3,Team 2_4,Team 2_5,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Overtime,Score Difference,Map_Abyss,Map_Ascent,Map_Bind,Map_Breeze,Map_Haven,Map_Icebox,Map_Lotus,Map_Split,Map_Sunset
76,2024-03-02 04:00:00,0,1,1,1,1,1,1,0,0,1,1,0,5,7,5,7,1,-2,False,False,False,True,False,False,False,False,False
76,2024-03-02 04:00:00,0,1,1,1,1,1,1,0,0,1,1,0,1,5,7,6,0,-7,False,False,False,False,False,False,False,True,False
76,2024-03-02 04:00:00,0,1,1,1,1,1,1,0,0,1,1,0,7,6,6,2,0,5,False,False,False,False,False,True,False,False,False
76,2024-03-02 04:00:00,0,1,1,1,1,1,1,0,0,1,1,0,6,6,6,6,1,-2,False,True,False,False,False,False,False,False,False
77,2024-03-14 11:00:00,0,1,1,0,1,1,1,0,0,1,0,0,6,7,5,3,0,5,False,False,False,False,False,True,False,False,False
77,2024-03-14 11:00:00,0,1,1,0,1,1,1,0,0,1,0,0,9,4,8,2,0,3,False,False,False,False,False,False,True,False,False
78,2024-03-14 13:25:00,0,0,1,1,0,0,0,0,1,0,1,0,6,7,5,6,0,2,False,False,False,False,False,True,False,False,False
78,2024-03-14 13:25:00,0,0,1,1,0,0,0,0,1,0,1,0,5,3,9,4,0,-5,False,False,False,True,False,False,False,False,False
78,2024-03-14 13:25:00,0,0,1,1,0,0,0,0,1,0,1,0,9,4,2,3,0,8,False,True,False,False,False,False,False,False,False
79,2024-03-15 11:00:00,1,0,0,1,1,0,0,1,0,0,0,0,5,3,9,4,0,-5,False,False,False,False,False,False,False,False,True
79,2024-03-15 11:00:00,1,0,0,1,1,0,0,1,0,0,0,0,5,8,4,5,0,4,False,False,True,False,False,False,False,False,False
79,2024-03-15 11:00:00,1,0,0,1,1,0,0,1,0,0,0,0,5,8,4,5,0,4,False,False,False,False,False,False,False,True,False
80,2024-03-15 14:15:00,0,0,0,1,1,1,0,1,0,1,0,0,9,4,8,1,0,4,False,False,False,False,False,False,True,False,False
80,2024-03-15 14:15:00,0,0,0,1,1,1,0,1,0,1,0,0,4,1,5,8,0,-8,False,False,False,False,False,False,False,False,True
80,2024-03-15 14:15:00,0,0,0,1,1,1,0,1,0,1,0,0,6,7,5,6,0,2,False,False,True,False,False,False,False,False,False
81,2024-03-16 11:00:00,0,0,0,1,1,1,0,1,0,1,0,1,6,7,2,6,0,5,False,False,False,False,False,False,False,True,False
81,2024-03-16 11:00:00,0,0,0,1,1,1,0,1,0,1,0,1,7,6,6,5,0,2,False,False,False,False,False,False,True,False,False
82,2024-03-16 13:25:00,1,0,0,1,1,0,0,1,0,0,1,1,8,5,4,4,0,5,False,False,False,False,False,True,False,False,False
82,2024-03-16 13:25:00,1,0,0,1,1,0,0,1,0,0,1,1,0,5,7,6,0,-8,False,False,False,False,False,False,False,True,False
82,2024-03-16 13:25:00,1,0,0,1,1,0,0,1,0,0,1,1,5,1,11,2,0,-7,False,False,False,True,False,False,False,False,False
83,2024-03-17 11:00:00,0,1,1,1,1,1,0,0,1,0,1,0,4,1,5,8,0,-8,False,False,False,False,False,False,False,False,True
83,2024-03-17 11:00:00,0,1,1,1,1,1,0,0,1,0,1,0,4,7,5,8,0,-2,False,False,False,True,False,False,False,False,False
84,2024-03-17 13:20:00,0,1,1,0,0,1,0,1,0,0,0,0,4,6,6,7,0,-3,False,False,False,False,False,False,False,False,True
84,2024-03-17 13:20:00,0,1,1,0,0,1,0,1,0,0,0,0,6,7,5,5,0,3,False,False,False,False,False,False,True,False,False
84,2024-03-17 13:20:00,0,1,1,0,0,1,0,1,0,0,0,0,1,6,6,7,0,-6,False,False,False,False,False,False,False,True,False
85,2024-03-18 11:00:00,0,0,0,0,1,1,1,0,0,1,1,0,11,2,1,1,0,11,False,False,False,False,False,True,False,False,False
85,2024-03-18 11:00:00,0,0,0,0,1,1,1,0,0,1,1,0,4,9,3,0,0,10,False,False,False,False,False,False,False,False,True
86,2024-03-18 12:55:00,0,1,1,0,1,1,0,1,0,0,0,0,6,4,8,5,0,-3,False,False,True,False,False,False,False,False,False
86,2024-03-18 12:55:00,0,1,1,0,1,1,0,1,0,0,0,0,5,8,4,2,0,7,False,False,False,False,False,False,True,False,False
86,2024-03-18 12:55:00,0,1,1,0,1,1,0,1,0,0,0,0,5,7,5,7,1,-2,False,True,False,False,False,False,False,False,False
87,2024-03-21 11:00:00,0,0,1,1,0,0,0,1,0,0,0,0,8,5,4,4,0,5,False,False,False,False,False,False,False,True,False
87,2024-03-21 11:00:00,0,0,1,1,0,0,0,1,0,0,0,0,5,8,4,5,0,4,False,False,False,False,False,False,True,False,False
88,2024-03-21 13:10:00,0,0,0,1,1,1,0,0,1,0,1,0,9,4,1,3,0,9,False,False,False,False,False,False,False,True,False
88,2024-03-21 13:10:00,0,0,0,1,1,1,0,0,1,0,1,0,5,7,5,7,1,-2,False,False,False,False,False,True,False,False,False
88,2024-03-21 13:10:00,0,0,0,1,1,1,0,0,1,0,1,0,7,5,7,5,1,2,False,False,False,False,False,False,False,False,True
89,2024-03-22 11:00:00,0,0,1,1,0,0,0,0,0,0,1,1,8,5,1,4,0,8,False,False,False,False,False,False,False,True,False
89,2024-03-22 11:00:00,0,0,1,1,0,0,0,0,0,0,1,1,2,5,7,6,0,-6,False,False,False,False,False,False,True,False,False
89,2024-03-22 11:00:00,0,0,1,1,0,0,0,0,0,0,1,1,4,9,3,0,0,10,False,False,False,True,False,False,False,False,False
90,2024-03-22 13:55:00,0,1,0,0,1,1,0,0,1,0,1,0,6,7,5,6,0,2,False,True,False,False,False,False,False,False,False
90,2024-03-22 13:55:00,0,1,0,0,1,1,0,0,1,0,1,0,6,7,5,3,0,5,False,False,False,False,False,False,False,False,True
91,2024-03-23 11:00:00,0,0,0,1,1,1,0,1,0,0,0,0,6,6,6,6,1,2,False,False,False,False,False,False,True,False,False
91,2024-03-23 11:00:00,0,0,0,1,1,1,0,1,0,0,0,0,7,6,6,0,0,7,False,True,False,False,False,False,False,False,False
91,2024-03-23 11:00:00,0,0,0,1,1,1,0,1,0,0,0,0,4,1,5,8,0,-8,False,False,False,False,False,False,False,True,False
91,2024-03-23 11:00:00,0,0,0,1,1,1,0,1,0,0,0,0,4,9,3,0,0,10,False,False,False,False,False,False,False,False,True
92,2024-03-24 12:15:00,0,0,1,1,0,0,0,0,0,0,1,1,7,6,3,5,0,5,False,False,False,True,False,False,False,False,False
92,2024-03-24 12:15:00,0,0,1,1,0,0,0,0,0,0,1,1,6,6,6,6,1,-2,False,False,True,False,False,False,False,False,False
92,2024-03-24 12:15:00,0,0,1,1,0,0,0,0,0,0,1,1,6,7,2,6,0,5,False,True,False,False,False,False,False,False,False
92,2024-03-24 12:15:00,0,0,1,1,0,0,0,0,0,0,1,1,4,6,5,8,0,-3,False,False,False,False,False,False,False,True,False
92,2024-03-24 12:15:00,0,0,1,1,0,0,0,0,0,0,1,1,5,1,6,7,0,-7,False,False,False,False,False,True,False,False,False
93,2024-04-03 11:00:00,0,1,1,0,1,1,0,1,1,0,0,1,4,9,3,1,0,9,False,False,False,True,False,False,False,False,False
93,2024-04-03 11:00:00,0,1,1,0,1,1,0,1,1,0,0,1,6,7,3,6,0,4,False,False,False,False,False,False,False,False,True
94,2024-04-03 13:05:00,0,1,1,1,0,0,0,1,1,0,1,0,8,1,9,4,0,-4,False,False,False,False,False,False,False,True,False
94,2024-04-03 13:05:00,0,1,1,1,0,0,0,1,1,0,1,0,3,4,8,5,0,-6,False,True,False,False,False,False,False,False,False
95,2024-04-04 11:00:00,0,1,1,0,0,0,0,1,1,1,1,0,4,5,7,6,0,-4,False,False,True,False,False,False,False,False,False
95,2024-04-04 11:00:00,0,1,1,0,0,0,0,1,1,1,1,0,1,3,9,4,0,-9,False,False,False,False,False,False,True,False,False
96,2024-04-04 13:10:00,0,1,1,1,0,1,0,1,0,1,0,0,1,3,9,4,0,-9,False,False,False,False,False,True,False,False,False
96,2024-04-04 13:10:00,0,1,1,1,0,1,0,1,0,1,0,0,7,5,7,5,1,-2,False,False,False,False,False,False,True,False,False
97,2024-04-05 11:00:00,0,1,0,1,1,1,0,1,1,1,0,0,3,2,10,3,0,-8,False,False,False,False,False,False,False,True,False
97,2024-04-05 11:00:00,0,1,0,1,1,1,0,1,1,1,0,0,4,4,5,8,0,-5,False,False,False,False,False,True,False,False,False
98,2024-04-05 13:00:00,0,1,1,0,1,0,0,1,1,0,0,0,3,4,8,5,0,-6,False,True,False,False,False,False,False,False,False
98,2024-04-05 13:00:00,0,1,1,0,1,0,0,1,1,0,0,0,5,6,6,7,0,-2,False,False,False,False,False,False,False,False,True
99,2024-04-10 11:00:00,0,1,1,0,1,1,0,1,1,1,0,0,7,6,6,5,0,2,False,False,True,False,False,False,False,False,False
99,2024-04-10 11:00:00,0,1,1,0,1,1,0,1,1,1,0,0,5,3,9,4,0,-5,False,False,False,False,False,False,True,False,False
99,2024-04-10 11:00:00,0,1,1,0,1,1,0,1,1,1,0,0,1,6,6,7,0,-6,False,False,False,True,False,False,False,False,False
100,2024-04-10 14:10:00,0,1,1,0,0,0,0,1,0,1,0,0,7,6,6,3,0,4,False,False,False,True,False,False,False,False,False
100,2024-04-10 14:10:00,0,1,1,0,0,0,0,1,0,1,0,0,5,6,6,7,0,-2,False,False,False,False,False,False,False,False,True
100,2024-04-10 14:10:00,0,1,1,0,0,0,0,1,0,1,0,0,8,5,5,4,0,4,False,False,False,False,False,True,False,False,False
101,2024-04-11 11:00:00,0,1,0,1,1,1,0,1,1,1,1,0,5,8,4,6,0,3,False,False,False,False,False,False,True,False,False
101,2024-04-11 11:00:00,0,1,0,1,1,1,0,1,1,1,1,0,10,1,11,2,0,-2,False,False,False,False,False,False,False,True,False
101,2024-04-11 11:00:00,0,1,0,1,1,1,0,1,1,1,1,0,2,3,9,4,0,-8,False,True,False,False,False,False,False,False,False
102,2024-04-11 14:20:00,0,1,1,0,1,0,0,1,0,1,1,1,4,9,3,1,0,9,False,False,False,True,False,False,False,False,False
102,2024-04-11 14:20:00,0,1,1,0,1,0,0,1,0,1,1,1,4,9,3,0,0,10,False,False,False,False,False,True,False,False,False
103,2024-04-12 11:00:00,0,1,1,1,0,1,0,1,1,0,0,1,7,6,0,5,0,8,False,False,True,False,False,False,False,False,False
103,2024-04-12 11:00:00,0,1,1,1,0,1,0,1,1,0,0,1,4,1,5,8,0,-8,False,False,False,True,False,False,False,False,False
103,2024-04-12 11:00:00,0,1,1,1,0,1,0,1,1,0,0,1,9,4,4,3,0,6,False,False,False,False,False,False,False,True,False
104,2024-04-12 13:45:00,0,1,1,0,1,1,0,1,1,0,0,0,4,9,3,3,0,7,False,False,False,False,False,False,False,True,False
104,2024-04-12 13:45:00,0,1,1,0,1,1,0,1,1,0,0,0,3,10,2,4,0,7,False,False,False,False,False,True,False,False,False
105,2024-04-17 11:00:00,1,0,0,1,1,1,0,1,1,0,1,1,3,3,4,9,0,-7,False,False,False,True,False,False,False,False,False
105,2024-04-17 11:00:00,1,0,0,1,1,1,0,1,1,0,1,1,4,0,5,8,0,-9,False,False,False,False,False,False,True,False,False
106,2024-04-17 13:00:00,0,1,1,0,1,1,0,1,1,1,1,0,8,5,3,4,0,6,False,False,True,False,False,False,False,False,False
106,2024-04-17 13:00:00,0,1,1,0,1,1,0,1,1,1,1,0,2,5,7,6,0,-6,False,False,False,False,False,False,False,False,True
106,2024-04-17 13:00:00,0,1,1,0,1,1,0,1,1,1,1,0,3,3,4,9,0,-7,False,False,False,False,False,False,False,True,False
107,2024-04-18 11:00:00,0,1,1,0,1,0,0,1,0,1,0,0,7,6,2,5,0,6,False,False,False,False,False,False,False,True,False
107,2024-04-18 11:00:00,0,1,1,0,1,0,0,1,0,1,0,0,7,6,6,4,0,3,False,False,False,False,False,False,False,False,True
108,2024-04-18 13:15:00,0,1,1,0,0,0,0,1,1,1,0,0,3,4,8,5,0,-6,False,True,False,False,False,False,False,False,False
108,2024-04-18 13:15:00,0,1,1,0,0,0,0,1,1,1,0,0,7,6,6,3,0,4,False,False,False,False,False,True,False,False,False
108,2024-04-18 13:15:00,0,1,1,0,0,0,0,1,1,1,0,0,6,7,3,6,0,4,False,False,False,False,False,False,False,False,True
109,2024-04-19 11:00:00,0,1,0,1,1,1,0,1,1,0,0,1,7,5,7,5,1,-2,False,False,False,False,False,False,True,False,False
109,2024-04-19 11:00:00,0,1,0,1,1,1,0,1,1,0,0,1,9,4,4,3,0,6,False,False,False,False,False,True,False,False,False
109,2024-04-19 11:00:00,0,1,0,1,1,1,0,1,1,0,0,1,4,9,3,8,0,2,False,True,False,False,False,False,False,False,False
110,2024-04-19 14:55:00,0,1,1,1,0,1,0,1,0,1,1,1,10,3,9,2,0,2,False,False,True,False,False,False,False,False,False
110,2024-04-19 14:55:00,0,1,1,1,0,1,0,1,0,1,1,1,8,5,0,4,0,9,False,False,False,False,False,True,False,False,False
111,2024-04-24 11:00:00,0,1,0,1,1,1,0,1,0,1,0,0,0,2,10,3,0,-11,False,False,False,False,False,False,False,False,True
111,2024-04-24 11:00:00,0,1,0,1,1,1,0,1,0,1,0,0,5,2,6,7,0,-6,False,False,True,False,False,False,False,False,False
112,2024-04-24 13:00:00,0,1,1,0,0,0,0,1,1,0,0,0,4,1,5,8,0,-8,False,False,False,False,False,True,False,False,False
112,2024-04-24 13:00:00,0,1,1,0,0,0,0,1,1,0,0,0,2,3,3,10,0,-8,False,False,False,False,False,False,False,False,True
113,2024-04-25 11:00:00,0,1,1,1,0,1,0,1,1,1,0,0,5,2,6,7,0,-6,False,False,False,False,False,False,False,True,False
113,2024-04-25 11:00:00,0,1,1,1,0,1,0,1,1,1,0,0,6,6,6,6,1,-2,False,False,False,False,False,False,True,False,False
114,2024-04-25 13:30:00,0,1,1,0,1,0,0,1,1,1,1,0,3,5,7,6,0,-5,False,True,False,False,False,False,False,False,False
114,2024-04-25 13:30:00,0,1,1,0,1,0,0,1,1,1,1,0,5,8,4,4,0,5,False,False,False,False,False,False,False,False,True
114,2024-04-25 13:30:00,0,1,1,0,1,0,0,1,1,1,1,0,6,7,3,6,0,4,False,False,False,False,False,False,False,True,False
115,2024-04-26 11:00:00,0,1,1,0,0,0,0,1,1,0,0,1,7,5,7,5,1,-2,False,False,False,False,False,False,True,False,False
115,2024-04-26 11:00:00,0,1,1,0,0,0,0,1,1,0,0,1,9,4,4,3,0,6,False,False,False,True,False,False,False,False,False
115,2024-04-26 11:00:00,0,1,1,0,0,0,0,1,1,0,0,1,7,6,1,5,0,7,False,False,False,False,False,False,False,False,True
116,2024-04-26 14:10:00,0,1,1,0,1,1,0,1,0,1,1,1,8,5,3,4,0,6,False,False,False,False,False,False,False,False,True
116,2024-04-26 14:10:00,0,1,1,0,1,1,0,1,0,1,1,1,4,3,9,4,0,-6,False,False,False,False,False,True,False,False,False
116,2024-04-26 14:10:00,0,1,1,0,1,1,0,1,0,1,1,1,4,8,4,8,1,2,False,False,True,False,False,False,False,False,False
117,2024-05-01 11:00:00,0,1,1,0,1,0,0,1,1,0,0,1,1,5,7,6,0,-7,False,False,True,False,False,False,False,False,False
117,2024-05-01 11:00:00,0,1,1,0,1,0,0,1,1,0,0,1,5,6,6,7,0,-2,False,False,False,False,False,False,False,False,True
118,2024-05-01 13:00:00,0,1,1,0,1,1,0,1,0,1,0,0,6,6,6,6,1,-2,False,False,False,False,False,True,False,False,False
118,2024-05-01 13:00:00,0,1,1,0,1,1,0,1,0,1,0,0,10,3,3,2,0,8,False,False,False,False,False,False,True,False,False
118,2024-05-01 13:00:00,0,1,1,0,1,1,0,1,0,1,0,0,8,1,9,4,0,-4,False,False,True,False,False,False,False,False,False
119,2024-05-02 11:00:00,0,1,1,0,0,0,0,1,0,1,1,1,5,0,6,7,0,-8,False,False,False,False,False,False,False,True,False
119,2024-05-02 11:00:00,0,1,1,0,0,0,0,1,0,1,1,1,6,7,1,6,0,6,False,False,False,True,False,False,False,False,False
119,2024-05-02 11:00:00,0,1,1,0,0,0,0,1,0,1,1,1,3,1,4,9,0,-9,False,False,False,False,False,True,False,False,False
120,2024-05-02 13:55:00,0,1,0,1,1,0,0,1,1,0,1,1,5,1,6,7,0,-7,False,False,False,True,False,False,False,False,False
120,2024-05-02 13:55:00,0,1,0,1,1,0,0,1,1,0,1,1,9,4,5,3,0,5,False,True,False,False,False,False,False,False,False
120,2024-05-02 13:55:00,0,1,0,1,1,0,0,1,1,0,1,1,4,9,3,0,0,10,False,False,True,False,False,False,False,False,False
121,2024-05-03 11:00:00,0,1,0,1,1,1,0,1,1,0,0,0,8,5,0,4,0,9,False,False,False,False,False,False,True,False,False
121,2024-05-03 11:00:00,0,1,0,1,1,1,0,1,1,0,0,0,10,3,0,2,0,11,False,False,False,False,False,True,False,False,False
122,2024-05-03 12:50:00,0,1,1,0,1,0,0,1,1,1,0,0,4,5,5,8,0,-4,False,False,True,False,False,False,False,False,False
122,2024-05-03 12:50:00,0,1,1,0,1,0,0,1,1,1,0,0,3,3,9,4,0,-7,False,False,False,False,False,True,False,False,False
123,2024-05-08 11:00:00,0,1,1,1,0,1,0,1,1,0,1,0,3,10,2,9,0,2,False,True,False,False,False,False,False,False,False
123,2024-05-08 11:00:00,0,1,1,1,0,1,0,1,1,0,1,0,5,7,5,7,1,-2,False,False,False,False,False,True,False,False,False
123,2024-05-08 11:00:00,0,1,1,1,0,1,0,1,1,0,1,0,2,11,1,4,0,8,False,False,False,False,False,False,True,False,False
124,2024-05-08 14:20:00,0,1,0,1,1,0,0,1,0,1,0,0,7,4,8,5,0,-2,False,False,False,False,False,False,True,False,False
124,2024-05-08 14:20:00,0,1,0,1,1,0,0,1,0,1,0,0,6,3,7,6,0,-4,False,False,False,False,False,False,False,True,False
125,2024-05-09 11:00:00,0,1,1,0,1,1,0,1,1,0,1,1,9,2,10,3,0,-2,False,False,False,True,False,False,False,False,False
125,2024-05-09 11:00:00,0,1,1,0,1,1,0,1,1,0,1,1,8,1,9,4,0,-4,False,False,True,False,False,False,False,False,False
126,2024-05-09 13:30:00,0,1,0,1,0,0,0,1,0,1,0,0,6,4,7,6,0,-3,False,False,False,False,False,False,True,False,False
126,2024-05-09 13:30:00,0,1,0,1,0,0,0,1,0,1,0,0,5,7,5,7,1,-2,False,False,False,False,False,False,False,True,False
127,2024-05-10 11:00:00,0,1,1,1,0,1,0,1,0,1,0,0,6,6,6,6,1,-2,False,False,False,False,False,False,True,False,False
127,2024-05-10 11:00:00,0,1,1,1,0,1,0,1,0,1,0,0,4,0,5,8,0,-9,False,False,False,True,False,False,False,False,False
128,2024-05-10 13:30:00,0,1,1,0,1,1,0,1,1,1,0,0,1,2,10,3,0,-10,False,False,False,False,False,True,False,False,False
128,2024-05-10 13:30:00,0,1,1,0,1,1,0,1,1,1,0,0,4,6,5,8,0,-3,False,False,False,False,False,False,False,False,True
129,2024-05-11 11:00:00,0,1,1,1,0,1,0,1,1,1,0,0,8,3,9,4,0,-2,False,False,False,False,False,True,False,False,False
129,2024-05-11 11:00:00,0,1,1,1,0,1,0,1,1,1,0,0,7,6,6,0,0,7,False,False,True,False,False,False,False,False,False
129,2024-05-11 11:00:00,0,1,1,1,0,1,0,1,1,1,0,0,7,6,6,5,0,2,False,False,False,True,False,False,False,False,False
129,2024-05-11 11:00:00,0,1,1,1,0,1,0,1,1,1,0,0,4,8,4,8,1,2,False,False,False,False,False,False,False,True,False
130,2024-05-12 11:00:00,0,1,1,0,0,1,0,1,1,0,1,1,5,8,4,3,0,6,False,False,False,False,False,False,False,False,True
130,2024-05-12 11:00:00,0,1,1,0,0,1,0,1,1,0,1,1,6,6,6,6,1,2,False,False,True,False,False,False,False,False,False
130,2024-05-12 11:00:00,0,1,1,0,0,1,0,1,1,0,1,1,7,1,8,5,0,-5,False,False,False,False,False,False,True,False,False
130,2024-05-12 11:00:00,0,1,1,0,0,1,0,1,1,0,1,1,0,5,7,6,0,-8,False,False,False,False,False,False,False,True,False
130,2024-05-12 11:00:00,0,1,1,0,0,1,0,1,1,0,1,1,4,4,5,8,0,-5,False,False,False,True,False,False,False,False,False
131,2024-04-05 05:00:00,1,0,0,0,1,0,0,1,1,1,1,1,0,3,9,4,0,-10,False,False,True,False,False,False,False,False,False
131,2024-04-05 05:00:00,1,0,0,0,1,0,0,1,1,1,1,1,6,7,5,1,0,7,False,False,False,False,False,True,False,False,False
131,2024-04-05 05:00:00,1,0,0,0,1,0,0,1,1,1,1,1,7,6,1,5,0,7,False,False,False,False,False,False,True,False,False
132,2024-04-05 08:10:00,1,0,0,1,0,1,1,0,0,0,0,1,3,10,2,3,0,8,False,False,False,False,False,False,False,True,False
132,2024-04-05 08:10:00,1,0,0,1,0,1,1,0,0,0,0,1,8,4,8,4,1,-2,False,False,True,False,False,False,False,False,False
132,2024-04-05 08:10:00,1,0,0,1,0,1,1,0,0,0,0,1,4,6,6,7,0,-3,False,False,False,False,False,False,True,False,False
133,2024-04-06 05:00:00,1,0,0,0,0,1,1,0,0,0,1,0,5,8,4,7,0,2,False,False,False,False,False,True,False,False,False
133,2024-04-06 05:00:00,1,0,0,0,0,1,1,0,0,0,1,0,5,6,6,7,0,-2,False,False,False,False,False,False,False,False,True
133,2024-04-06 05:00:00,1,0,0,0,0,1,1,0,0,0,1,0,2,6,6,7,0,-5,False,False,False,True,False,False,False,False,False
134,2024-04-06 08:45:00,1,0,0,1,1,0,1,0,0,1,1,1,7,6,0,5,0,8,False,True,False,False,False,False,False,False,False
134,2024-04-06 08:45:00,1,0,0,1,1,0,1,0,0,1,1,1,4,5,5,8,0,-4,False,False,True,False,False,False,False,False,False
134,2024-04-06 08:45:00,1,0,0,1,1,0,1,0,0,1,1,1,8,5,7,4,0,2,False,False,False,False,False,False,False,True,False
135,2024-04-07 05:00:00,1,0,1,0,0,0,1,0,1,0,0,1,5,0,6,7,0,-8,False,False,False,False,False,False,True,False,False
135,2024-04-07 05:00:00,1,0,1,0,0,0,1,0,1,0,0,1,6,3,7,6,0,-4,False,True,False,False,False,False,False,False,False
136,2024-04-07 07:15:00,0,1,1,1,1,1,1,0,0,0,1,1,6,7,5,3,0,5,False,True,False,False,False,False,False,False,False
136,2024-04-07 07:15:00,0,1,1,1,1,1,1,0,0,0,1,1,5,8,4,3,0,6,False,False,False,False,False,False,True,False,False
137,2024-04-12 05:00:00,1,0,0,0,0,0,1,0,0,0,0,0,7,6,6,2,0,5,False,False,False,False,False,False,False,False,True
137,2024-04-12 05:00:00,1,0,0,0,0,0,1,0,0,0,0,0,5,4,6,7,0,-4,False,False,True,False,False,False,False,False,False
137,2024-04-12 05:00:00,1,0,0,0,0,0,1,0,0,0,0,0,2,2,3,10,0,-9,False,True,False,False,False,False,False,False,False
138,2024-04-12 08:15:00,0,1,1,1,1,1,1,0,0,1,0,1,5,8,4,7,0,2,False,False,False,True,False,False,False,False,False
138,2024-04-12 08:15:00,0,1,1,1,1,1,1,0,0,1,0,1,6,3,9,4,0,-4,False,False,False,False,False,True,False,False,False
138,2024-04-12 08:15:00,0,1,1,1,1,1,1,0,0,1,0,1,11,2,2,1,0,10,False,False,False,False,False,False,False,False,True
139,2024-04-13 05:00:00,1,0,1,0,0,1,1,0,0,0,1,1,5,4,6,7,0,-4,False,False,False,True,False,False,False,False,False
139,2024-04-13 05:00:00,1,0,1,0,0,1,1,0,0,0,1,1,9,3,9,3,1,-2,False,False,False,False,False,True,False,False,False
140,2024-04-13 07:45:00,0,1,1,1,1,0,1,0,1,0,0,0,4,7,5,8,0,-2,False,False,False,False,False,False,False,True,False
140,2024-04-13 07:45:00,0,1,1,1,1,0,1,0,1,0,0,0,9,4,4,3,0,6,False,False,False,True,False,False,False,False,False
140,2024-04-13 07:45:00,0,1,1,1,1,0,1,0,1,0,0,0,6,7,5,2,0,6,False,False,True,False,False,False,False,False,False
141,2024-04-14 05:00:00,1,0,0,0,0,1,1,0,0,0,0,1,3,1,4,9,0,-9,False,False,False,True,False,False,False,False,False
141,2024-04-14 05:00:00,1,0,0,0,0,1,1,0,0,0,0,1,7,6,2,5,0,6,False,False,False,False,False,False,False,True,False
141,2024-04-14 05:00:00,1,0,0,0,0,1,1,0,0,0,0,1,11,2,4,1,0,8,False,False,False,False,False,True,False,False,False
142,2024-04-14 07:50:00,1,0,0,0,1,1,1,0,0,1,1,0,5,0,6,7,0,-8,False,False,False,False,False,False,False,False,True
142,2024-04-14 07:50:00,1,0,0,0,1,1,1,0,0,1,1,0,4,6,6,7,0,-3,False,False,True,False,False,False,False,False,False
143,2024-04-19 05:00:00,1,0,0,1,0,1,1,0,1,0,0,1,2,7,3,10,0,-4,False,True,False,False,False,False,False,False,False
143,2024-04-19 05:00:00,1,0,0,1,0,1,1,0,1,0,0,1,4,5,5,8,0,-4,False,False,False,False,False,False,True,False,False
144,2024-04-19 07:25:00,1,0,1,0,0,0,1,0,0,1,0,0,6,0,7,6,0,-7,False,True,False,False,False,False,False,False,False
144,2024-04-19 07:25:00,1,0,1,0,0,0,1,0,0,1,0,0,0,4,8,5,0,-9,False,False,False,False,False,False,True,False,False
145,2024-04-20 05:00:00,1,0,0,0,1,0,1,0,0,0,1,0,5,6,6,7,0,-2,False,False,False,False,False,False,True,False,False
145,2024-04-20 05:00:00,1,0,0,0,1,0,1,0,0,0,1,0,6,1,7,6,0,-6,False,False,True,False,False,False,False,False,False
146,2024-04-20 07:40:00,1,0,0,0,0,1,1,0,0,1,1,1,4,9,3,4,0,6,False,False,False,True,False,False,False,False,False
146,2024-04-20 07:40:00,1,0,0,0,0,1,1,0,0,1,1,1,3,2,10,3,0,-8,False,False,False,False,False,True,False,False,False
146,2024-04-20 07:40:00,1,0,0,0,0,1,1,0,0,1,1,1,4,8,4,8,1,2,False,False,True,False,False,False,False,False,False
147,2024-04-21 05:00:00,1,0,0,0,1,1,1,0,0,0,0,0,6,4,7,6,0,-3,False,False,False,False,False,True,False,False,False
147,2024-04-21 05:00:00,1,0,0,0,1,1,1,0,0,0,0,0,5,7,5,7,1,2,False,True,False,False,False,False,False,False,False
147,2024-04-21 05:00:00,1,0,0,0,1,1,1,0,0,0,0,0,8,5,7,2,0,4,False,False,False,False,False,False,False,True,False
148,2024-04-21 09:00:00,1,0,0,1,1,0,1,0,0,0,0,1,8,5,1,4,0,8,False,True,False,False,False,False,False,False,False
148,2024-04-21 09:00:00,1,0,0,1,1,0,1,0,0,0,0,1,10,3,3,2,0,8,False,False,False,False,False,False,False,False,True
149,2024-04-26 05:00:00,1,0,0,1,0,0,1,0,1,0,0,0,7,6,6,5,0,2,False,False,False,False,False,False,False,False,True
149,2024-04-26 05:00:00,1,0,0,1,0,0,1,0,1,0,0,0,4,4,8,5,0,-5,False,False,True,False,False,False,False,False,False
149,2024-04-26 05:00:00,1,0,0,1,0,0,1,0,1,0,0,0,5,8,4,2,0,7,False,False,False,False,False,True,False,False,False
150,2024-04-26 08:05:00,0,1,1,1,1,0,1,0,0,1,0,1,6,1,7,6,0,-6,False,False,False,True,False,False,False,False,False
150,2024-04-26 08:05:00,0,1,1,1,1,0,1,0,0,1,0,1,6,4,7,6,0,-3,False,False,False,False,False,False,False,False,True
151,2024-04-27 05:00:00,1,0,0,0,1,1,1,0,0,0,1,1,6,5,7,6,0,-2,False,False,False,False,False,False,False,False,True
151,2024-04-27 05:00:00,1,0,0,0,1,1,1,0,0,0,1,1,6,7,1,6,0,6,False,False,False,False,False,False,False,True,False
151,2024-04-27 05:00:00,1,0,0,0,1,1,1,0,0,0,1,1,5,5,6,7,0,-3,False,True,False,False,False,False,False,False,False
