Match ID,Date,Team 1,Team 2,Map Name,Map Duration,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Event,Match Format,Winner,Maps Picked/Banned,Team 1 Map Status,Team 2 Map Status,Team 1 Map Win Rate,Team 2 Map Win Rate,Team 1 Recent Form,Team 2 Recent Form,Score Difference
65,2024-02-25 02:00:00,Trace Esports,FunPlus Phoenix,Lotus,,5,5,7,6,Champions Tour 2024: China Kickoff,Bo3,FunPlus Phoenix,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Remaining,Remaining,0.5,1.0,9.5,5.5,-3
66,2024-02-25 05:30:00,Titan Esports Club,Dragon Ranger Gaming,Icebox,,1,10,2,11,Champions Tour 2024: China Kickoff,Bo3,Dragon Ranger Gaming,"[{'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",,Picked,0.5,0.5,3.5,5.5,-2
66,2024-02-25 05:30:00,Titan Esports Club,Dragon Ranger Gaming,Split,,7,6,6,2,Champions Tour 2024: China Kickoff,Bo3,Dragon Ranger Gaming,"[{'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Picked,,0.5,0.5,3.5,5.5,5
66,2024-02-25 05:30:00,Titan Esports Club,Dragon Ranger Gaming,Bind,,4,6,6,7,Champions Tour 2024: China Kickoff,Bo3,Dragon Ranger Gaming,"[{'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Remaining,Remaining,1.0,0.5,3.5,5.5,-3
67,2024-02-25 09:00:00,Wolves Esports,EDward Gaming,Bind,,5,5,6,7,Champions Tour 2024: China Kickoff,Bo3,EDward Gaming,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",,Picked,0.5,0.5,5.0,0.0,-3
67,2024-02-25 09:00:00,Wolves Esports,EDward Gaming,Ascent,,6,7,4,6,Champions Tour 2024: China Kickoff,Bo3,EDward Gaming,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",Picked,,1.0,0.5,5.0,0.0,3
67,2024-02-25 09:00:00,Wolves Esports,EDward Gaming,Breeze,,4,7,5,8,Champions Tour 2024: China Kickoff,Bo3,EDward Gaming,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",Remaining,Remaining,0.5,0.5,5.0,0.0,-2
68,2024-02-26 02:00:00,Trace Esports,Nova Esports,Split,,6,7,5,0,Champions Tour 2024: China Kickoff,Bo3,Trace Esports,"[{'Team': 'NOVA', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NOVA', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",,Picked,0.5,1.0,3.2,-1.75,8
68,2024-02-26 02:00:00,Trace Esports,Nova Esports,Lotus,,5,8,4,0,Champions Tour 2024: China Kickoff,Bo3,Trace Esports,"[{'Team': 'NOVA', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NOVA', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",Picked,,0.0,0.0,3.2,-1.75,9
69,2024-02-26 04:05:00,Titan Esports Club,JDG Esports,Bind,,1,4,8,5,Champions Tour 2024: China Kickoff,Bo3,Titan Esports Club,"[{'Team': 'JDG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'JDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",,Picked,0.5,0.0,1.4,0.0,-8
69,2024-02-26 04:05:00,Titan Esports Club,JDG Esports,Icebox,,7,5,7,5,Champions Tour 2024: China Kickoff,Bo3,Titan Esports Club,"[{'Team': 'JDG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'JDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Picked,,0.0,1.0,1.4,0.0,2
69,2024-02-26 04:05:00,Titan Esports Club,JDG Esports,Lotus,,7,6,6,4,Champions Tour 2024: China Kickoff,Bo3,Titan Esports Club,"[{'Team': 'JDG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'JDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Remaining,Remaining,1.0,0.0,1.4,0.0,3
70,2024-02-26 07:40:00,Wolves Esports,Bilibili Gaming,Sunset,,2,7,5,8,Champions Tour 2024: China Kickoff,Bo3,Bilibili Gaming,"[{'Team': 'BLG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",,Picked,0.5,0.5,1.6,-5.0,-4
70,2024-02-26 07:40:00,Wolves Esports,Bilibili Gaming,Icebox,,3,7,4,9,Champions Tour 2024: China Kickoff,Bo3,Bilibili Gaming,"[{'Team': 'BLG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Picked,,1.0,0.0,1.6,-5.0,-3
71,2024-02-27 02:00:00,Trace Esports,Titan Esports Club,Breeze,,7,5,7,5,Champions Tour 2024: China Kickoff,Bo3,Trace Esports,"[{'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",,Picked,0.5,0.5,4.714285714285714,0.5,-2
71,2024-02-27 02:00:00,Trace Esports,Titan Esports Club,Lotus,,10,3,4,2,Champions Tour 2024: China Kickoff,Bo3,Trace Esports,"[{'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Picked,,0.5,1.0,4.714285714285714,0.5,7
71,2024-02-27 02:00:00,Trace Esports,Titan Esports Club,Split,,9,4,5,3,Champions Tour 2024: China Kickoff,Bo3,Trace Esports,"[{'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Remaining,Remaining,1.0,1.0,4.714285714285714,0.5,5
72,2024-02-27 05:35:00,Bilibili Gaming,Titan Esports Club,Lotus,,4,9,3,0,Champions Tour 2024: China Kickoff,Bo3,Bilibili Gaming,"[{'Team': 'TEC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",,Picked,0.5,0.6666666666666666,-0.75,-1.4444444444444444,10
72,2024-02-27 05:35:00,Bilibili Gaming,Titan Esports Club,Ascent,,7,6,3,5,Champions Tour 2024: China Kickoff,Bo3,Bilibili Gaming,"[{'Team': 'TEC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",Picked,,0.0,0.5,-0.75,-1.4444444444444444,5
73,2024-02-27 07:35:00,Bilibili Gaming,Trace Esports,Lotus,,4,9,3,8,Champions Tour 2024: China Kickoff,Bo3,Trace Esports,"[{'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",,Picked,1.0,0.6666666666666666,2.0,3.0,2
73,2024-02-27 07:35:00,Bilibili Gaming,Trace Esports,Sunset,,6,6,6,6,Champions Tour 2024: China Kickoff,Bo3,Trace Esports,"[{'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Picked,,1.0,0.5,2.0,3.0,-2
73,2024-02-27 07:35:00,Bilibili Gaming,Trace Esports,Bind,,4,8,4,8,Champions Tour 2024: China Kickoff,Bo3,Trace Esports,"[{'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Remaining,Remaining,0.5,1.0,2.0,3.0,-2
74,2024-03-01 04:00:00,FunPlus Phoenix,Dragon Ranger Gaming,Ascent,,5,8,4,6,Champions Tour 2024: China Kickoff,Bo3,FunPlus Phoenix,"[{'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",,Picked,0.5,1.0,2.8,2.2,3
74,2024-03-01 04:00:00,FunPlus Phoenix,Dragon Ranger Gaming,Breeze,,4,9,3,3,Champions Tour 2024: China Kickoff,Bo3,FunPlus Phoenix,"[{'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",Picked,,0.5,0.5,2.8,2.2,7
75,2024-03-01 06:15:00,EDward Gaming,Trace Esports,Sunset,,7,5,7,5,Champions Tour 2024: China Kickoff,Bo3,EDward Gaming,"[{'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",,Picked,0.5,0.6666666666666666,0.6666666666666666,3.625,2
75,2024-03-01 06:15:00,EDward Gaming,Trace Esports,Bind,,8,5,2,4,Champions Tour 2024: China Kickoff,Bo3,EDward Gaming,"[{'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",Picked,,1.0,1.0,0.6666666666666666,3.625,7
76,2024-03-02 04:00:00,FunPlus Phoenix,EDward Gaming,Breeze,,5,7,5,7,Champions Tour 2024: China Kickoff,Bo5,EDward Gaming,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",Picked,,1.0,1.0,3.4285714285714284,2.2,-2
76,2024-03-02 04:00:00,FunPlus Phoenix,EDward Gaming,Split,,1,5,7,6,Champions Tour 2024: China Kickoff,Bo5,EDward Gaming,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",,Picked,0.5,0.5,3.4285714285714284,2.2,-7
76,2024-03-02 04:00:00,FunPlus Phoenix,EDward Gaming,Icebox,,7,6,6,2,Champions Tour 2024: China Kickoff,Bo5,EDward Gaming,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",Picked,,0.5,0.5,3.4285714285714284,2.2,5
76,2024-03-02 04:00:00,FunPlus Phoenix,EDward Gaming,Ascent,,6,6,6,6,Champions Tour 2024: China Kickoff,Bo5,EDward Gaming,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",,Picked,1.0,0.0,3.4285714285714284,2.2,-2
77,2024-03-14 11:00:00,Karmine Corp,FunPlus Phoenix,Icebox,3591.0,6,7,5,3,Champions Tour 2024: Masters Madrid,Bo3,Karmine Corp,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",,Picked,1.0,1.0,4.875,0.7777777777777778,5
77,2024-03-14 11:00:00,Karmine Corp,FunPlus Phoenix,Lotus,3129.0,9,4,8,2,Champions Tour 2024: Masters Madrid,Bo3,Karmine Corp,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",Picked,,0.8,1.0,4.875,0.7777777777777778,3
78,2024-03-14 13:25:00,Gen.G,LOUD,Icebox,3764.0,6,7,5,6,Champions Tour 2024: Masters Madrid,Bo3,Gen.G,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",,Picked,1.0,1.0,4.125,-0.09090909090909091,2
78,2024-03-14 13:25:00,Gen.G,LOUD,Breeze,3386.0,5,3,9,4,Champions Tour 2024: Masters Madrid,Bo3,Gen.G,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Picked,,0.3333333333333333,0.5,4.125,-0.09090909090909091,-5
78,2024-03-14 13:25:00,Gen.G,LOUD,Ascent,2296.0,9,4,2,3,Champions Tour 2024: Masters Madrid,Bo3,Gen.G,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Remaining,Remaining,1.0,0.6666666666666666,4.125,-0.09090909090909091,8
79,2024-03-15 11:00:00,EDward Gaming,Paper Rex,Sunset,3656.0,5,3,9,4,Champions Tour 2024: Masters Madrid,Bo3,EDward Gaming,"[{'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",,Picked,1.0,1.0,1.8888888888888888,0.5555555555555556,-5
79,2024-03-15 11:00:00,EDward Gaming,Paper Rex,Bind,2951.0,5,8,4,5,Champions Tour 2024: Masters Madrid,Bo3,EDward Gaming,"[{'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Picked,,1.0,0.0,1.8888888888888888,0.5555555555555556,4
79,2024-03-15 11:00:00,EDward Gaming,Paper Rex,Split,2629.0,5,8,4,5,Champions Tour 2024: Masters Madrid,Bo3,EDward Gaming,"[{'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Remaining,Remaining,1.0,1.0,1.8888888888888888,0.5555555555555556,4
80,2024-03-15 14:15:00,Sentinels,Team Heretics,Lotus,3637.0,9,4,8,1,Champions Tour 2024: Masters Madrid,Bo3,Sentinels,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Picked,,1.0,0.6666666666666666,1.8181818181818181,1.625,4
