Match ID,Date,Team 1,Team 2,Map Name,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Overtime,Score Difference
38,2024-02-25 03:00:00,Paper Rex,Gen.G,Split,8,5,0,4,False,9
38,2024-02-25 03:00:00,Paper Rex,Gen.G,Lotus,7,4,8,5,False,-2
38,2024-02-25 03:00:00,Paper Rex,Gen.G,Bind,0,4,8,5,False,-9
39,2024-02-20 11:00:00,FUT Esports,Team Heretics,Lotus,7,4,8,5,False,-2
39,2024-02-20 11:00:00,FUT Esports,Team Heretics,Bind,5,5,7,6,False,-3
40,2024-02-20 13:35:00,GIANTX,Karmine Corp,Split,6,5,7,6,False,-2
40,2024-02-20 13:35:00,GIANTX,Karmine Corp,Sunset,7,6,5,5,False,3
40,2024-02-20 13:35:00,GIANTX,Karmine Corp,Lotus,3,1,4,9,False,-9
41,2024-02-21 08:00:00,Natus Vincere,BBL Esports,Bind,4,4,5,8,False,-5
41,2024-02-21 08:00:00,Natus Vincere,BBL Esports,Ascent,7,6,6,0,False,7
41,2024-02-21 08:00:00,Natus Vincere,BBL Esports,Breeze,4,9,3,3,False,7
42,2024-02-21 11:00:00,Team Liquid,KOI,Icebox,8,5,7,3,False,3
42,2024-02-21 11:00:00,Team Liquid,KOI,Bind,8,5,7,4,False,2
43,2024-02-21 13:45:00,Team Vitality,Gentle Mates,Sunset,8,5,6,4,False,3
43,2024-02-21 13:45:00,Team Vitality,Gentle Mates,Lotus,6,7,5,2,False,6
44,2024-02-22 11:00:00,Team Heretics,Karmine Corp,Split,4,9,3,1,False,9
44,2024-02-22 11:00:00,Team Heretics,Karmine Corp,Lotus,5,8,4,0,False,9
45,2024-02-22 13:10:00,FUT Esports,GIANTX,Split,5,8,4,2,False,7
45,2024-02-22 13:10:00,FUT Esports,GIANTX,Icebox,3,5,7,6,False,-5
45,2024-02-22 13:10:00,FUT Esports,GIANTX,Sunset,7,6,2,5,False,6
46,2024-02-23 08:00:00,Natus Vincere,Team Liquid,Split,8,5,7,0,False,6
46,2024-02-23 08:00:00,Natus Vincere,Team Liquid,Breeze,6,7,1,6,False,6
47,2024-02-23 10:10:00,BBL Esports,KOI,Bind,3,2,10,3,False,-8
47,2024-02-23 10:10:00,BBL Esports,KOI,Split,4,6,6,7,False,-3
48,2024-02-23 12:20:00,Team Vitality,FNATIC,Lotus,8,4,8,4,True,-2
48,2024-02-23 12:20:00,Team Vitality,FNATIC,Ascent,5,0,6,7,False,-8
49,2024-02-25 08:05:00,Team Vitality,Gentle Mates,Breeze,2,2,10,3,False,-9
49,2024-02-25 08:05:00,Team Vitality,Gentle Mates,Lotus,7,5,7,5,True,2
49,2024-02-25 08:05:00,Team Vitality,Gentle Mates,Sunset,11,2,2,1,False,10
50,2024-02-25 11:15:00,Karmine Corp,FUT Esports,Lotus,6,6,6,6,True,2
50,2024-02-25 11:15:00,Karmine Corp,FUT Esports,Bind,1,3,9,4,False,-9
50,2024-02-25 11:15:00,Karmine Corp,FUT Esports,Sunset,3,10,2,5,False,6
51,2024-02-25 14:45:00,Team Liquid,KOI,Sunset,4,7,5,8,False,-2
51,2024-02-25 14:45:00,Team Liquid,KOI,Icebox,6,6,6,6,True,2
51,2024-02-25 14:45:00,Team Liquid,KOI,Split,5,5,6,7,False,-3
52,2024-02-26 08:00:00,Karmine Corp,Team Vitality,Sunset,5,8,4,4,False,5
52,2024-02-26 08:00:00,Karmine Corp,Team Vitality,Ascent,7,5,7,5,True,2
53,2024-02-26 10:45:00,KOI,Team Vitality,Sunset,7,2,10,3,False,-4
53,2024-02-26 10:45:00,KOI,Team Vitality,Breeze,0,6,6,7,False,-7
54,2024-02-26 12:45:00,Karmine Corp,KOI,Sunset,5,8,4,0,False,9
54,2024-02-26 12:45:00,Karmine Corp,KOI,Bind,9,4,4,3,False,6
55,2024-02-29 11:00:00,Team Heretics,Natus Vincere,Sunset,4,8,4,8,True,2
55,2024-02-29 11:00:00,Team Heretics,Natus Vincere,Breeze,10,3,2,2,False,9
56,2024-02-29 13:20:00,FNATIC,Karmine Corp,Lotus,4,6,5,8,False,-3
56,2024-02-29 13:20:00,FNATIC,Karmine Corp,Split,3,5,7,6,False,-5
57,2024-03-01 11:00:00,Team Heretics,Karmine Corp,Sunset,4,9,3,6,False,4
57,2024-03-01 11:00:00,Team Heretics,Karmine Corp,Lotus,6,1,11,2,False,-6
57,2024-03-01 11:00:00,Team Heretics,Karmine Corp,Icebox,4,3,5,8,False,-6
57,2024-03-01 11:00:00,Team Heretics,Karmine Corp,Split,4,1,5,8,False,-8
58,2024-02-22 04:00:00,Trace Esports,TYLOO,Ascent,5,8,4,0,False,9
58,2024-02-22 04:00:00,Trace Esports,TYLOO,Sunset,2,11,1,2,False,10
59,2024-02-22 06:05:00,FunPlus Phoenix,Nova Esports,Lotus,6,7,5,0,False,8
59,2024-02-22 06:05:00,FunPlus Phoenix,Nova Esports,Sunset,7,6,5,5,False,3
60,2024-02-23 02:00:00,JDG Esports,Titan Esports Club,Lotus,6,2,7,6,False,-5
60,2024-02-23 02:00:00,JDG Esports,Titan Esports Club,Bind,4,8,4,8,True,-2
61,2024-02-23 04:55:00,Dragon Ranger Gaming,All Gamers,Sunset,8,5,7,4,False,2
61,2024-02-23 04:55:00,Dragon Ranger Gaming,All Gamers,Ascent,4,9,3,1,False,9
62,2024-02-23 07:05:00,Bilibili Gaming,Wolves Esports,Ascent,3,6,4,9,False,-4
62,2024-02-23 07:05:00,Bilibili Gaming,Wolves Esports,Icebox,2,5,7,6,False,-6
63,2024-02-24 04:00:00,TYLOO,Nova Esports,Ascent,6,5,7,6,False,-2
63,2024-02-24 04:00:00,TYLOO,Nova Esports,Split,6,5,7,6,False,-2
64,2024-02-24 06:25:00,JDG Esports,All Gamers,Icebox,6,7,5,6,False,2
64,2024-02-24 06:25:00,JDG Esports,All Gamers,Sunset,6,7,2,6,False,5
65,2024-02-25 02:00:00,Trace Esports,FunPlus Phoenix,Sunset,7,4,8,5,False,-2
65,2024-02-25 02:00:00,Trace Esports,FunPlus Phoenix,Bind,8,5,7,4,False,2
65,2024-02-25 02:00:00,Trace Esports,FunPlus Phoenix,Lotus,5,5,7,6,False,-3
66,2024-02-25 05:30:00,Titan Esports Club,Dragon Ranger Gaming,Icebox,1,10,2,11,False,-2
66,2024-02-25 05:30:00,Titan Esports Club,Dragon Ranger Gaming,Split,7,6,6,2,False,5
66,2024-02-25 05:30:00,Titan Esports Club,Dragon Ranger Gaming,Bind,4,6,6,7,False,-3
67,2024-02-25 09:00:00,Wolves Esports,EDward Gaming,Bind,5,5,6,7,False,-3
67,2024-02-25 09:00:00,Wolves Esports,EDward Gaming,Ascent,6,7,4,6,False,3
67,2024-02-25 09:00:00,Wolves Esports,EDward Gaming,Breeze,4,7,5,8,False,-2
68,2024-02-26 02:00:00,Trace Esports,Nova Esports,Split,6,7,5,0,False,8
68,2024-02-26 02:00:00,Trace Esports,Nova Esports,Lotus,5,8,4,0,False,9
69,2024-02-26 04:05:00,Titan Esports Club,JDG Esports,Bind,1,4,8,5,False,-8
69,2024-02-26 04:05:00,Titan Esports Club,JDG Esports,Icebox,7,5,7,5,True,2
69,2024-02-26 04:05:00,Titan Esports Club,JDG Esports,Lotus,7,6,6,4,False,3
70,2024-02-26 07:40:00,Wolves Esports,Bilibili Gaming,Sunset,2,7,5,8,False,-4
70,2024-02-26 07:40:00,Wolves Esports,Bilibili Gaming,Icebox,3,7,4,9,False,-3
71,2024-02-27 02:00:00,Trace Esports,Titan Esports Club,Breeze,7,5,7,5,True,-2
71,2024-02-27 02:00:00,Trace Esports,Titan Esports Club,Lotus,10,3,4,2,False,7
71,2024-02-27 02:00:00,Trace Esports,Titan Esports Club,Split,9,4,5,3,False,5
72,2024-02-27 05:35:00,Bilibili Gaming,Titan Esports Club,Lotus,4,9,3,0,False,10
72,2024-02-27 05:35:00,Bilibili Gaming,Titan Esports Club,Ascent,7,6,3,5,False,5
73,2024-02-27 07:35:00,Bilibili Gaming,Trace Esports,Lotus,4,9,3,8,False,2
73,2024-02-27 07:35:00,Bilibili Gaming,Trace Esports,Sunset,6,6,6,6,True,-2
73,2024-02-27 07:35:00,Bilibili Gaming,Trace Esports,Bind,4,8,4,8,True,-2
74,2024-03-01 04:00:00,FunPlus Phoenix,Dragon Ranger Gaming,Ascent,5,8,4,6,False,3
74,2024-03-01 04:00:00,FunPlus Phoenix,Dragon Ranger Gaming,Breeze,4,9,3,3,False,7
75,2024-03-01 06:15:00,EDward Gaming,Trace Esports,Sunset,7,5,7,5,True,2
75,2024-03-01 06:15:00,EDward Gaming,Trace Esports,Bind,8,5,2,4,False,7
76,2024-03-02 04:00:00,FunPlus Phoenix,EDward Gaming,Breeze,5,7,5,7,True,-2
76,2024-03-02 04:00:00,FunPlus Phoenix,EDward Gaming,Split,1,5,7,6,False,-7
76,2024-03-02 04:00:00,FunPlus Phoenix,EDward Gaming,Icebox,7,6,6,2,False,5
76,2024-03-02 04:00:00,FunPlus Phoenix,EDward Gaming,Ascent,6,6,6,6,True,-2
77,2024-03-14 11:00:00,Karmine Corp,FunPlus Phoenix,Icebox,6,7,5,3,False,5
77,2024-03-14 11:00:00,Karmine Corp,FunPlus Phoenix,Lotus,9,4,8,2,False,3
78,2024-03-14 13:25:00,Gen.G,LOUD,Icebox,6,7,5,6,False,2
78,2024-03-14 13:25:00,Gen.G,LOUD,Breeze,5,3,9,4,False,-5
78,2024-03-14 13:25:00,Gen.G,LOUD,Ascent,9,4,2,3,False,8
79,2024-03-15 11:00:00,EDward Gaming,Paper Rex,Sunset,5,3,9,4,False,-5
79,2024-03-15 11:00:00,EDward Gaming,Paper Rex,Bind,5,8,4,5,False,4
79,2024-03-15 11:00:00,EDward Gaming,Paper Rex,Split,5,8,4,5,False,4
80,2024-03-15 14:15:00,Sentinels,Team Heretics,Lotus,9,4,8,1,False,4
80,2024-03-15 14:15:00,Sentinels,Team Heretics,Sunset,4,1,5,8,False,-8
80,2024-03-15 14:15:00,Sentinels,Team Heretics,Bind,6,7,5,6,False,2
81,2024-03-16 11:00:00,Sentinels,Karmine Corp,Split,6,7,2,6,False,5
81,2024-03-16 11:00:00,Sentinels,Karmine Corp,Lotus,7,6,6,5,False,2
82,2024-03-16 13:25:00,EDward Gaming,Gen.G,Icebox,8,5,4,4,False,5
82,2024-03-16 13:25:00,EDward Gaming,Gen.G,Split,0,5,7,6,False,-8
82,2024-03-16 13:25:00,EDward Gaming,Gen.G,Breeze,5,1,11,2,False,-7
83,2024-03-17 11:00:00,FunPlus Phoenix,LOUD,Sunset,4,1,5,8,False,-8
83,2024-03-17 11:00:00,FunPlus Phoenix,LOUD,Breeze,4,7,5,8,False,-2
84,2024-03-17 13:20:00,Team Heretics,Paper Rex,Sunset,4,6,6,7,False,-3
84,2024-03-17 13:20:00,Team Heretics,Paper Rex,Lotus,6,7,5,5,False,3
84,2024-03-17 13:20:00,Team Heretics,Paper Rex,Split,1,6,6,7,False,-6
85,2024-03-18 11:00:00,LOUD,EDward Gaming,Icebox,11,2,1,1,False,11
85,2024-03-18 11:00:00,LOUD,EDward Gaming,Sunset,4,9,3,0,False,10
86,2024-03-18 12:55:00,Karmine Corp,Paper Rex,Bind,6,4,8,5,False,-3
86,2024-03-18 12:55:00,Karmine Corp,Paper Rex,Lotus,5,8,4,2,False,7
86,2024-03-18 12:55:00,Karmine Corp,Paper Rex,Ascent,5,7,5,7,True,-2
87,2024-03-21 11:00:00,Gen.G,Paper Rex,Split,8,5,4,4,False,5
87,2024-03-21 11:00:00,Gen.G,Paper Rex,Lotus,5,8,4,5,False,4
88,2024-03-21 13:10:00,Sentinels,LOUD,Split,9,4,1,3,False,9
88,2024-03-21 13:10:00,Sentinels,LOUD,Icebox,5,7,5,7,True,-2
88,2024-03-21 13:10:00,Sentinels,LOUD,Sunset,7,5,7,5,True,2
89,2024-03-22 11:00:00,Gen.G,Sentinels,Split,8,5,1,4,False,8
89,2024-03-22 11:00:00,Gen.G,Sentinels,Lotus,2,5,7,6,False,-6
89,2024-03-22 11:00:00,Gen.G,Sentinels,Breeze,4,9,3,0,False,10
90,2024-03-22 13:55:00,Paper Rex,LOUD,Ascent,6,7,5,6,False,2
90,2024-03-22 13:55:00,Paper Rex,LOUD,Sunset,6,7,5,3,False,5
91,2024-03-23 11:00:00,Sentinels,Paper Rex,Lotus,6,6,6,6,True,2
91,2024-03-23 11:00:00,Sentinels,Paper Rex,Ascent,7,6,6,0,False,7
91,2024-03-23 11:00:00,Sentinels,Paper Rex,Split,4,1,5,8,False,-8
91,2024-03-23 11:00:00,Sentinels,Paper Rex,Sunset,4,9,3,0,False,10
92,2024-03-24 12:15:00,Gen.G,Sentinels,Breeze,7,6,3,5,False,5
92,2024-03-24 12:15:00,Gen.G,Sentinels,Bind,6,6,6,6,True,-2
92,2024-03-24 12:15:00,Gen.G,Sentinels,Ascent,6,7,2,6,False,5
92,2024-03-24 12:15:00,Gen.G,Sentinels,Split,4,6,5,8,False,-3
92,2024-03-24 12:15:00,Gen.G,Sentinels,Icebox,5,1,6,7,False,-7
93,2024-04-03 11:00:00,Karmine Corp,GIANTX,Breeze,4,9,3,1,False,9
93,2024-04-03 11:00:00,Karmine Corp,GIANTX,Sunset,6,7,3,6,False,4
94,2024-04-03 13:05:00,KOI,Team Liquid,Split,8,1,9,4,False,-4
94,2024-04-03 13:05:00,KOI,Team Liquid,Ascent,3,4,8,5,False,-6
95,2024-04-04 11:00:00,Team Vitality,Natus Vincere,Bind,4,5,7,6,False,-4
95,2024-04-04 11:00:00,Team Vitality,Natus Vincere,Lotus,1,3,9,4,False,-9
96,2024-04-04 13:10:00,FNATIC,Team Heretics,Icebox,1,3,9,4,False,-9
96,2024-04-04 13:10:00,FNATIC,Team Heretics,Lotus,7,5,7,5,True,-2
97,2024-04-05 11:00:00,Team Liquid,FUT Esports,Split,3,2,10,3,False,-8
97,2024-04-05 11:00:00,Team Liquid,FUT Esports,Icebox,4,4,5,8,False,-5
98,2024-04-05 13:00:00,BBL Esports,Gentle Mates,Ascent,3,4,8,5,False,-6
98,2024-04-05 13:00:00,BBL Esports,Gentle Mates,Sunset,5,6,6,7,False,-2
99,2024-04-10 11:00:00,Karmine Corp,FUT Esports,Bind,7,6,6,5,False,2
99,2024-04-10 11:00:00,Karmine Corp,FUT Esports,Lotus,5,3,9,4,False,-5
99,2024-04-10 11:00:00,Karmine Corp,FUT Esports,Breeze,1,6,6,7,False,-6
100,2024-04-10 14:10:00,Team Vitality,Team Heretics,Breeze,7,6,6,3,False,4
100,2024-04-10 14:10:00,Team Vitality,Team Heretics,Sunset,5,6,6,7,False,-2
100,2024-04-10 14:10:00,Team Vitality,Team Heretics,Icebox,8,5,5,4,False,4
101,2024-04-11 11:00:00,Team Liquid,Natus Vincere,Lotus,5,8,4,6,False,3
101,2024-04-11 11:00:00,Team Liquid,Natus Vincere,Split,10,1,11,2,False,-2
101,2024-04-11 11:00:00,Team Liquid,Natus Vincere,Ascent,2,3,9,4,False,-8
102,2024-04-11 14:20:00,BBL Esports,KOI,Breeze,4,9,3,1,False,9
102,2024-04-11 14:20:00,BBL Esports,KOI,Icebox,4,9,3,0,False,10
103,2024-04-12 11:00:00,FNATIC,GIANTX,Bind,7,6,0,5,False,8
103,2024-04-12 11:00:00,FNATIC,GIANTX,Breeze,4,1,5,8,False,-8
103,2024-04-12 11:00:00,FNATIC,GIANTX,Split,9,4,4,3,False,6
104,2024-04-12 13:45:00,Karmine Corp,Gentle Mates,Split,4,9,3,3,False,7
104,2024-04-12 13:45:00,Karmine Corp,Gentle Mates,Icebox,3,10,2,4,False,7
105,2024-04-17 11:00:00,Gentle Mates,FNATIC,Breeze,3,3,4,9,False,-7
105,2024-04-17 11:00:00,Gentle Mates,FNATIC,Lotus,4,0,5,8,False,-9
106,2024-04-17 13:00:00,Karmine Corp,Natus Vincere,Bind,8,5,3,4,False,6
106,2024-04-17 13:00:00,Karmine Corp,Natus Vincere,Sunset,2,5,7,6,False,-6
106,2024-04-17 13:00:00,Karmine Corp,Natus Vincere,Split,3,3,4,9,False,-7
107,2024-04-18 11:00:00,BBL Esports,Team Heretics,Split,7,6,2,5,False,6
107,2024-04-18 11:00:00,BBL Esports,Team Heretics,Sunset,7,6,6,4,False,3
108,2024-04-18 13:15:00,Team Vitality,FUT Esports,Ascent,3,4,8,5,False,-6
108,2024-04-18 13:15:00,Team Vitality,FUT Esports,Icebox,7,6,6,3,False,4
108,2024-04-18 13:15:00,Team Vitality,FUT Esports,Sunset,6,7,3,6,False,4
109,2024-04-19 11:00:00,Team Liquid,GIANTX,Lotus,7,5,7,5,True,-2
109,2024-04-19 11:00:00,Team Liquid,GIANTX,Icebox,9,4,4,3,False,6
109,2024-04-19 11:00:00,Team Liquid,GIANTX,Ascent,4,9,3,8,False,2
110,2024-04-19 14:55:00,FNATIC,KOI,Bind,10,3,9,2,False,2
110,2024-04-19 14:55:00,FNATIC,KOI,Icebox,8,5,0,4,False,9
111,2024-04-24 11:00:00,Team Liquid,Team Heretics,Sunset,0,2,10,3,False,-11
111,2024-04-24 11:00:00,Team Liquid,Team Heretics,Bind,5,2,6,7,False,-6
112,2024-04-24 13:00:00,Team Vitality,Gentle Mates,Icebox,4,1,5,8,False,-8
112,2024-04-24 13:00:00,Team Vitality,Gentle Mates,Sunset,2,3,3,10,False,-8
113,2024-04-25 11:00:00,FNATIC,FUT Esports,Split,5,2,6,7,False,-6
113,2024-04-25 11:00:00,FNATIC,FUT Esports,Lotus,6,6,6,6,True,-2
114,2024-04-25 13:30:00,BBL Esports,Natus Vincere,Ascent,3,5,7,6,False,-5
114,2024-04-25 13:30:00,BBL Esports,Natus Vincere,Sunset,5,8,4,4,False,5
114,2024-04-25 13:30:00,BBL Esports,Natus Vincere,Split,6,7,3,6,False,4
115,2024-04-26 11:00:00,Team Vitality,GIANTX,Lotus,7,5,7,5,True,-2
115,2024-04-26 11:00:00,Team Vitality,GIANTX,Breeze,9,4,4,3,False,6
115,2024-04-26 11:00:00,Team Vitality,GIANTX,Sunset,7,6,1,5,False,7
116,2024-04-26 14:10:00,Karmine Corp,KOI,Sunset,8,5,3,4,False,6
116,2024-04-26 14:10:00,Karmine Corp,KOI,Icebox,4,3,9,4,False,-6
116,2024-04-26 14:10:00,Karmine Corp,KOI,Bind,4,8,4,8,True,2
117,2024-05-01 11:00:00,BBL Esports,GIANTX,Bind,1,5,7,6,False,-7
117,2024-05-01 11:00:00,BBL Esports,GIANTX,Sunset,5,6,6,7,False,-2
118,2024-05-01 13:00:00,Karmine Corp,Team Heretics,Icebox,6,6,6,6,True,-2
118,2024-05-01 13:00:00,Karmine Corp,Team Heretics,Lotus,10,3,3,2,False,8
118,2024-05-01 13:00:00,Karmine Corp,Team Heretics,Bind,8,1,9,4,False,-4
119,2024-05-02 11:00:00,Team Vitality,KOI,Split,5,0,6,7,False,-8
119,2024-05-02 11:00:00,Team Vitality,KOI,Breeze,6,7,1,6,False,6
119,2024-05-02 11:00:00,Team Vitality,KOI,Icebox,3,1,4,9,False,-9
120,2024-05-02 13:55:00,Natus Vincere,FNATIC,Breeze,5,1,6,7,False,-7
120,2024-05-02 13:55:00,Natus Vincere,FNATIC,Ascent,9,4,5,3,False,5
120,2024-05-02 13:55:00,Natus Vincere,FNATIC,Bind,4,9,3,0,False,10
121,2024-05-03 11:00:00,Team Liquid,Gentle Mates,Lotus,8,5,0,4,False,9
121,2024-05-03 11:00:00,Team Liquid,Gentle Mates,Icebox,10,3,0,2,False,11
122,2024-05-03 12:50:00,BBL Esports,FUT Esports,Bind,4,5,5,8,False,-4
122,2024-05-03 12:50:00,BBL Esports,FUT Esports,Icebox,3,3,9,4,False,-7
123,2024-05-08 11:00:00,FNATIC,Team Liquid,Ascent,3,10,2,9,False,2
123,2024-05-08 11:00:00,FNATIC,Team Liquid,Icebox,5,7,5,7,True,-2
123,2024-05-08 11:00:00,FNATIC,Team Liquid,Lotus,2,11,1,4,False,8
124,2024-05-08 14:20:00,Natus Vincere,Team Heretics,Lotus,7,4,8,5,False,-2
124,2024-05-08 14:20:00,Natus Vincere,Team Heretics,Split,6,3,7,6,False,-4
125,2024-05-09 11:00:00,Karmine Corp,FNATIC,Breeze,9,2,10,3,False,-2
125,2024-05-09 11:00:00,Karmine Corp,FNATIC,Bind,8,1,9,4,False,-4
126,2024-05-09 13:30:00,FUT Esports,Team Heretics,Lotus,6,4,7,6,False,-3
126,2024-05-09 13:30:00,FUT Esports,Team Heretics,Split,5,7,5,7,True,-2
127,2024-05-10 11:00:00,FNATIC,Team Heretics,Lotus,6,6,6,6,True,-2
127,2024-05-10 11:00:00,FNATIC,Team Heretics,Breeze,4,0,5,8,False,-9
128,2024-05-10 13:30:00,Karmine Corp,FUT Esports,Icebox,1,2,10,3,False,-10
128,2024-05-10 13:30:00,Karmine Corp,FUT Esports,Sunset,4,6,5,8,False,-3
129,2024-05-11 11:00:00,FNATIC,FUT Esports,Icebox,8,3,9,4,False,-2
129,2024-05-11 11:00:00,FNATIC,FUT Esports,Bind,7,6,6,0,False,7
129,2024-05-11 11:00:00,FNATIC,FUT Esports,Breeze,7,6,6,5,False,2
129,2024-05-11 11:00:00,FNATIC,FUT Esports,Split,4,8,4,8,True,2
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Sunset,5,8,4,3,False,6
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Bind,6,6,6,6,True,2
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Lotus,7,1,8,5,False,-5
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Split,0,5,7,6,False,-8
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Breeze,4,4,5,8,False,-5
131,2024-04-05 05:00:00,Bilibili Gaming,TYLOO,Bind,0,3,9,4,False,-10
131,2024-04-05 05:00:00,Bilibili Gaming,TYLOO,Icebox,6,7,5,1,False,7
131,2024-04-05 05:00:00,Bilibili Gaming,TYLOO,Lotus,7,6,1,5,False,7
132,2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,Split,3,10,2,3,False,8
132,2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,Bind,8,4,8,4,True,-2
132,2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,Lotus,4,6,6,7,False,-3
133,2024-04-06 05:00:00,Dragon Ranger Gaming,All Gamers,Icebox,5,8,4,7,False,2
133,2024-04-06 05:00:00,Dragon Ranger Gaming,All Gamers,Sunset,5,6,6,7,False,-2
133,2024-04-06 05:00:00,Dragon Ranger Gaming,All Gamers,Breeze,2,6,6,7,False,-5
134,2024-04-06 08:45:00,EDward Gaming,JDG Esports,Ascent,7,6,0,5,False,8
134,2024-04-06 08:45:00,EDward Gaming,JDG Esports,Bind,4,5,5,8,False,-4
134,2024-04-06 08:45:00,EDward Gaming,JDG Esports,Split,8,5,7,4,False,2
135,2024-04-07 05:00:00,Nova Esports,Trace Esports,Lotus,5,0,6,7,False,-8
135,2024-04-07 05:00:00,Nova Esports,Trace Esports,Ascent,6,3,7,6,False,-4
136,2024-04-07 07:15:00,FunPlus Phoenix,Wolves Esports,Ascent,6,7,5,3,False,5
136,2024-04-07 07:15:00,FunPlus Phoenix,Wolves Esports,Lotus,5,8,4,3,False,6
137,2024-04-12 05:00:00,JDG Esports,Nova Esports,Sunset,7,6,6,2,False,5
137,2024-04-12 05:00:00,JDG Esports,Nova Esports,Bind,5,4,6,7,False,-4
137,2024-04-12 05:00:00,JDG Esports,Nova Esports,Ascent,2,2,3,10,False,-9
138,2024-04-12 08:15:00,FunPlus Phoenix,Dragon Ranger Gaming,Breeze,5,8,4,7,False,2
138,2024-04-12 08:15:00,FunPlus Phoenix,Dragon Ranger Gaming,Icebox,6,3,9,4,False,-4
138,2024-04-12 08:15:00,FunPlus Phoenix,Dragon Ranger Gaming,Sunset,11,2,2,1,False,10
139,2024-04-13 05:00:00,All Gamers,Wolves Esports,Breeze,5,4,6,7,False,-4
139,2024-04-13 05:00:00,All Gamers,Wolves Esports,Icebox,9,3,9,3,True,-2
140,2024-04-13 07:45:00,Trace Esports,Bilibili Gaming,Split,4,7,5,8,False,-2
140,2024-04-13 07:45:00,Trace Esports,Bilibili Gaming,Breeze,9,4,4,3,False,6
140,2024-04-13 07:45:00,Trace Esports,Bilibili Gaming,Bind,6,7,5,2,False,6
141,2024-04-14 05:00:00,Dragon Ranger Gaming,Titan Esports Club,Breeze,3,1,4,9,False,-9
141,2024-04-14 05:00:00,Dragon Ranger Gaming,Titan Esports Club,Split,7,6,2,5,False,6
141,2024-04-14 05:00:00,Dragon Ranger Gaming,Titan Esports Club,Icebox,11,2,4,1,False,8
142,2024-04-14 07:50:00,TYLOO,EDward Gaming,Sunset,5,0,6,7,False,-8
142,2024-04-14 07:50:00,TYLOO,EDward Gaming,Bind,4,6,6,7,False,-3
143,2024-04-19 05:00:00,Wolves Esports,Trace Esports,Ascent,2,7,3,10,False,-4
143,2024-04-19 05:00:00,Wolves Esports,Trace Esports,Lotus,4,5,5,8,False,-4
144,2024-04-19 07:25:00,Nova Esports,FunPlus Phoenix,Ascent,6,0,7,6,False,-7
144,2024-04-19 07:25:00,Nova Esports,FunPlus Phoenix,Lotus,0,4,8,5,False,-9
145,2024-04-20 05:00:00,Bilibili Gaming,All Gamers,Lotus,5,6,6,7,False,-2
145,2024-04-20 05:00:00,Bilibili Gaming,All Gamers,Bind,6,1,7,6,False,-6
146,2024-04-20 07:40:00,Dragon Ranger Gaming,JDG Esports,Breeze,4,9,3,4,False,6
146,2024-04-20 07:40:00,Dragon Ranger Gaming,JDG Esports,Icebox,3,2,10,3,False,-8
146,2024-04-20 07:40:00,Dragon Ranger Gaming,JDG Esports,Bind,4,8,4,8,True,2
147,2024-04-21 05:00:00,TYLOO,Nova Esports,Icebox,6,4,7,6,False,-3
147,2024-04-21 05:00:00,TYLOO,Nova Esports,Ascent,5,7,5,7,True,2
147,2024-04-21 05:00:00,TYLOO,Nova Esports,Split,8,5,7,2,False,4
