Match ID,Date,Team 1,Team 2,Map Name,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Overtime,Score Difference
16,2024-02-26 20:55:00,Sentinels,G2 Esports,Sunset,4,9,0,8,False,5
16,2024-02-26 20:55:00,Sentinels,G2 Esports,Breeze,6,3,9,4,False,-4
16,2024-02-26 20:55:00,Sentinels,G2 Esports,Split,2,7,5,8,False,-4
17,2024-03-02 17:00:00,Evil Geniuses,LOUD,Ascent,4,9,3,4,False,6
17,2024-03-02 17:00:00,Evil Geniuses,LOUD,Icebox,3,4,8,5,False,-6
17,2024-03-02 17:00:00,Evil Geniuses,LOUD,Sunset,4,1,5,8,False,-8
18,2024-03-02 20:00:00,NRG Esports,Sentinels,Sunset,5,7,5,7,True,-2
18,2024-03-02 20:00:00,NRG Esports,Sentinels,Ascent,8,5,4,4,False,5
18,2024-03-02 20:00:00,NRG Esports,Sentinels,Split,1,2,2,11,False,-10
19,2024-03-03 17:00:00,LOUD,Sentinels,Sunset,5,4,8,5,False,-4
19,2024-03-03 17:00:00,LOUD,Sentinels,Split,3,0,4,9,False,-10
19,2024-03-03 17:00:00,LOUD,Sentinels,Icebox,8,5,7,4,False,2
19,2024-03-03 17:00:00,LOUD,Sentinels,Bind,9,4,5,3,False,5
19,2024-03-03 17:00:00,LOUD,Sentinels,Lotus,2,2,10,3,False,-9
20,2024-02-17 01:00:00,T1,BLEED,Breeze,6,6,6,6,True,2
20,2024-02-17 01:00:00,T1,BLEED,Lotus,9,4,3,3,False,7
21,2024-02-17 08:45:00,Gen.G,Rex Regum Qeon,Icebox,6,7,5,6,False,2
21,2024-02-17 08:45:00,Gen.G,Rex Regum Qeon,Split,2,9,3,10,False,-2
21,2024-02-17 08:45:00,Gen.G,Rex Regum Qeon,Sunset,5,8,4,4,False,5
22,2024-02-18 01:00:00,ZETA DIVISION,Global Esports,Bind,6,7,5,5,False,3
22,2024-02-18 01:00:00,ZETA DIVISION,Global Esports,Icebox,7,6,6,1,False,6
23,2024-02-18 03:30:00,Team Secret,Talon Esports,Breeze,3,5,4,9,False,-5
23,2024-02-18 03:30:00,Team Secret,Talon Esports,Ascent,3,0,4,9,False,-10
24,2024-02-18 05:30:00,DRX,DetonatioN FocusMe,Lotus,6,7,5,3,False,5
24,2024-02-18 05:30:00,DRX,DetonatioN FocusMe,Breeze,5,8,4,4,False,5
25,2024-02-19 01:00:00,Gen.G,Paper Rex,Breeze,7,6,6,4,False,3
25,2024-02-19 01:00:00,Gen.G,Paper Rex,Lotus,5,5,6,7,False,-3
25,2024-02-19 01:00:00,Gen.G,Paper Rex,Sunset,2,5,3,10,False,-6
26,2024-02-19 04:15:00,BLEED,Global Esports,Sunset,4,5,7,6,False,-4
26,2024-02-19 04:15:00,BLEED,Global Esports,Icebox,9,4,8,2,False,3
26,2024-02-19 04:15:00,BLEED,Global Esports,Split,7,4,8,5,False,-2
27,2024-02-19 08:00:00,T1,ZETA DIVISION,Ascent,6,5,7,6,False,-2
27,2024-02-19 08:00:00,T1,ZETA DIVISION,Lotus,4,9,3,1,False,9
27,2024-02-19 08:00:00,T1,ZETA DIVISION,Sunset,5,8,4,3,False,6
28,2024-02-20 03:00:00,DetonatioN FocusMe,Team Secret,Lotus,4,3,9,4,False,-6
28,2024-02-20 03:00:00,DetonatioN FocusMe,Team Secret,Breeze,5,6,6,7,False,-2
29,2024-02-20 05:20:00,DRX,Talon Esports,Split,8,5,6,4,False,3
29,2024-02-20 05:20:00,DRX,Talon Esports,Ascent,7,6,6,2,False,5
30,2024-02-21 01:00:00,Gen.G,Rex Regum Qeon,Lotus,5,8,0,7,False,6
30,2024-02-21 01:00:00,Gen.G,Rex Regum Qeon,Breeze,7,3,9,4,False,-3
30,2024-02-21 01:00:00,Gen.G,Rex Regum Qeon,Icebox,8,5,7,4,False,2
31,2024-02-21 04:30:00,Talon Esports,Team Secret,Breeze,4,4,5,8,False,-5
31,2024-02-21 04:30:00,Talon Esports,Team Secret,Ascent,7,0,8,5,False,-6
32,2024-02-21 07:15:00,ZETA DIVISION,Global Esports,Bind,5,8,4,4,False,5
32,2024-02-21 07:15:00,ZETA DIVISION,Global Esports,Lotus,9,4,0,3,False,10
33,2024-02-22 01:00:00,Team Secret,Gen.G,Breeze,5,8,4,1,False,8
33,2024-02-22 01:00:00,Team Secret,Gen.G,Lotus,8,1,9,4,False,-4
33,2024-02-22 01:00:00,Team Secret,Gen.G,Icebox,4,8,4,8,True,-2
34,2024-02-22 04:20:00,ZETA DIVISION,Team Secret,Icebox,0,1,11,2,False,-12
34,2024-02-22 04:20:00,ZETA DIVISION,Team Secret,Ascent,7,1,8,5,False,-5
35,2024-02-22 06:30:00,Gen.G,ZETA DIVISION,Icebox,8,5,2,4,False,7
35,2024-02-22 06:30:00,Gen.G,ZETA DIVISION,Ascent,3,10,2,2,False,9
36,2024-02-24 03:00:00,T1,Paper Rex,Split,8,4,8,4,True,-2
36,2024-02-24 03:00:00,T1,Paper Rex,Ascent,2,4,8,5,False,-7
37,2024-02-24 05:25:00,DRX,Gen.G,Bind,7,5,7,5,True,-2
37,2024-02-24 05:25:00,DRX,Gen.G,Lotus,5,3,9,4,False,-5
38,2024-02-25 03:00:00,Paper Rex,Gen.G,Ascent,5,0,6,7,False,-8
