Match ID,Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Total Maps Played,Winner
332,Champions Tour 2024: China Stage 2,FunPlus Phoenix,Bilibili Gaming,2024-07-18 05:50:00,Bo3,"[{'Team': 'BLG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,FunPlus Phoenix
333,Champions Tour 2024: China Stage 2,Trace Esports,FunPlus Phoenix,2024-07-19 04:00:00,Bo5,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",5,FunPlus Phoenix
334,Champions Tour 2024: China Stage 2,EDward Gaming,FunPlus Phoenix,2024-07-20 04:30:00,Bo5,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",5,EDward Gaming
335,Champions Tour 2024: EMEA Stage 2,FUT Esports,KOI,2024-06-18 14:00:00,Bo3,"[{'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",3,FUT Esports
336,Champions Tour 2024: EMEA Stage 2,BBL Esports,FNATIC,2024-06-19 12:00:00,Bo3,"[{'Team': 'BBL', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'BBL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'BBL', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,FNATIC
337,Champions Tour 2024: EMEA Stage 2,Team Heretics,Natus Vincere,2024-06-19 15:30:00,Bo3,"[{'Team': 'TH', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'NAVI', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,Team Heretics
338,Champions Tour 2024: EMEA Stage 2,GIANTX,Gentle Mates,2024-06-20 12:00:00,Bo3,"[{'Team': 'M8', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'GX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'M8', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'GX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'M8', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",3,GIANTX
339,Champions Tour 2024: EMEA Stage 2,Team Vitality,Team Liquid,2024-06-20 15:10:00,Bo3,"[{'Team': 'TL', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'TL', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,Team Vitality
340,Champions Tour 2024: EMEA Stage 2,BBL Esports,Karmine Corp,2024-06-21 12:00:00,Bo3,"[{'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'BBL', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BBL', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'BBL', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,Karmine Corp
341,Champions Tour 2024: EMEA Stage 2,Natus Vincere,FUT Esports,2024-06-21 13:50:00,Bo3,"[{'Team': 'NAVI', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'NAVI', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,FUT Esports
342,Champions Tour 2024: EMEA Stage 2,KOI,GIANTX,2024-06-25 14:00:00,Bo3,"[{'Team': 'GX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'GX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'GX', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",2,KOI
343,Champions Tour 2024: EMEA Stage 2,Team Heretics,FUT Esports,2024-06-26 12:00:00,Bo3,"[{'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,Team Heretics
344,Champions Tour 2024: EMEA Stage 2,FNATIC,Team Vitality,2024-06-26 14:15:00,Bo3,"[{'Team': 'FNC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,FNATIC
345,Champions Tour 2024: EMEA Stage 2,BBL Esports,Team Liquid,2024-06-27 12:00:00,Bo3,"[{'Team': 'TL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'BBL', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TL', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BBL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TL', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'BBL', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",2,BBL Esports
346,Champions Tour 2024: EMEA Stage 2,Natus Vincere,GIANTX,2024-06-27 14:00:00,Bo3,"[{'Team': 'GX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'GX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NAVI', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'GX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",2,GIANTX
347,Champions Tour 2024: EMEA Stage 2,KOI,Gentle Mates,2024-06-28 12:00:00,Bo3,"[{'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'M8', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'M8', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'M8', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",2,Gentle Mates
348,Champions Tour 2024: EMEA Stage 2,FNATIC,Karmine Corp,2024-06-28 14:30:00,Bo3,"[{'Team': 'FNC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,FNATIC
349,Champions Tour 2024: EMEA Stage 2,Team Heretics,GIANTX,2024-07-03 12:00:00,Bo3,"[{'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'GX', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'GX', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",3,Team Heretics
350,Champions Tour 2024: EMEA Stage 2,FUT Esports,Gentle Mates,2024-07-03 15:25:00,Bo3,"[{'Team': 'FUT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'M8', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'M8', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'M8', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",2,FUT Esports
351,Champions Tour 2024: EMEA Stage 2,KOI,Natus Vincere,2024-07-04 12:00:00,Bo3,"[{'Team': 'NAVI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NAVI', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",2,KOI
352,Champions Tour 2024: EMEA Stage 2,Team Liquid,Karmine Corp,2024-07-04 14:05:00,Bo3,"[{'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TL', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",2,Team Liquid
353,Champions Tour 2024: EMEA Stage 2,BBL Esports,Team Vitality,2024-07-05 12:00:00,Bo3,"[{'Team': 'BBL', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'BBL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'BBL', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,Team Vitality
354,Champions Tour 2024: EMEA Stage 2,Team Heretics,Gentle Mates,2024-07-05 15:00:00,Bo3,"[{'Team': 'TH', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'M8', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'M8', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'M8', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,Team Heretics
355,Champions Tour 2024: EMEA Stage 2,FUT Esports,GIANTX,2024-07-09 14:00:00,Bo3,"[{'Team': 'GX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'GX', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'GX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,FUT Esports
356,Champions Tour 2024: EMEA Stage 2,Team Heretics,KOI,2024-07-10 12:00:00,Bo3,"[{'Team': 'KOI', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",3,Team Heretics
357,Champions Tour 2024: EMEA Stage 2,FNATIC,Team Liquid,2024-07-10 15:20:00,Bo3,"[{'Team': 'TL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TL', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'TL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,FNATIC
358,Champions Tour 2024: EMEA Stage 2,Natus Vincere,Gentle Mates,2024-07-11 12:00:00,Bo3,"[{'Team': 'M8', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'M8', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'NAVI', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'M8', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,Natus Vincere
359,Champions Tour 2024: EMEA Stage 2,Team Vitality,Karmine Corp,2024-07-11 15:10:00,Bo3,"[{'Team': 'VIT', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",3,Team Vitality
360,Champions Tour 2024: EMEA Stage 2,Team Vitality,Natus Vincere,2024-07-15 12:00:00,Bo3,"[{'Team': 'NAVI', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'NAVI', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",3,Team Vitality
361,Champions Tour 2024: EMEA Stage 2,FNATIC,Karmine Corp,2024-07-15 14:50:00,Bo3,"[{'Team': 'FNC', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,FNATIC
362,Champions Tour 2024: EMEA Stage 2,Team Heretics,Team Vitality,2024-07-16 12:00:00,Bo3,"[{'Team': 'VIT', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",3,Team Vitality
363,Champions Tour 2024: EMEA Stage 2,FUT Esports,FNATIC,2024-07-16 15:45:00,Bo3,"[{'Team': 'FUT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",2,FNATIC
364,Champions Tour 2024: EMEA Stage 2,Team Vitality,FNATIC,2024-07-17 12:00:00,Bo3,"[{'Team': 'FNC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,FNATIC
365,Champions Tour 2024: EMEA Stage 2,Team Heretics,FUT Esports,2024-07-17 14:15:00,Bo3,"[{'Team': 'FUT', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,Team Heretics
366,Champions Tour 2024: EMEA Stage 2,Team Vitality,Team Heretics,2024-07-19 12:00:00,Bo5,"[{'Team': 'VIT', 'Action': 'ban', 'Map': 'Abyss'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",4,Team Vitality
367,Champions Tour 2024: EMEA Stage 2,FNATIC,Team Vitality,2024-07-20 12:00:00,Bo5,"[{'Team': 'FNC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Abyss'}]",4,FNATIC
368,Champions Tour 2024: Americas Stage 2,MIBR,LEVIATÁN,2024-06-22 17:00:00,Bo3,"[{'Team': 'MIBR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,LEVIATÁN
369,Champions Tour 2024: Americas Stage 2,Sentinels,NRG Esports,2024-06-22 19:15:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,Sentinels
370,Champions Tour 2024: Americas Stage 2,FURIA,100 Thieves,2024-06-23 17:00:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,FURIA
371,Champions Tour 2024: Americas Stage 2,LOUD,Evil Geniuses,2024-06-23 19:45:00,Bo3,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",3,Evil Geniuses
372,Champions Tour 2024: Americas Stage 2,G2 Esports,Cloud9,2024-06-24 17:00:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,G2 Esports
373,Champions Tour 2024: Americas Stage 2,Evil Geniuses,FURIA,2024-06-29 17:00:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,Evil Geniuses
374,Champions Tour 2024: Americas Stage 2,Sentinels,KRÜ Esports,2024-06-29 19:00:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,Sentinels
375,Champions Tour 2024: Americas Stage 2,LOUD,MIBR,2024-06-30 17:00:00,Bo3,"[{'Team': 'MIBR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",3,LOUD
376,Champions Tour 2024: Americas Stage 2,LEVIATÁN,100 Thieves,2024-06-30 20:20:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Haven'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,LEVIATÁN
