Match ID,Date,Team 1,Team 2,Map Name,Map Duration,Team 1 Score,Team 2 Score,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds
108,2024-04-18 13:15:00,Team Vitality,FUT Esports,Icebox,2952.0,13,9,7,6,6,3
108,2024-04-18 13:15:00,Team Vitality,FUT Esports,Sunset,2747.0,13,9,6,7,3,6
109,2024-04-19 11:00:00,Team Liquid,GIANTX,Lotus,4661.0,14,16,7,5,7,5
109,2024-04-19 11:00:00,Team Liquid,GIANTX,Icebox,2533.0,13,7,9,4,4,3
109,2024-04-19 11:00:00,Team Liquid,GIANTX,Ascent,3190.0,13,11,4,9,3,8
110,2024-04-19 14:55:00,FNATIC,KOI,Bind,4109.0,13,11,10,3,9,2
110,2024-04-19 14:55:00,FNATIC,KOI,Icebox,2508.0,13,4,8,5,0,4
111,2024-04-24 11:00:00,Team Liquid,Team Heretics,Sunset,3030.0,2,13,0,2,10,3
111,2024-04-24 11:00:00,Team Liquid,Team Heretics,Bind,2793.0,7,13,5,2,6,7
112,2024-04-24 13:00:00,Team Vitality,Gentle Mates,Icebox,2666.0,5,13,4,1,5,8
112,2024-04-24 13:00:00,Team Vitality,Gentle Mates,Sunset,2379.0,5,13,2,3,3,10
113,2024-04-25 11:00:00,FNATIC,FUT Esports,Split,3719.0,7,13,5,2,6,7
113,2024-04-25 11:00:00,FNATIC,FUT Esports,Lotus,4276.0,13,15,6,6,6,6
114,2024-04-25 13:30:00,BBL Esports,Natus Vincere,Ascent,3373.0,8,13,3,5,7,6
114,2024-04-25 13:30:00,BBL Esports,Natus Vincere,Sunset,3086.0,13,8,5,8,4,4
114,2024-04-25 13:30:00,BBL Esports,Natus Vincere,Split,3181.0,13,9,6,7,3,6
115,2024-04-26 11:00:00,Team Vitality,GIANTX,Lotus,5080.0,14,16,7,5,7,5
115,2024-04-26 11:00:00,Team Vitality,GIANTX,Breeze,2681.0,13,7,9,4,4,3
115,2024-04-26 11:00:00,Team Vitality,GIANTX,Sunset,2437.0,13,6,7,6,1,5
116,2024-04-26 14:10:00,Karmine Corp,KOI,Sunset,3183.0,13,7,8,5,3,4
116,2024-04-26 14:10:00,Karmine Corp,KOI,Icebox,2741.0,7,13,4,3,9,4
116,2024-04-26 14:10:00,Karmine Corp,KOI,Bind,3599.0,15,13,4,8,4,8
117,2024-05-01 11:00:00,BBL Esports,GIANTX,Bind,3481.0,6,13,1,5,7,6
117,2024-05-01 11:00:00,BBL Esports,GIANTX,Sunset,2757.0,11,13,5,6,6,7
118,2024-05-01 13:00:00,Karmine Corp,Team Heretics,Icebox,4236.0,12,14,6,6,6,6
118,2024-05-01 13:00:00,Karmine Corp,Team Heretics,Lotus,2166.0,13,5,10,3,3,2
118,2024-05-01 13:00:00,Karmine Corp,Team Heretics,Bind,3238.0,9,13,8,1,9,4
119,2024-05-02 11:00:00,Team Vitality,KOI,Split,2997.0,5,13,5,0,6,7
119,2024-05-02 11:00:00,Team Vitality,KOI,Breeze,2679.0,13,7,6,7,1,6
119,2024-05-02 11:00:00,Team Vitality,KOI,Icebox,2253.0,4,13,3,1,4,9
120,2024-05-02 13:55:00,Natus Vincere,FNATIC,Breeze,2986.0,6,13,5,1,6,7
120,2024-05-02 13:55:00,Natus Vincere,FNATIC,Ascent,2922.0,13,8,9,4,5,3
120,2024-05-02 13:55:00,Natus Vincere,FNATIC,Bind,2423.0,13,3,4,9,3,0
121,2024-05-03 11:00:00,Team Liquid,Gentle Mates,Lotus,3397.0,13,4,8,5,0,4
121,2024-05-03 11:00:00,Team Liquid,Gentle Mates,Icebox,1914.0,13,2,10,3,0,2
122,2024-05-03 12:50:00,BBL Esports,FUT Esports,Bind,3749.0,9,13,4,5,5,8
122,2024-05-03 12:50:00,BBL Esports,FUT Esports,Icebox,2382.0,6,13,3,3,9,4
123,2024-05-08 11:00:00,FNATIC,Team Liquid,Ascent,4001.0,13,11,3,10,2,9
123,2024-05-08 11:00:00,FNATIC,Team Liquid,Icebox,3723.0,12,14,5,7,5,7
123,2024-05-08 11:00:00,FNATIC,Team Liquid,Lotus,2317.0,13,5,2,11,1,4
124,2024-05-08 14:20:00,Natus Vincere,Team Heretics,Lotus,3607.0,11,13,7,4,8,5
124,2024-05-08 14:20:00,Natus Vincere,Team Heretics,Split,3242.0,9,13,6,3,7,6
125,2024-05-09 11:00:00,Karmine Corp,FNATIC,Breeze,4560.0,11,13,9,2,10,3
125,2024-05-09 11:00:00,Karmine Corp,FNATIC,Bind,3507.0,9,13,8,1,9,4
126,2024-05-09 13:30:00,FUT Esports,Team Heretics,Lotus,3940.0,10,13,6,4,7,6
126,2024-05-09 13:30:00,FUT Esports,Team Heretics,Split,4019.0,13,15,5,7,5,7
127,2024-05-10 11:00:00,FNATIC,Team Heretics,Lotus,5558.0,13,15,6,6,6,6
127,2024-05-10 11:00:00,FNATIC,Team Heretics,Breeze,2330.0,4,13,4,0,5,8
128,2024-05-10 13:30:00,Karmine Corp,FUT Esports,Icebox,3126.0,3,13,1,2,10,3
128,2024-05-10 13:30:00,Karmine Corp,FUT Esports,Sunset,3011.0,10,13,4,6,5,8
129,2024-05-11 11:00:00,FNATIC,FUT Esports,Icebox,4501.0,11,13,8,3,9,4
129,2024-05-11 11:00:00,FNATIC,FUT Esports,Bind,2396.0,13,6,7,6,6,0
129,2024-05-11 11:00:00,FNATIC,FUT Esports,Breeze,3548.0,13,11,7,6,6,5
129,2024-05-11 11:00:00,FNATIC,FUT Esports,Split,3572.0,14,12,4,8,4,8
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Sunset,3840.0,13,7,5,8,4,3
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Bind,3969.0,15,13,6,6,6,6
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Lotus,4678.0,8,13,7,1,8,5
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Split,3357.0,5,13,0,5,7,6
130,2024-05-12 11:00:00,Team Heretics,FNATIC,Breeze,2859.0,8,13,4,4,5,8
131,2024-04-05 05:00:00,Bilibili Gaming,TYLOO,Bind,,3,13,0,3,9,4
131,2024-04-05 05:00:00,Bilibili Gaming,TYLOO,Icebox,,13,6,6,7,5,1
131,2024-04-05 05:00:00,Bilibili Gaming,TYLOO,Lotus,,13,6,7,6,1,5
132,2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,Split,,13,5,3,10,2,3
132,2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,Bind,,12,14,8,4,8,4
132,2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,Lotus,,10,13,4,6,6,7
133,2024-04-06 05:00:00,Dragon Ranger Gaming,All Gamers,Icebox,,13,11,5,8,4,7
133,2024-04-06 05:00:00,Dragon Ranger Gaming,All Gamers,Sunset,,11,13,5,6,6,7
133,2024-04-06 05:00:00,Dragon Ranger Gaming,All Gamers,Breeze,,8,13,2,6,6,7
134,2024-04-06 08:45:00,EDward Gaming,JDG Esports,Ascent,,13,5,7,6,0,5
134,2024-04-06 08:45:00,EDward Gaming,JDG Esports,Bind,,9,13,4,5,5,8
134,2024-04-06 08:45:00,EDward Gaming,JDG Esports,Split,,13,11,8,5,7,4
135,2024-04-07 05:00:00,Nova Esports,Trace Esports,Lotus,,5,13,5,0,6,7
135,2024-04-07 05:00:00,Nova Esports,Trace Esports,Ascent,,9,13,6,3,7,6
136,2024-04-07 07:15:00,FunPlus Phoenix,Wolves Esports,Ascent,,13,8,6,7,5,3
136,2024-04-07 07:15:00,FunPlus Phoenix,Wolves Esports,Lotus,,13,7,5,8,4,3
137,2024-04-12 05:00:00,JDG Esports,Nova Esports,Sunset,,13,8,7,6,6,2
137,2024-04-12 05:00:00,JDG Esports,Nova Esports,Bind,,9,13,5,4,6,7
137,2024-04-12 05:00:00,JDG Esports,Nova Esports,Ascent,,4,13,2,2,3,10
138,2024-04-12 08:15:00,FunPlus Phoenix,Dragon Ranger Gaming,Breeze,,13,11,5,8,4,7
138,2024-04-12 08:15:00,FunPlus Phoenix,Dragon Ranger Gaming,Icebox,,9,13,6,3,9,4
138,2024-04-12 08:15:00,FunPlus Phoenix,Dragon Ranger Gaming,Sunset,,13,3,11,2,2,1
139,2024-04-13 05:00:00,All Gamers,Wolves Esports,Breeze,,9,13,5,4,6,7
139,2024-04-13 05:00:00,All Gamers,Wolves Esports,Icebox,,12,14,9,3,9,3
140,2024-04-13 07:45:00,Trace Esports,Bilibili Gaming,Split,,11,13,4,7,5,8
140,2024-04-13 07:45:00,Trace Esports,Bilibili Gaming,Breeze,,13,7,9,4,4,3
140,2024-04-13 07:45:00,Trace Esports,Bilibili Gaming,Bind,,13,7,6,7,5,2
141,2024-04-14 05:00:00,Dragon Ranger Gaming,Titan Esports Club,Breeze,,4,13,3,1,4,9
141,2024-04-14 05:00:00,Dragon Ranger Gaming,Titan Esports Club,Split,,13,7,7,6,2,5
141,2024-04-14 05:00:00,Dragon Ranger Gaming,Titan Esports Club,Icebox,,13,5,11,2,4,1
142,2024-04-14 07:50:00,TYLOO,EDward Gaming,Sunset,,5,13,5,0,6,7
142,2024-04-14 07:50:00,TYLOO,EDward Gaming,Bind,,10,13,4,6,6,7
143,2024-04-19 05:00:00,Wolves Esports,Trace Esports,Ascent,,9,13,2,7,3,10
143,2024-04-19 05:00:00,Wolves Esports,Trace Esports,Lotus,,9,13,4,5,5,8
144,2024-04-19 07:25:00,Nova Esports,FunPlus Phoenix,Ascent,,6,13,6,0,7,6
144,2024-04-19 07:25:00,Nova Esports,FunPlus Phoenix,Lotus,,4,13,0,4,8,5
145,2024-04-20 05:00:00,Bilibili Gaming,All Gamers,Lotus,,11,13,5,6,6,7
145,2024-04-20 05:00:00,Bilibili Gaming,All Gamers,Bind,,7,13,6,1,7,6
146,2024-04-20 07:40:00,Dragon Ranger Gaming,JDG Esports,Breeze,,13,7,4,9,3,4
146,2024-04-20 07:40:00,Dragon Ranger Gaming,JDG Esports,Icebox,,5,13,3,2,10,3
146,2024-04-20 07:40:00,Dragon Ranger Gaming,JDG Esports,Bind,,14,12,4,8,4,8
147,2024-04-21 05:00:00,TYLOO,Nova Esports,Icebox,,10,13,6,4,7,6
147,2024-04-21 05:00:00,TYLOO,Nova Esports,Ascent,,14,12,5,7,5,7
147,2024-04-21 05:00:00,TYLOO,Nova Esports,Split,,13,9,8,5,7,2
148,2024-04-21 09:00:00,EDward Gaming,Titan Esports Club,Ascent,,13,5,8,5,1,4
148,2024-04-21 09:00:00,EDward Gaming,Titan Esports Club,Sunset,,13,5,10,3,3,2
149,2024-04-26 05:00:00,Titan Esports Club,Bilibili Gaming,Sunset,,13,11,7,6,6,5
149,2024-04-26 05:00:00,Titan Esports Club,Bilibili Gaming,Bind,,8,13,4,4,8,5
149,2024-04-26 05:00:00,Titan Esports Club,Bilibili Gaming,Icebox,,13,6,5,8,4,2
150,2024-04-26 08:05:00,Trace Esports,Dragon Ranger Gaming,Breeze,,7,13,6,1,7,6
150,2024-04-26 08:05:00,Trace Esports,Dragon Ranger Gaming,Sunset,,10,13,6,4,7,6
151,2024-04-27 05:00:00,TYLOO,Wolves Esports,Sunset,,11,13,6,5,7,6
151,2024-04-27 05:00:00,TYLOO,Wolves Esports,Split,,13,7,6,7,1,6
151,2024-04-27 05:00:00,TYLOO,Wolves Esports,Ascent,,10,13,5,5,6,7
152,2024-04-27 08:30:00,FunPlus Phoenix,EDward Gaming,Breeze,,4,13,1,3,9,4
152,2024-04-27 08:30:00,FunPlus Phoenix,EDward Gaming,Bind,,13,11,5,8,4,7
152,2024-04-27 08:30:00,FunPlus Phoenix,EDward Gaming,Ascent,,13,4,5,8,4,0
153,2024-04-28 05:00:00,All Gamers,Nova Esports,Lotus,,16,14,8,4,8,4
153,2024-04-28 05:00:00,All Gamers,Nova Esports,Bind,,10,13,6,4,7,6
153,2024-04-28 05:00:00,All Gamers,Nova Esports,Split,,13,7,5,8,4,3
154,2024-04-28 08:40:00,Bilibili Gaming,JDG Esports,Icebox,,13,8,7,6,6,2
154,2024-04-28 08:40:00,Bilibili Gaming,JDG Esports,Lotus,,13,10,8,5,7,3
155,2024-05-02 07:00:00,EDward Gaming,All Gamers,Sunset,,13,6,9,4,3,3
155,2024-05-02 07:00:00,EDward Gaming,All Gamers,Icebox,,13,5,5,8,4,1
156,2024-05-03 07:00:00,Wolves Esports,JDG Esports,Lotus,,8,13,6,2,7,6
156,2024-05-03 07:00:00,Wolves Esports,JDG Esports,Ascent,,1,13,1,0,2,11
157,2024-05-04 05:00:00,Dragon Ranger Gaming,TYLOO,Bind,,10,13,4,6,5,8
157,2024-05-04 05:00:00,Dragon Ranger Gaming,TYLOO,Breeze,,8,13,5,3,6,7
158,2024-05-04 07:30:00,Bilibili Gaming,FunPlus Phoenix,Icebox,,2,13,1,1,11,2
158,2024-05-04 07:30:00,Bilibili Gaming,FunPlus Phoenix,Lotus,,6,13,5,1,11,2
159,2024-05-05 05:00:00,Nova Esports,Titan Esports Club,Split,,13,6,9,4,3,3
159,2024-05-05 05:00:00,Nova Esports,Titan Esports Club,Lotus,,13,6,4,9,3,3
160,2024-05-05 07:05:00,Trace Esports,EDward Gaming,Sunset,,13,15,8,4,8,4
160,2024-05-05 07:05:00,Trace Esports,EDward Gaming,Breeze,,12,14,7,5,7,5
161,2024-05-08 05:00:00,Trace Esports,All Gamers,Sunset,,13,9,5,8,4,5
161,2024-05-08 05:00:00,Trace Esports,All Gamers,Breeze,,13,7,9,4,4,3
162,2024-05-08 07:15:00,Dragon Ranger Gaming,Nova Esports,Bind,,13,8,7,6,6,2
162,2024-05-08 07:15:00,Dragon Ranger Gaming,Nova Esports,Ascent,,13,7,7,6,2,5
163,2024-05-09 05:00:00,FunPlus Phoenix,Trace Esports,Bind,,13,10,9,4,8,2
163,2024-05-09 05:00:00,FunPlus Phoenix,Trace Esports,Lotus,,13,8,6,7,5,3
164,2024-05-09 07:30:00,EDward Gaming,Dragon Ranger Gaming,Ascent,,13,3,9,4,0,3
164,2024-05-09 07:30:00,EDward Gaming,Dragon Ranger Gaming,Split,,13,9,5,8,2,7
165,2024-05-10 05:00:00,FunPlus Phoenix,EDward Gaming,Icebox,,13,10,6,7,5,5
165,2024-05-10 05:00:00,FunPlus Phoenix,EDward Gaming,Breeze,,14,12,9,3,9,3
166,2024-05-10 07:45:00,Trace Esports,Dragon Ranger Gaming,Sunset,,13,6,8,5,2,4
166,2024-05-10 07:45:00,Trace Esports,Dragon Ranger Gaming,Split,,8,13,3,5,7,6
166,2024-05-10 07:45:00,Trace Esports,Dragon Ranger Gaming,Bind,,7,13,5,2,6,7
167,2024-05-11 05:00:00,EDward Gaming,Dragon Ranger Gaming,Breeze,,13,10,8,5,6,4
167,2024-05-11 05:00:00,EDward Gaming,Dragon Ranger Gaming,Split,,13,3,3,10,2,1
167,2024-05-11 05:00:00,EDward Gaming,Dragon Ranger Gaming,Ascent,,2,13,2,0,3,10
167,2024-05-11 05:00:00,EDward Gaming,Dragon Ranger Gaming,Bind,,13,6,7,6,1,5
168,2024-05-12 05:00:00,FunPlus Phoenix,EDward Gaming,Lotus,,13,6,4,9,3,3
168,2024-05-12 05:00:00,FunPlus Phoenix,EDward Gaming,Bind,,9,13,7,2,8,5
168,2024-05-12 05:00:00,FunPlus Phoenix,EDward Gaming,Icebox,,12,14,8,4,8,4
168,2024-05-12 05:00:00,FunPlus Phoenix,EDward Gaming,Breeze,,8,13,3,5,7,6
169,2024-04-06 04:00:00,Global Esports,ZETA DIVISION,Sunset,3044.0,1,13,1,0,2,11
169,2024-04-06 04:00:00,Global Esports,ZETA DIVISION,Icebox,2979.0,13,10,5,8,4,6
169,2024-04-06 04:00:00,Global Esports,ZETA DIVISION,Ascent,3021.0,8,13,6,2,7,6
170,2024-04-06 07:00:00,Team Secret,DRX,Sunset,3338.0,8,13,5,3,9,4
170,2024-04-06 07:00:00,Team Secret,DRX,Lotus,2584.0,8,13,5,3,6,7
171,2024-04-07 04:00:00,BLEED,Talon Esports,Lotus,4046.0,13,9,7,6,4,5
171,2024-04-07 04:00:00,BLEED,Talon Esports,Bind,2800.0,7,13,2,5,7,6
171,2024-04-07 04:00:00,BLEED,Talon Esports,Icebox,2665.0,6,13,4,2,10,3
172,2024-04-07 07:15:00,T1,Paper Rex,Lotus,4474.0,10,13,2,8,4,9
172,2024-04-07 07:15:00,T1,Paper Rex,Bind,3192.0,12,14,6,6,6,6
173,2024-04-08 04:00:00,Team Secret,Rex Regum Qeon,Breeze,3748.0,10,13,7,3,9,4
173,2024-04-08 04:00:00,Team Secret,Rex Regum Qeon,Split,2622.0,13,6,6,7,0,6
173,2024-04-08 04:00:00,Team Secret,Rex Regum Qeon,Icebox,3668.0,12,14,5,7,5,7
174,2024-04-08 07:20:00,Global Esports,DRX,Ascent,3258.0,8,13,5,3,9,4
174,2024-04-08 07:20:00,Global Esports,DRX,Lotus,2812.0,6,13,3,3,4,9
175,2024-04-09 04:00:00,Gen.G,Talon Esports,Lotus,3289.0,13,9,4,9,3,6
175,2024-04-09 04:00:00,Gen.G,Talon Esports,Ascent,2705.0,13,8,3,10,2,6
176,2024-04-09 06:10:00,T1,DetonatioN FocusMe,Ascent,3695.0,10,13,3,7,5,8
176,2024-04-09 06:10:00,T1,DetonatioN FocusMe,Lotus,2610.0,13,5,4,9,3,2
176,2024-04-09 06:10:00,T1,DetonatioN FocusMe,Sunset,3101.0,11,13,6,5,7,6
177,2024-04-13 04:00:00,Gen.G,Paper Rex,Lotus,3926.0,13,11,9,4,8,3
177,2024-04-13 04:00:00,Gen.G,Paper Rex,Icebox,2800.0,11,13,3,8,4,9
177,2024-04-13 04:00:00,Gen.G,Paper Rex,Bind,2506.0,6,13,2,4,3,10
178,2024-04-13 07:10:00,T1,DRX,Breeze,3198.0,13,9,8,5,7,2
178,2024-04-13 07:10:00,T1,DRX,Split,2360.0,5,13,2,3,3,10
178,2024-04-13 07:10:00,T1,DRX,Bind,2523.0,6,13,3,3,4,9
179,2024-04-14 04:00:00,Team Secret,ZETA DIVISION,Icebox,3547.0,13,8,6,7,5,3
179,2024-04-14 04:00:00,Team Secret,ZETA DIVISION,Lotus,2511.0,6,13,5,1,6,7
179,2024-04-14 04:00:00,Team Secret,ZETA DIVISION,Sunset,2897.0,13,7,9,4,4,3
180,2024-04-14 07:00:00,BLEED,Rex Regum Qeon,Lotus,2629.0,2,13,0,2,10,3
180,2024-04-14 07:00:00,BLEED,Rex Regum Qeon,Icebox,2556.0,5,13,4,1,5,8
181,2024-04-15 04:00:00,Gen.G,DetonatioN FocusMe,Split,3631.0,13,8,7,6,6,2
181,2024-04-15 04:00:00,Gen.G,DetonatioN FocusMe,Lotus,2839.0,13,7,7,6,6,1
182,2024-04-15 06:10:00,Global Esports,Talon Esports,Icebox,2738.0,13,4,9,4,1,3
182,2024-04-15 06:10:00,Global Esports,Talon Esports,Breeze,3674.0,12,14,6,6,6,6
182,2024-04-15 06:10:00,Global Esports,Talon Esports,Lotus,2619.0,6,13,1,5,7,6
183,2024-04-16 04:00:00,T1,Rex Regum Qeon,Ascent,2851.0,13,6,7,6,6,0
183,2024-04-16 04:00:00,T1,Rex Regum Qeon,Lotus,2715.0,13,8,7,6,6,2
184,2024-04-16 06:00:00,BLEED,ZETA DIVISION,Sunset,3390.0,9,13,3,6,6,7
184,2024-04-16 06:00:00,BLEED,ZETA DIVISION,Ascent,2961.0,13,9,6,7,5,4
184,2024-04-16 06:00:00,BLEED,ZETA DIVISION,Lotus,2860.0,8,13,3,5,4,9
185,2024-04-20 04:00:00,Gen.G,DRX,Bind,4119.0,10,13,6,4,8,5
185,2024-04-20 04:00:00,Gen.G,DRX,Ascent,2954.0,13,9,8,5,7,2
185,2024-04-20 04:00:00,Gen.G,DRX,Split,2670.0,7,13,6,1,7,6
186,2024-04-20 07:15:00,BLEED,DetonatioN FocusMe,Lotus,3528.0,9,13,2,7,5,8
186,2024-04-20 07:15:00,BLEED,DetonatioN FocusMe,Split,2696.0,13,7,10,3,5,2
186,2024-04-20 07:15:00,BLEED,DetonatioN FocusMe,Ascent,2567.0,13,4,3,10,2,2
187,2024-04-21 04:00:00,Global Esports,Rex Regum Qeon,Lotus,3816.0,13,10,7,6,5,5
187,2024-04-21 04:00:00,Global Esports,Rex Regum Qeon,Icebox,2360.0,13,4,8,5,0,4
188,2024-04-21 07:00:00,Team Secret,Paper Rex,Icebox,3160.0,13,9,5,8,4,5
188,2024-04-21 07:00:00,Team Secret,Paper Rex,Sunset,2770.0,13,8,7,6,3,5
189,2024-04-22 04:00:00,T1,Talon Esports,Lotus,3892.0,11,13,6,5,7,6
189,2024-04-22 04:00:00,T1,Talon Esports,Bind,2626.0,10,13,5,5,6,7
190,2024-04-22 06:15:00,Gen.G,ZETA DIVISION,Split,3257.0,13,8,6,7,5,3
190,2024-04-22 06:15:00,Gen.G,ZETA DIVISION,Ascent,3770.0,14,12,7,5,7,5
191,2024-04-23 04:00:00,Team Secret,DetonatioN FocusMe,Lotus,2993.0,13,4,10,3,2,2
191,2024-04-23 04:00:00,Team Secret,DetonatioN FocusMe,Breeze,3112.0,9,13,1,8,4,9
191,2024-04-23 04:00:00,Team Secret,DetonatioN FocusMe,Sunset,2236.0,13,2,1,12,0,2
192,2024-04-23 06:50:00,Global Esports,Paper Rex,Sunset,2513.0,4,13,2,2,10,3
192,2024-04-23 06:50:00,Global Esports,Paper Rex,Icebox,2510.0,7,13,2,5,7,6
193,2024-04-27 04:00:00,BLEED,Paper Rex,Ascent,2885.0,5,13,3,2,4,9
193,2024-04-27 04:00:00,BLEED,Paper Rex,Bind,2549.0,6,13,5,1,6,7
194,2024-04-27 06:00:00,Global Esports,DetonatioN FocusMe,Split,3646.0,10,13,6,4,7,6
194,2024-04-27 06:00:00,Global Esports,DetonatioN FocusMe,Lotus,2438.0,13,5,11,2,4,1
194,2024-04-27 06:00:00,Global Esports,DetonatioN FocusMe,Ascent,3513.0,13,11,7,6,6,5
195,2024-04-28 04:00:00,T1,ZETA DIVISION,Bind,3720.0,11,13,6,5,7,6
195,2024-04-28 04:00:00,T1,ZETA DIVISION,Lotus,2634.0,13,9,8,5,5,4
195,2024-04-28 04:00:00,T1,ZETA DIVISION,Sunset,2976.0,13,10,6,7,4,6
196,2024-04-28 07:10:00,Team Secret,Talon Esports,Sunset,3653.0,13,11,3,10,2,9
196,2024-04-28 07:10:00,Team Secret,Talon Esports,Lotus,3369.0,11,13,5,6,6,7
196,2024-04-28 07:10:00,Team Secret,Talon Esports,Breeze,3169.0,10,13,7,3,8,5
197,2024-04-29 04:00:00,BLEED,DRX,Bind,3733.0,9,13,5,4,6,7
197,2024-04-29 04:00:00,BLEED,DRX,Breeze,2437.0,4,13,2,2,10,3
198,2024-04-29 06:05:00,Gen.G,Rex Regum Qeon,Breeze,2571.0,13,3,2,11,1,2
198,2024-04-29 06:05:00,Gen.G,Rex Regum Qeon,Ascent,3532.0,11,13,5,6,6,7
198,2024-04-29 06:05:00,Gen.G,Rex Regum Qeon,Split,3560.0,10,13,5,5,6,7
199,2024-05-03 04:00:00,Team Secret,T1,Lotus,3117.0,7,13,5,2,6,7
199,2024-05-03 04:00:00,Team Secret,T1,Sunset,2932.0,11,13,2,9,3,10
200,2024-05-03 06:10:00,Paper Rex,Talon Esports,Lotus,1977.0,13,0,12,1,0,0
200,2024-05-03 06:10:00,Paper Rex,Talon Esports,Sunset,2937.0,13,9,3,10,2,7
200,2024-05-03 06:10:00,Paper Rex,Talon Esports,Bind,2627.0,7,13,4,3,9,4
201,2024-05-04 04:00:00,Gen.G,T1,Ascent,3724.0,9,13,3,6,4,9
201,2024-05-04 04:00:00,Gen.G,T1,Sunset,2574.0,13,8,7,6,6,2
201,2024-05-04 04:00:00,Gen.G,T1,Breeze,2728.0,7,13,3,4,8,5
202,2024-05-04 07:10:00,DRX,Paper Rex,Lotus,2505.0,6,13,4,2,5,8
202,2024-05-04 07:10:00,DRX,Paper Rex,Ascent,2933.0,13,10,5,8,3,7
202,2024-05-04 07:10:00,DRX,Paper Rex,Bind,2384.0,6,13,2,4,8,5
203,2024-05-05 04:00:00,T1,Paper Rex,Lotus,3526.0,3,13,2,1,11,2
203,2024-05-05 04:00:00,T1,Paper Rex,Sunset,2105.0,5,13,2,3,3,10
204,2024-05-05 06:00:00,Gen.G,DRX,Bind,3320.0,8,13,2,6,6,7
204,2024-05-05 06:00:00,Gen.G,DRX,Sunset,3203.0,13,11,9,4,8,3
204,2024-05-05 06:00:00,Gen.G,DRX,Ascent,3196.0,13,8,8,5,4,4
205,2024-05-11 04:00:00,T1,Gen.G,Lotus,2530.0,2,13,2,0,3,10
205,2024-05-11 04:00:00,T1,Gen.G,Icebox,2746.0,11,13,4,7,5,8
205,2024-05-11 04:00:00,T1,Gen.G,Bind,2906.0,9,13,5,4,6,7
206,2024-05-12 04:00:00,Paper Rex,Gen.G,Lotus,3783.0,9,13,6,3,7,6
206,2024-05-12 04:00:00,Paper Rex,Gen.G,Sunset,2751.0,13,9,6,7,5,4
206,2024-05-12 04:00:00,Paper Rex,Gen.G,Icebox,3164.0,13,11,7,6,6,5
206,2024-05-12 04:00:00,Paper Rex,Gen.G,Bind,2757.0,9,13,6,3,7,6
206,2024-05-12 04:00:00,Paper Rex,Gen.G,Split,2713.0,13,8,5,8,1,7
207,2024-04-06 17:00:00,Cloud9,LEVIATÁN,Icebox,4208.0,7,13,4,3,9,4
207,2024-04-06 17:00:00,Cloud9,LEVIATÁN,Sunset,2808.0,13,7,7,6,6,1
207,2024-04-06 17:00:00,Cloud9,LEVIATÁN,Ascent,5087.0,18,16,7,5,7,5
208,2024-04-06 21:00:00,NRG Esports,LOUD,Breeze,3638.0,13,10,8,5,7,3
208,2024-04-06 21:00:00,NRG Esports,LOUD,Sunset,2040.0,13,2,10,3,0,2
209,2024-04-07 17:00:00,G2 Esports,Evil Geniuses,Lotus,4049.0,13,8,7,6,6,2
209,2024-04-07 17:00:00,G2 Esports,Evil Geniuses,Icebox,2103.0,13,3,4,9,3,0
210,2024-04-07 19:10:00,Sentinels,100 Thieves,Icebox,3492.0,13,10,8,5,7,3
210,2024-04-07 19:10:00,Sentinels,100 Thieves,Split,2533.0,13,6,7,6,1,5
211,2024-04-08 17:00:00,KRÜ Esports,FURIA,Lotus,3872.0,13,7,10,3,5,2
211,2024-04-08 17:00:00,KRÜ Esports,FURIA,Icebox,3448.0,11,13,7,4,8,5
211,2024-04-08 17:00:00,KRÜ Esports,FURIA,Breeze,2816.0,13,7,6,7,5,2
212,2024-04-13 17:00:00,G2 Esports,100 Thieves,Bind,3947.0,9,13,5,4,8,5
212,2024-04-13 17:00:00,G2 Esports,100 Thieves,Split,3114.0,8,13,4,4,5,8
213,2024-04-13 19:25:00,Sentinels,LEVIATÁN,Lotus,5668.0,17,19,9,3,9,3
213,2024-04-13 19:25:00,Sentinels,LEVIATÁN,Icebox,3427.0,11,13,6,5,7,6
214,2024-04-14 17:00:00,KRÜ Esports,MIBR,Icebox,3457.0,13,6,7,6,1,5
214,2024-04-14 17:00:00,KRÜ Esports,MIBR,Sunset,3056.0,13,8,6,7,5,3
215,2024-04-14 19:20:00,NRG Esports,FURIA,Split,2365.0,13,2,10,3,0,2
215,2024-04-14 19:20:00,NRG Esports,FURIA,Breeze,2962.0,13,8,7,6,6,2
216,2024-04-15 17:00:00,Cloud9,Evil Geniuses,Lotus,3920.0,9,13,2,7,5,8
216,2024-04-15 17:00:00,Cloud9,Evil Geniuses,Sunset,2821.0,13,8,8,5,4,4
216,2024-04-15 17:00:00,Cloud9,Evil Geniuses,Split,2581.0,13,4,3,10,2,2
217,2024-04-20 17:00:00,Sentinels,MIBR,Lotus,4349.0,13,3,4,9,3,0
